1,-49.67559884,-4.152633196,-1.407411037,0.097987384,Human-GM
2,-49.78197061,-12.93436588,-1.407411037,0.09765586,Human-GM
3,-46.8930153,10.29898222,-1.407411037,0.106659721,Human-GM
4,-49.71228743,-9.692119958,-1.407411037,0.097873038,Human-GM
5,-50.12504269,11.44861874,-1.407411037,0.096586625,Human-GM
6,-53.87510272,-18.8064222,-1.407411037,0.084899003,Human-GM
7,-51.31476623,-5.751653531,-1.407411037,0.092878674,Human-GM
8,-51.0184507,10.01791113,-1.407411037,0.093802186,Human-GM
9,-50.1155,12.38941634,-1.407411037,0.096616366,Human-GM
10,-50.20572428,1.457626811,-1.407411037,0.096335169,Human-GM
11,-49.88076821,5.310479008,-1.407411037,0.097347943,Human-GM
12,-47.73913538,-18.80042073,-1.407411037,0.104022661,Human-GM
13,-49.91634445,5.030824154,-1.407411037,0.097237064,Human-GM
14,-49.4981115,12.62501764,-1.407411037,0.098540549,Human-GM
15,-50.58419518,12.59806392,-1.407411037,0.095155608,Human-GM
16,-51.66382601,9.593018299,-1.407411037,0.091790777,Human-GM
17,-49.3441625,15.2496161,-1.407411037,0.099020355,Human-GM
18,-48.64680627,-2.772542084,-1.407411037,0.101193769,Human-GM
19,-51.56807708,12.39069506,-1.407411037,0.092089193,Human-GM
20,-50.26803062,11.79041173,-1.407411037,0.096140982,Human-GM
21,-47.90959082,11.9283248,-1.407411037,0.103491411,Human-GM
22,-51.04287214,-2.559364766,-1.407411037,0.093726072,Human-GM
23,-48.96753247,14.05569741,-1.407411037,0.100194178,Human-GM
24,-49.65467292,13.65248861,-1.407411037,0.098052602,Human-GM
25,-50.00836771,14.10902527,-1.407411037,0.09695026,Human-GM
26,-50.03066253,14.70455837,-1.407411037,0.096880775,Human-GM
27,-48.47200595,13.13397934,-1.407411037,0.101738561,Human-GM
28,-47.10350279,-11.11360998,-1.407411037,0.106003705,Human-GM
29,-47.79909062,13.55769302,-1.407411037,0.103835802,Human-GM
30,-48.2498657,2.59500021,-1.407411037,0.102430894,Human-GM
31,-49.07648673,16.59707366,-1.407411037,0.099854606,Human-GM
32,-47.5469434,19.15580958,-1.407411037,0.104621656,Human-GM
33,-49.78646385,14.60161863,-1.407411037,0.097641856,Human-GM
34,-50.68683612,-11.98173256,-1.407411037,0.094835712,Human-GM
35,-50.30483515,7.983983088,-1.407411037,0.096026275,Human-GM
36,-50.55464635,4.544044485,-1.407411037,0.095247701,Human-GM
37,-48.72008709,-12.5064557,-1.407411037,0.100965379,Human-GM
38,-50.33079835,1.268406618,-1.407411037,0.095945357,Human-GM
39,-43.63551933,-12.12202172,-1.407411037,0.116812193,Human-GM
40,-49.70571617,-9.994379453,-1.407411037,0.097893519,Human-GM
41,-48.334263,16.35183224,-1.407411037,0.102167857,Human-GM
42,-50.12793824,12.88985958,-1.407411037,0.0965776,Human-GM
43,-41.37300947,-10.92274954,-1.407411037,0.123863642,Human-GM
44,-49.55339159,0.312399529,-1.407411037,0.098368261,Human-GM
45,-48.05934411,4.229818932,-1.407411037,0.103024683,Human-GM
46,-51.02838598,-15.00856019,-1.407411037,0.093771221,Human-GM
