172,X39.58,-3.498763009,-13.95975855,Stromalcell_Smoc2high(Pancreas),,,,,,,
173,X41.58,-3.23782273,-13.67226145,Stromalcell_Smoc2high(Pancreas),,,,,,,
174,X44.58,-3.331751976,-13.96755293,Stromalcell_Smoc2high(Pancreas),,,,,,,
175,X45.58,-3.357574942,-13.95397355,Stromalcell_Smoc2high(Pancreas),,,,,,,
176,X0.60,-7.26232062,8.364189212,Ductalcell(Pancreas),,,,,,,
177,X3.59,-7.50679655,8.170984267,Ductalcell(Pancreas),,,,,,,
178,X19.61,-3.187632889,-13.17464893,Stromalcell_Fn1high(Pancreas),,,,,,,
179,X23.61,-3.473040484,-14.24734896,Stromalcell_Fn1high(Pancreas),,,,,,,
180,X24.61,-3.131182027,-13.53152157,Stromalcell_Fn1high(Pancreas),,,,,,,
181,X25.61,-3.419070205,-14.1580656,Stromalcell_Fn1high(Pancreas),,,,,,,
182,X29.61,-3.312357042,-14.3855793,Stromalcell_Fn1high(Pancreas),,,,,,,
183,X39.61,-3.163460508,-13.93706092,Stromalcell_Fn1high(Pancreas),,,,,,,
184,X48.61,-3.158795106,-13.9006817,Stromalcell_Fn1high(Pancreas),,,,,,,
185,X4.68,-9.308793199,8.166219091,Ovarianvascularsurfaceendotheliumcell(Ovary),,,,,,,
186,V4803,-9.281728451,8.336828557,endothelial_mouse,,,,,,,
187,X5.68,-8.97253551,8.003615167,Ovarianvascularsurfaceendotheliumcell(Ovary),,,,,,,
188,V2340,-8.857324425,8.100413946,endothelial_mouse,,,,,,,
189,X20.68,-8.907837364,8.170720295,Ovarianvascularsurfaceendotheliumcell(Ovary),,,,,,,
190,X43.68,-9.177071043,7.967219783,Ovarianvascularsurfaceendotheliumcell(Ovary),,,,,,,
191,V3548,-9.024467155,7.993959537,endothelial_mouse,,,,,,,
192,V2380,7.078525587,-2.065281208,endothelial_mouse,,,,,,,
193,X27.78,7.081988601,-2.010369928,Cartilagecell_Prg4high(Neonatal-Rib),,,,,,,
194,V3913,-8.17687891,6.639882109,endothelial_mouse,,,,,,,
195,X7.91,-7.886041247,6.821870818,Endothelialcell_Igfbp5high(Neonatal-Heart),,,,,,,
196,X9.91,-7.682031649,7.383359017,Endothelialcell_Igfbp5high(Neonatal-Heart),,,,,,,
197,X0.95,-7.414072441,8.065016825,Vascularendothelialcell(Neonatal-Heart),,,,,,,
198,X46.94,-8.003371479,6.747469787,Vascularendothelialcell(Neonatal-Heart),,,,,,,
199,V512,7.18280806,-1.955650372,endothelial_mouse,,,,,,,
200,X1.96,7.266263293,-1.926735824,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria),,,,,,,
201,V2221,7.098345959,-2.079001088,endothelial_mouse,,,,,,,
202,X28.96,7.133958634,-2.109433672,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria),,,,,,,
203,X25.97,7.134037542,-2.024234755,Dividngcell(Neonatal-Calvaria),,,,,,,
204,X28.112,4.691660178,5.016427569,Mesenchymalstemcell_Cxcl1high(Mesenchymal-Stem-Cell-Cultured),,,,,,,
205,X34.114,1.90195032,-6.832887756,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin),,,,,,,
206,X13.115,1.848909438,-6.614718203,Dendriticcell_Fscn1high(Mammary-Gland-Virgin),,,,,,,
207,X29.115,-8.569312042,5.840372246,Dendriticcell_Fscn1high(Mammary-Gland-Virgin),,,,,,,
208,V5328,-8.705994422,6.095523098,endothelial_mouse,,,,,,,
209,X43.117,1.465007616,-6.781902355,T-cells_Ctla4high(Mammary-Gland-Virgin),,,,,,,
210,X12.119,-2.905008024,-14.38971763,Stromalcell_Pi16high(Mammary-Gland-Virgin),,,,,,,
211,X30.121,-8.726513807,6.11613787,Macrophage_Lyz1high(Mammary-Gland-Virgin),,,,,,,
212,X11.122,1.278016253,-6.899838709,Tcell_Ly6c2high(Mammary-Gland-Virgin),,,,,,,
213,X4.123,-2.820837088,-14.00963629,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
214,X7.123,-3.457151237,-13.73341239,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
215,V1402,-3.674068047,-13.60366741,endothelial_mouse,,,,,,,
216,X9.123,-3.23237038,-14.14445726,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
217,X23.123,-3.113158043,-13.87439331,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
218,X26.123,-2.880079665,-13.62289408,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
219,X33.123,-3.381206015,-14.19961911,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
220,X34.123,-3.312119344,-14.15357218,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
221,X41.123,-2.906623358,-13.93366472,Stromalcell(Mammary-Gland-Pregrancy),,,,,,,
222,X44.124,-8.874185316,6.368759276,Bcell_Ly6dhigh(Mammary-Gland-Pregrancy),,,,,,,
223,V1774,2.712158676,11.0410378,endothelial_mouse,,,,,,,
224,X14.125,2.709350509,11.07687591,Secretoryalveolicell(Mammary-Gland-Pregrancy),,,,,,,
225,X36.125,2.718836314,11.0415607,Secretoryalveolicell(Mammary-Gland-Pregrancy),,,,,,,
226,X24.131,-3.186811954,-13.19520714,Musclecell_Pi16high(Mammary-Gland-Involution),,,,,,,
227,X0.140,-8.513177164,6.709027201,Kuppfercell(Liver),,,,,,,
228,X2.139,-8.137534168,6.58877628,Kuppfercell(Liver),,,,,,,
229,X4.139,-8.171111126,6.631778904,Kuppfercell(Liver),,,,,,,
230,V2323,-7.926384811,6.261500565,endothelial_mouse,,,,,,,
231,X7.139,-7.954633723,6.239649921,Kuppfercell(Liver),,,,,,,
232,X13.139,-8.429246691,6.601605355,Kuppfercell(Liver),,,,,,,
233,X14.139,-8.133447277,6.48260297,Kuppfercell(Liver),,,,,,,
234,X18.139,-8.594290063,6.602941815,Kuppfercell(Liver),,,,,,,
235,X29.139,-8.103028607,6.628899371,Kuppfercell(Liver),,,,,,,
236,X35.139,-8.723742293,6.402734259,Kuppfercell(Liver),,,,,,,
237,X43.139,-8.41891832,6.690094475,Kuppfercell(Liver),,,,,,,
238,X46.139,-8.484538539,6.739729493,Kuppfercell(Liver),,,,,,,
239,X48.139,-8.190081688,6.360996552,Kuppfercell(Liver),,,,,,,
240,X4.140,-8.630697303,6.699503886,Dendriticcell_Cst3high(Liver),,,,,,,
241,X1.141,-8.865002962,6.355736371,Endothelialcell(Liver),,,,,,,
242,X2.141,-8.849429657,6.296254029,Endothelialcell(Liver),,,,,,,
243,X3.141,-8.630721116,6.869077516,Endothelialcell(Liver),,,,,,,
244,V2553,-8.557326195,6.985292177,endothelial_mouse,,,,,,,
245,X9.141,-8.67617151,6.986269195,Endothelialcell(Liver),,,,,,,
246,V4127,-8.574506741,7.085900677,endothelial_mouse,,,,,,,
247,X10.141,-9.53326004,7.220637113,Endothelialcell(Liver),,,,,,,
248,X11.141,-8.690412376,6.823478337,Endothelialcell(Liver),,,,,,,
249,X12.141,-9.144210741,7.792887805,Endothelialcell(Liver),,,,,,,
250,X13.141,-8.97072973,6.534896232,Endothelialcell(Liver),,,,,,,
251,V544,-9.045291866,6.806695355,endothelial_mouse,,,,,,,
252,X15.141,-9.007349104,6.553323774,Endothelialcell(Liver),,,,,,,
253,X16.141,-8.218465765,6.659249481,Endothelialcell(Liver),,,,,,,
254,X18.141,-8.627168248,6.893717,Endothelialcell(Liver),,,,,,,
255,X19.141,-8.62191532,6.882057699,Endothelialcell(Liver),,,,,,,
256,X21.141,-8.615464121,6.727429479,Endothelialcell(Liver),,,,,,,
257,X22.141,-9.318900532,7.325394668,Endothelialcell(Liver),,,,,,,
258,X28.141,-9.216950019,7.632514413,Endothelialcell(Liver),,,,,,,
259,X29.141,-8.906240505,6.921140555,Endothelialcell(Liver),,,,,,,
260,X30.141,-9.227390415,7.709898238,Endothelialcell(Liver),,,,,,,
261,X31.141,-8.583311234,6.463093232,Endothelialcell(Liver),,,,,,,
262,X35.141,-8.951783673,6.478470895,Endothelialcell(Liver),,,,,,,
263,X36.141,-8.963417953,6.499956625,Endothelialcell(Liver),,,,,,,
264,X39.141,-9.031791805,6.529026496,Endothelialcell(Liver),,,,,,,
265,X43.141,-9.064970943,7.17818488,Endothelialcell(Liver),,,,,,,
266,X46.141,-8.732176969,6.900285773,Endothelialcell(Liver),,,,,,,
