Dim1	Dim2	Dataset
1.956897883	-8.064280628	Macrophage_mouse
2.804202466	5.196582676	Macrophage_mouse
2.735037713	8.073642613	Macrophage_mouse
0.860423951	3.759517552	Macrophage_mouse
3.309528022	8.043085934	Macrophage_mouse
5.047565846	7.2159189	Macrophage_mouse
3.750266223	8.36969936	Macrophage_mouse
4.02555695	8.662711979	Macrophage_mouse
4.276176839	7.629033924	Macrophage_mouse
11.11275616	-2.120802163	Macrophage_mouse
5.436376958	7.353862644	Macrophage_mouse
3.902180581	7.483598591	Macrophage_mouse
1.783773451	8.861265064	Macrophage_mouse
4.86558476	8.735247494	Macrophage_mouse
4.497084527	6.164250733	Macrophage_mouse
3.324386983	8.658557774	Macrophage_mouse
3.621138482	6.413327576	Macrophage_mouse
-1.746292324	10.88046348	Macrophage_mouse
5.677383809	6.211992623	Macrophage_mouse
3.963183789	7.362049938	Macrophage_mouse
4.388105779	7.283005596	Macrophage_mouse
4.127337365	8.950584294	Macrophage_mouse
1.71871367	2.678149821	Macrophage_mouse
-4.674711795	-3.84780538	Macrophage_mouse
-4.765384765	-3.777511238	Macrophage_mouse
0.580252616	9.416605831	Macrophage_mouse
3.648287921	6.418491245	Macrophage_mouse
6.744215398	2.380505921	Macrophage_mouse
3.847681909	9.073634983	Macrophage_mouse
3.532416491	6.332224251	Macrophage_mouse
3.534430175	8.153974415	Macrophage_mouse
4.28285542	8.817018391	Macrophage_mouse
-4.677833648	-3.818190454	Macrophage_mouse
4.13108149	8.458989025	Macrophage_mouse
-14.02590522	6.649446846	Macrophage_mouse
1.913975863	8.83502853	Macrophage_mouse
5.191680341	7.672160031	Macrophage_mouse
5.028212933	7.638400913	Macrophage_mouse
3.971727281	7.024850727	Macrophage_mouse
-15.41432819	-5.24917519	Macrophage_mouse
-5.89255199	-0.222519337	Macrophage_mouse
3.725122361	7.156967522	Macrophage_mouse
5.09735146	7.925323368	Macrophage_mouse
-4.559058757	-3.816957592	Macrophage_mouse
-4.985210509	-3.418325065	Macrophage_mouse
3.528923659	6.701485039	Macrophage_mouse
3.859092145	9.204549671	Macrophage_mouse
3.412600665	7.815910221	Macrophage_mouse
-5.889268489	-1.446636735	Macrophage_mouse
5.683591752	7.062639595	Macrophage_mouse
3.912741094	7.954146267	Macrophage_mouse
3.755764632	8.633659245	Macrophage_mouse
4.24141684	6.77706802	Macrophage_mouse
4.531229405	7.835016133	Macrophage_mouse
3.032195001	7.9655751	Macrophage_mouse
-4.818761439	-3.712889551	Macrophage_mouse
1.144344239	3.335812927	Macrophage_mouse
3.929358868	7.579362751	Macrophage_mouse
3.870708852	9.05961311	Macrophage_mouse
3.647229819	8.154048802	Macrophage_mouse
3.279944091	6.245304943	Macrophage_mouse
4.147027879	9.163584591	Macrophage_mouse
-4.852085204	-3.620526909	Macrophage_mouse
3.368303923	9.401951672	Macrophage_mouse
-0.518921824	10.03577983	Macrophage_mouse
3.224948554	6.870807053	Macrophage_mouse
3.218212752	8.144075276	Macrophage_mouse
3.309623866	8.676301838	Macrophage_mouse
4.067679315	9.105341793	Macrophage_mouse
-5.028997989	-3.291811823	Macrophage_mouse
3.233042626	7.328952671	Macrophage_mouse
3.24806705	8.656151653	Macrophage_mouse
-5.025732131	-3.363013862	Macrophage_mouse
1.462932734	9.093768955	Macrophage_mouse
3.274545102	6.44104755	Macrophage_mouse
3.397754578	8.221674801	Macrophage_mouse
3.985600381	9.095476986	Macrophage_mouse
4.968688874	6.914769055	Macrophage_mouse
2.717219262	8.004464985	Macrophage_mouse
-4.688964458	-3.852886318	Macrophage_mouse
