a,TSNE_1,TSNE_2,X,
2105,X21.30,-8.629768811,2.827719744,Stomachcell_Mt2high(Stomach)
2106,X3.27,-8.651859126,2.795882915,Pitcell_Ifrd1high(Stomach)
2107,X46.30,-8.75460058,2.713201328,Stomachcell_Mt2high(Stomach)
2108,X18.25,-8.737167992,2.894344687,Stomachcell_Gkn2high(Stomach)
2109,X19.25,-8.83822607,2.565196712,Stomachcell_Gkn2high(Stomach)
2110,X45.25,-8.950758147,2.707688869,Stomachcell_Gkn2high(Stomach)
2111,X21.25,-8.33890085,2.592779136,Stomachcell_Gkn2high(Stomach)
2112,X38.29,-8.425591391,2.614948635,Stomachcell_Muc5achigh(Stomach)
2113,X23.25,-8.956577578,2.786420976,Stomachcell_Gkn2high(Stomach)
2114,X10.29,-8.964894375,2.843429196,Stomachcell_Muc5achigh(Stomach)
2115,X24.25,-8.434444912,2.766571078,Stomachcell_Gkn2high(Stomach)
2116,X25.25,-8.839232709,2.810322806,Stomachcell_Gkn2high(Stomach)
2117,X46.29,-8.948083671,3.003552568,Stomachcell_Muc5achigh(Stomach)
2118,X44.30,-8.692761398,2.779161619,Stomachcell_Mt2high(Stomach)
2119,X34.26,-8.490733408,2.639650206,Epithelialcell_Krt20high(Stomach)
2120,X42.30,-8.250138633,2.674031644,Stomachcell_Mt2high(Stomach)
2121,X47.30,-8.450919788,2.661282561,Stomachcell_Mt2high(Stomach)
2122,X28.25,-8.889275666,2.613254962,Stomachcell_Gkn2high(Stomach)
2123,X29.25,-8.797285754,2.524052284,Stomachcell_Gkn2high(Stomach)
2124,X30.25,-8.588949453,2.445535701,Stomachcell_Gkn2high(Stomach)
2125,X32.25,-8.892128453,2.577089546,Stomachcell_Gkn2high(Stomach)
2126,X2.27,-8.637921293,2.803618753,Pitcell_Ifrd1high(Stomach)
2127,X33.25,-8.544819502,2.686193483,Stomachcell_Gkn2high(Stomach)
2128,X34.25,-8.78636876,2.933859713,Stomachcell_Gkn2high(Stomach)
2129,X6.29,-8.770826338,2.982564176,Stomachcell_Muc5achigh(Stomach)
2130,X35.25,-8.943998626,2.75444059,Stomachcell_Gkn2high(Stomach)
2131,X8.29,-9.038995387,2.830276703,Stomachcell_Muc5achigh(Stomach)
2132,X36.25,-8.715695929,2.871944251,Stomachcell_Gkn2high(Stomach)
2133,X38.25,-8.909112237,2.442938993,Stomachcell_Gkn2high(Stomach)
2134,X40.25,-8.105365409,2.706895699,Stomachcell_Gkn2high(Stomach)
2135,X26.26,-8.180562084,2.742892389,Epithelialcell_Krt20high(Stomach)
2136,X5.29,-8.259645789,2.795605421,Stomachcell_Muc5achigh(Stomach)
2137,X25.29,-8.98168255,3.067876428,Stomachcell_Muc5achigh(Stomach)
2138,X47.25,-8.696121259,2.931678712,Stomachcell_Gkn2high(Stomach)
2139,X15.27,-8.804730898,2.985748876,Pitcell_Ifrd1high(Stomach)
2140,X48.25,-8.932622007,2.85876606,Stomachcell_Gkn2high(Stomach)
2141,X0.27,-8.774596912,3.116780403,Epithelialcell_Krt20high(Stomach)
2142,X17.27,-8.718867556,3.248350266,Pitcell_Ifrd1high(Stomach)
2143,X39.27,-8.54669414,3.277400045,Pitcell_Ifrd1high(Stomach)
2144,X7.26,-8.141241079,2.93400502,Epithelialcell_Krt20high(Stomach)
2145,X1.26,-8.166975643,2.870664888,Epithelialcell_Krt20high(Stomach)
2146,X28.26,-8.137487111,2.929881802,Epithelialcell_Krt20high(Stomach)
2147,X29.26,-8.116743149,2.974768197,Epithelialcell_Krt20high(Stomach)
2148,X38.26,-8.17820415,2.95133819,Epithelialcell_Krt20high(Stomach)
2149,X2.26,-8.265112789,2.83871435,Epithelialcell_Krt20high(Stomach)
2150,X42.26,-8.280296204,2.999386694,Epithelialcell_Krt20high(Stomach)
2151,X14.27,-8.498751524,2.99725028,Pitcell_Ifrd1high(Stomach)
2152,X3.26,-8.023450074,2.931024669,Epithelialcell_Krt20high(Stomach)
2153,X41.26,-8.113304667,2.948491987,Epithelialcell_Krt20high(Stomach)
2154,X44.26,-8.123854993,2.984946895,Epithelialcell_Krt20high(Stomach)
2155,X43.26,-8.074729224,2.929781089,Epithelialcell_Krt20high(Stomach)
2156,X45.26,-8.023785209,2.837525796,Epithelialcell_Krt20high(Stomach)
2157,X40.26,-8.302363481,3.233411964,Epithelialcell_Krt20high(Stomach)
2158,X11.27,-8.55202573,3.442688799,Pitcell_Ifrd1high(Stomach)
2159,X8.26,-8.637816463,2.079728144,Epithelialcell_Krt20high(Stomach)
2160,X10.26,-8.207060287,2.903924508,Epithelialcell_Krt20high(Stomach)
2161,X17.26,-8.03816312,2.735050792,Epithelialcell_Krt20high(Stomach)
2162,X22.26,-8.159714132,2.982125563,Epithelialcell_Krt20high(Stomach)
2163,X12.26,-8.148748005,2.87783178,Epithelialcell_Krt20high(Stomach)
2164,X16.26,-8.316818321,3.189082594,Epithelialcell_Krt20high(Stomach)
2165,X27.26,-8.216889508,3.110387127,Epithelialcell_Krt20high(Stomach)
2166,X25.26,-8.268330876,3.151884104,Epithelialcell_Krt20high(Stomach)
2167,X48.27,-8.433872632,3.136539583,Pitcell_Ifrd1high(Stomach)
2168,X19.29,-8.782300359,2.866409729,Stomachcell_Muc5achigh(Stomach)
2169,X19.26,-8.491237914,2.888043857,Epithelialcell_Krt20high(Stomach)
2170,X36.29,-8.611235985,3.027232374,Stomachcell_Muc5achigh(Stomach)
2171,X23.26,-8.219698283,3.108964533,Epithelialcell_Krt20high(Stomach)
2172,X35.26,-8.194195422,3.183525366,Epithelialcell_Krt20high(Stomach)
2173,X24.26,-8.251349114,3.071277457,Epithelialcell_Krt20high(Stomach)
2174,X32.26,-8.302327269,3.195342864,Epithelialcell_Krt20high(Stomach)
2175,X33.29,-8.536144215,2.679696719,Stomachcell_Muc5achigh(Stomach)
2176,X36.26,-8.273793134,2.631096269,Epithelialcell_Krt20high(Stomach)
2177,X39.26,-8.312674525,2.416769522,Epithelialcell_Krt20high(Stomach)
2178,X34.27,-8.450508261,2.232241127,Pitcell_Ifrd1high(Stomach)
2179,X37.26,-8.317188857,3.322291835,Epithelialcell_Krt20high(Stomach)
2180,X10.27,-8.428702785,3.400932802,Pitcell_Ifrd1high(Stomach)
2181,X29.27,-8.627787275,3.318933188,Pitcell_Ifrd1high(Stomach)
2182,X0.28,-8.861930087,2.964970899,Pitcell_Ifrd1high(Stomach)
2183,X12.27,-8.581589449,3.21616405,Pitcell_Ifrd1high(Stomach)
2184,X1.27,-8.614184237,3.246432711,Pitcell_Ifrd1high(Stomach)
2185,X7.27,-8.674562266,3.355700837,Pitcell_Ifrd1high(Stomach)
2186,X20.27,-8.670251821,3.368630919,Pitcell_Ifrd1high(Stomach)
2187,X26.27,-8.594424011,3.336042457,Pitcell_Ifrd1high(Stomach)
2188,X31.27,-8.768324964,3.336487139,Pitcell_Ifrd1high(Stomach)
2189,X5.27,-8.847767997,1.233576083,Pitcell_Ifrd1high(Stomach)
2190,X2.28,-8.85127866,1.232867391,Antralmucouscell(Stomach)
2191,X3.28,-8.845890911,1.178639,Antralmucouscell(Stomach)
2192,X35.28,-8.878112645,1.168769389,Antralmucouscell(Stomach)
2193,X6.27,-8.717802154,3.145101639,Pitcell_Ifrd1high(Stomach)
2194,X23.27,-8.646771802,2.84137841,Pitcell_Ifrd1high(Stomach)
2195,X33.27,-8.711137994,3.336560494,Pitcell_Ifrd1high(Stomach)
2196,X37.27,-8.689249756,3.22976969,Pitcell_Ifrd1high(Stomach)
2197,X22.27,-8.674924653,3.261569053,Pitcell_Ifrd1high(Stomach)
2198,X18.27,-8.57978671,3.330090467,Pitcell_Ifrd1high(Stomach)
2199,X18.29,-8.747347774,3.047690991,Stomachcell_Muc5achigh(Stomach)
2200,X13.27,-8.599404953,3.227118851,Pitcell_Ifrd1high(Stomach)
2201,X22.29,-8.577917751,2.990807617,Stomachcell_Muc5achigh(Stomach)
2202,X24.29,-8.805204638,3.046994452,Stomachcell_Muc5achigh(Stomach)
2203,X38.27,-8.685983542,3.221001978,Pitcell_Ifrd1high(Stomach)
2204,X41.27,-8.714701102,3.324748957,Pitcell_Ifrd1high(Stomach)
2205,X21.27,-8.760247216,3.118407413,Pitcell_Ifrd1high(Stomach)
2206,X28.27,-8.557031284,3.327352631,Pitcell_Ifrd1high(Stomach)
2207,X46.27,-8.583883453,1.977853293,Pitcell_Ifrd1high(Stomach)
2208,X35.27,-8.606892688,2.769974981,Pitcell_Ifrd1high(Stomach)
2209,X36.27,-8.71504396,3.121532696,Pitcell_Ifrd1high(Stomach)
2210,X40.27,-8.56948674,2.38888424,Pitcell_Ifrd1high(Stomach)
2211,X43.27,-8.665309034,3.274302803,Pitcell_Ifrd1high(Stomach)
2212,X47.27,-8.636615581,2.84134568,Pitcell_Ifrd1high(Stomach)
2213,X49.27,-8.532947113,3.396927307,Pitcell_Ifrd1high(Stomach)
2214,X6.28,-8.783425083,1.55947345,Antralmucouscell(Stomach)
2215,X0.29,-8.835706973,1.289058311,Antralmucouscell(Stomach)
2216,X11.28,-8.906332044,1.102772655,Antralmucouscell(Stomach)
2217,X31.28,-8.870845825,1.134847297,Antralmucouscell(Stomach)
2218,X4.28,-8.809298212,1.425684991,Antralmucouscell(Stomach)
2219,X5.28,-8.858469744,1.331219248,Antralmucouscell(Stomach)
2220,X39.28,-8.806572836,1.472394131,Antralmucouscell(Stomach)
2221,X7.28,-8.762937027,1.51297856,Antralmucouscell(Stomach)
2222,X47.28,-8.805201786,1.385681481,Antralmucouscell(Stomach)
2223,X15.28,-8.901529997,0.991307904,Antralmucouscell(Stomach)
2224,X8.28,-8.900489127,0.991677125,Antralmucouscell(Stomach)
2225,X26.28,-8.842380352,1.128691178,Antralmucouscell(Stomach)
2226,X29.28,-8.931127032,0.997109551,Antralmucouscell(Stomach)
2227,X30.28,-8.895675616,1.066468444,Antralmucouscell(Stomach)
2228,X49.28,-8.901563205,0.943147116,Antralmucouscell(Stomach)
2229,X19.28,-8.889942068,1.119406588,Antralmucouscell(Stomach)
2230,X28.28,-8.940976119,1.037795002,Antralmucouscell(Stomach)
2231,X9.30,-8.767528951,2.02011273,Stomachcell_Mt2high(Stomach)
2232,X18.28,-8.876323116,1.178769538,Antralmucouscell(Stomach)
2233,X20.28,-8.821896366,1.458548565,Antralmucouscell(Stomach)
2234,X22.28,-8.880124089,1.151910129,Antralmucouscell(Stomach)
2235,X24.28,-8.924188093,1.086640513,Antralmucouscell(Stomach)
2236,X25.28,-8.909734072,1.141581891,Antralmucouscell(Stomach)
2237,X32.28,-8.868614405,1.201769242,Antralmucouscell(Stomach)
2238,X33.28,-8.884668245,1.002348461,Antralmucouscell(Stomach)
2239,X48.28,-8.871927938,1.057252674,Antralmucouscell(Stomach)
2240,X36.28,-8.927713669,0.990973977,Antralmucouscell(Stomach)
2241,X38.28,-7.925311228,2.031317276,Antralmucouscell(Stomach)
2242,X0.32,-7.64585229,2.403311637,Parietalcell(Stomach)
2243,X3.31,-7.739053526,2.263748919,Parietalcell(Stomach)
2244,X30.31,-7.489633901,2.486038341,Parietalcell(Stomach)
2245,X42.28,-8.89261276,1.122440905,Antralmucouscell(Stomach)
2246,X43.28,-8.878681262,1.136850691,Antralmucouscell(Stomach)
2247,X44.28,-8.911864229,1.10034187,Antralmucouscell(Stomach)
2248,X46.28,-8.862819512,1.229386363,Antralmucouscell(Stomach)
2249,X0.30,-8.629831427,3.110239726,Stomachcell_Muc5achigh(Stomach)
2250,X1.29,-9.058180457,2.808726049,Stomachcell_Muc5achigh(Stomach)
2251,X2.29,-8.683858143,3.15704926,Stomachcell_Muc5achigh(Stomach)
2252,X4.29,-8.655730581,3.051071319,Stomachcell_Muc5achigh(Stomach)
2253,X42.29,-8.541012186,2.731548775,Stomachcell_Muc5achigh(Stomach)
2254,X11.29,-8.883093366,3.031145667,Stomachcell_Muc5achigh(Stomach)
2255,X12.29,-8.573061114,2.914245084,Stomachcell_Muc5achigh(Stomach)
2256,X13.29,-9.000299889,3.028642388,Stomachcell_Muc5achigh(Stomach)
2257,X14.29,-8.391026018,2.737196115,Stomachcell_Muc5achigh(Stomach)
2258,X16.29,-8.957372675,2.85790773,Stomachcell_Muc5achigh(Stomach)
2259,X17.29,-8.535397678,2.83333056,Stomachcell_Muc5achigh(Stomach)
2260,X20.29,-8.678021889,2.786296889,Stomachcell_Muc5achigh(Stomach)
2261,X27.29,-8.676760558,2.86771233,Stomachcell_Muc5achigh(Stomach)
2262,X21.29,-8.851325261,2.855161073,Stomachcell_Muc5achigh(Stomach)
2263,X10.30,-8.91872805,2.730957331,Stomachcell_Mt2high(Stomach)
2264,X23.29,-8.578768023,3.325204351,Stomachcell_Muc5achigh(Stomach)
2265,X44.29,-8.90438174,2.78831968,Stomachcell_Muc5achigh(Stomach)
2266,X29.29,-8.936291022,2.991303868,Stomachcell_Muc5achigh(Stomach)
2267,X30.29,-8.679791337,3.190745587,Stomachcell_Muc5achigh(Stomach)
2268,X0.31,-8.881701995,2.328861693,Stomachcell_Mt2high(Stomach)
2269,X27.30,-8.431221597,2.727695984,Stomachcell_Mt2high(Stomach)
2270,X34.30,-8.862140635,1.90643189,Stomachcell_Mt2high(Stomach)
2271,X48.30,-8.775405765,2.258952143,Stomachcell_Mt2high(Stomach)
2272,X37.30,-8.80953205,2.671426084,Stomachcell_Mt2high(Stomach)
2273,X6.31,-7.680525412,2.305069027,Parietalcell(Stomach)
2274,X13.31,-7.737321237,2.296170307,Parietalcell(Stomach)
2275,X21.31,-7.704153273,2.30962006,Parietalcell(Stomach)
2276,X47.31,-7.742219335,2.271952833,Parietalcell(Stomach)
2277,X5.31,-7.427412559,2.791034321,Parietalcell(Stomach)
2278,X1.31,-7.365766189,2.729909341,Parietalcell(Stomach)
2279,X8.31,-7.484313849,2.769476928,Parietalcell(Stomach)
2280,X9.31,-7.329661656,2.670268729,Parietalcell(Stomach)
2281,X14.31,-7.366574552,2.717283588,Parietalcell(Stomach)
2282,X41.31,-7.365688408,2.712340137,Parietalcell(Stomach)
2283,X11.31,-7.386461295,2.732268664,Parietalcell(Stomach)
2284,X2.31,-7.418433665,2.647331868,Parietalcell(Stomach)
2285,X45.31,-7.462410399,2.623054174,Parietalcell(Stomach)
2286,X48.31,-7.363266525,2.685243982,Parietalcell(Stomach)
2287,X39.31,-7.782785949,2.256333971,Parietalcell(Stomach)
2288,X44.31,-7.840050123,2.279301321,Parietalcell(Stomach)
2289,X4.31,-7.320841653,2.570872776,Parietalcell(Stomach)
2290,X20.31,-7.412034517,2.536978361,Parietalcell(Stomach)
2291,X22.31,-7.33057654,2.676034505,Parietalcell(Stomach)
2292,X26.31,-7.370305433,2.562417449,Parietalcell(Stomach)
2293,X32.31,-7.285998131,2.580816883,Parietalcell(Stomach)
2294,X35.31,-7.388430083,2.771228506,Parietalcell(Stomach)
2295,X7.31,-7.554897985,2.780385399,Parietalcell(Stomach)
2296,X28.31,-7.594633104,2.733948326,Parietalcell(Stomach)
2297,X38.31,-7.559428055,2.665345793,Parietalcell(Stomach)
2298,X42.31,-7.350100808,2.717368394,Parietalcell(Stomach)
2299,X10.31,-7.473610237,2.66790486,Parietalcell(Stomach)
2300,X29.31,-7.476803902,2.673640301,Parietalcell(Stomach)
2301,X18.31,-7.393682661,2.743589647,Parietalcell(Stomach)
2302,X34.31,-7.854998217,2.280954114,Parietalcell(Stomach)
2303,X15.31,-7.375756993,2.712170643,Parietalcell(Stomach)
2304,X19.31,-7.350274534,2.743914383,Parietalcell(Stomach)
2305,X16.31,-7.438875328,2.573770277,Parietalcell(Stomach)
2306,X17.31,-7.38366995,2.765677727,Parietalcell(Stomach)
2307,X23.31,-7.371232286,2.727738702,Parietalcell(Stomach)
2308,X31.31,-7.411753675,2.604079569,Parietalcell(Stomach)
2309,X24.31,-7.370052533,2.74660764,Parietalcell(Stomach)
2310,X25.31,-7.500897037,2.700300899,Parietalcell(Stomach)
2311,X27.31,-7.440375152,2.703574258,Parietalcell(Stomach)
2312,X49.31,-8.729788203,2.474418174,Parietalcell(Stomach)
2313,X36.31,-7.473438186,2.747316787,Parietalcell(Stomach)
2314,X37.31,-7.355500179,2.742873866,Parietalcell(Stomach)
2315,X40.31,-7.564372817,2.550492315,Parietalcell(Stomach)
2316,X46.31,-7.328316435,2.700537556,Parietalcell(Stomach)
2317,X22.32,-3.69979365,-3.498561413,Tcell(Spleen)
2318,X25.113,-3.760554861,-3.436927782,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2319,X24.122,-3.658139013,-3.723804876,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2320,X2.32,-4.355391022,-3.28140378,Tcell(Spleen)
2321,X3.51,-4.336018457,-3.375908382,Tcell_Trbc2high(Peripheral_Blood)
2322,X7.32,-4.395542549,-3.235629504,Tcell(Spleen)
2323,X47.122,-4.31031739,-3.298964545,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2324,X41.32,-4.272036396,-3.294354792,Tcell(Spleen)
2325,X4.32,-4.422965197,-3.505278157,Tcell(Spleen)
2326,X28.113,-4.260240653,-3.452267201,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2327,X5.32,-4.320207231,-3.38858073,Tcell(Spleen)
2328,X6.32,-4.27791752,-3.248093622,Tcell(Spleen)
2329,X41.113,-4.13935522,-3.123217524,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2330,X20.32,-4.834020348,-3.087670466,Tcell(Spleen)
2331,X29.32,-4.729403991,-3.199601944,Tcell(Spleen)
2332,X24.51,-4.828608842,-3.098171262,Tcell_Trbc2high(Peripheral_Blood)
2333,X9.32,-4.564907749,-3.926421747,Tcell(Spleen)
2334,X26.116,-4.647996773,-3.986561788,Dividingcell(Mammary-Gland-Virgin)
2335,X36.117,-4.652074715,-3.901007628,T-cells_Ctla4high(Mammary-Gland-Virgin)
2336,X41.122,-4.599318209,-3.889873271,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2337,X10.32,-2.879592052,-4.11188895,Tcell(Spleen)
2338,X11.32,-3.945179839,-3.473679893,Tcell(Spleen)
2339,X29.113,-3.920285746,-3.536818705,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2340,X38.122,-4.048633768,-3.522841825,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2341,X31.32,-4.472440826,-3.035176101,Tcell(Spleen)
2342,X23.51,-4.612614031,-3.121821587,Tcell_Trbc2high(Peripheral_Blood)
2343,X13.113,-4.382720778,-2.784342556,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2344,X35.122,-4.509680193,-3.102408345,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2345,X13.32,-4.772741554,-3.107112973,Tcell(Spleen)
2346,X14.32,-3.922166219,-3.326501704,Tcell(Spleen)
2347,X45.51,-3.98518919,-3.298533051,Tcell_Trbc2high(Peripheral_Blood)
2348,X45.116,-4.068971922,-3.205794433,Dividingcell(Mammary-Gland-Virgin)
2349,X17.32,-3.874692132,-2.756348861,Tcell(Spleen)
2350,X18.51,-3.949633597,-2.814364961,Tcell_Trbc2high(Peripheral_Blood)
2351,X6.117,-3.757689097,-2.624585432,T-cells_Ctla4high(Mammary-Gland-Virgin)
2352,X7.122,-3.867741015,-2.692124026,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2353,X16.32,-4.434210507,-3.833599101,Tcell(Spleen)
2354,X30.51,-4.246502961,-3.840088008,Tcell_Trbc2high(Peripheral_Blood)
2355,X37.51,-4.768117174,-4.092343726,Tcell_Trbc2high(Peripheral_Blood)
2356,X31.51,-4.10629232,-2.742512491,Tcell_Trbc2high(Peripheral_Blood)
2357,X49.113,-3.856498335,-2.713463131,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2358,X11.122,-3.730013943,-3.244287308,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2359,X19.32,-4.32404388,-2.739879898,Tcell(Spleen)
2360,X9.117,-4.204220413,-2.794518606,T-cells_Ctla4high(Mammary-Gland-Virgin)
2361,X26.117,-4.248734121,-2.870212233,T-cells_Ctla4high(Mammary-Gland-Virgin)
2362,X33.51,-4.864154847,-3.092816493,Tcell_Trbc2high(Peripheral_Blood)
2363,X21.32,-4.710712345,-3.301697589,Tcell(Spleen)
2364,X34.32,-4.821638534,-3.337755081,Tcell(Spleen)
2365,X2.113,-4.744882588,-3.393976749,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2366,X43.122,-3.773912936,-3.597491077,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2367,X23.32,-3.960184277,-3.499038878,Tcell(Spleen)
2368,X14.113,-4.026963246,-3.531559578,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2369,X24.32,-4.75764486,-2.97485695,Tcell(Spleen)
2370,X13.51,-4.70155362,-3.185419336,Tcell_Trbc2high(Peripheral_Blood)
2371,X25.32,-4.275300298,-3.697985694,Tcell(Spleen)
2372,X45.122,-4.19342219,-3.70982137,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2373,X27.32,-3.965782764,-3.23196748,Tcell(Spleen)
2374,X34.113,-4.154469667,-3.170095349,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2375,X28.32,-4.458837192,-2.876313523,Tcell(Spleen)
2376,X0.123,-4.513303219,-3.374026064,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2377,X33.122,-4.480698422,-3.363382429,Tcell_Ly6c2high(Mammary-Gland-Virgin)
2378,X30.32,-4.037800295,-3.279805568,Tcell(Spleen)
2379,X44.113,-4.165823596,-3.074972523,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2380,X6.113,-4.322525585,-3.076661176,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2381,X14.116,-4.727145785,-3.330383115,Dividingcell(Mammary-Gland-Virgin)
2382,X42.117,-4.190959077,-3.028512538,T-cells_Ctla4high(Mammary-Gland-Virgin)
2383,X43.117,-4.25451784,-3.016918696,T-cells_Ctla4high(Mammary-Gland-Virgin)
2384,X32.32,-4.957418422,-3.874258245,Tcell(Spleen)
2385,X20.113,-4.981336058,-3.924301012,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2386,X39.116,-4.946838017,-3.886121506,Dividingcell(Mammary-Gland-Virgin)
2387,X41.116,-4.966328389,-3.980950799,Dividingcell(Mammary-Gland-Virgin)
2388,X33.32,-4.789130744,-3.173325669,Tcell(Spleen)
2389,X35.51,-4.809337118,-3.484009944,Tcell_Trbc2high(Peripheral_Blood)
2390,X35.32,-4.294890886,-2.806486848,Tcell(Spleen)
2391,X36.32,-4.259403845,-3.00855305,Tcell(Spleen)
2392,X48.32,-4.216809083,-3.066377312,Tcell(Spleen)
2393,X4.51,-4.452027417,-3.153027293,Tcell_Trbc2high(Peripheral_Blood)
2394,X46.51,-4.179429711,-3.155092064,Tcell_Trbc2high(Peripheral_Blood)
2395,X49.51,-4.096598885,-2.875861656,Tcell_Trbc2high(Peripheral_Blood)
2396,X18.130,-4.119572375,-3.243862476,Tcell_Pclafhigh(Mammary-Gland-Involution)
2397,X38.32,-4.7725793,-3.171431572,Tcell(Spleen)
2398,X47.113,-4.540682209,-3.221212377,Tcell_Cd8b1high(Mammary-Gland-Virgin)
2399,X39.32,-3.741122348,-3.381186197,Tcell(Spleen)
2400,X40.32,-4.50851221,-3.157029672,Tcell(Spleen)
2401,X43.32,-4.277505938,-3.414151654,Tcell(Spleen)
2402,X44.32,-4.461844863,-3.411453592,Tcell(Spleen)
2403,X18.117,-3.571906369,-3.253783962,T-cells_Ctla4high(Mammary-Gland-Virgin)
2404,X38.117,-3.993376128,-3.204610426,T-cells_Ctla4high(Mammary-Gland-Virgin)
2405,X47.32,-4.37676023,-3.135607652,Tcell(Spleen)
2406,X49.32,-4.159093495,-3.77884781,Tcell(Spleen)
2407,X1.33,-2.946273753,-2.130843411,MarginalzoneBcell(Spleen)
2408,X2.33,-2.966144905,-2.121548992,MarginalzoneBcell(Spleen)
2409,X49.49,-3.139089624,-1.708834741,Bcell_Ly6dhigh(Peripheral_Blood)
2410,X8.114,-2.874610477,-2.174144844,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2411,X17.114,-3.060201174,-1.758157513,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2412,X13.33,-2.995711817,-2.042395681,MarginalzoneBcell(Spleen)
2413,X25.49,-2.91934723,-2.161658753,Bcell_Ly6dhigh(Peripheral_Blood)
2414,X13.49,-2.726271898,-2.130511729,Bcell_Ly6dhigh(Peripheral_Blood)
2415,X30.49,-2.877603118,-1.989272294,Bcell_Ly6dhigh(Peripheral_Blood)
2416,X42.49,-2.783256618,-2.113463927,Bcell_Ly6dhigh(Peripheral_Blood)
2417,X22.124,-3.133294084,-1.853882161,Bcell_Ly6dhigh(Mammary-Gland-Pregrancy)
2418,X4.33,4.452104519,0.031199161,MarginalzoneBcell(Spleen)
2419,X17.33,-3.061263673,-2.07148669,MarginalzoneBcell(Spleen)
2420,X28.33,4.551084337,0.165665431,MarginalzoneBcell(Spleen)
2421,X21.116,4.33388465,0.058622014,Dividingcell(Mammary-Gland-Virgin)
2422,X49.116,4.39258135,0.068359483,Dividingcell(Mammary-Gland-Virgin)
2423,X19.114,-3.070350149,-1.589243485,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2424,X21.114,-3.112513829,-1.572526784,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2425,X29.114,-3.173976081,-1.652189331,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2426,X42.114,-3.252584354,-1.903154489,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2427,X6.33,-3.103313879,-1.86630791,MarginalzoneBcell(Spleen)
2428,X38.49,-2.92399373,-1.931339413,Bcell_Ly6dhigh(Peripheral_Blood)
2429,X27.114,-3.235038933,-1.858435697,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2430,X7.33,-3.030365416,-1.625558111,MarginalzoneBcell(Spleen)
2431,X18.33,-3.030819792,-1.613664398,MarginalzoneBcell(Spleen)
2432,X39.49,-3.01548044,-1.78822597,Bcell_Ly6dhigh(Peripheral_Blood)
2433,X1.114,-3.09665253,-1.616758524,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2434,X43.114,-3.061382871,-1.587745192,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2435,X8.33,-3.041643859,-1.706412124,MarginalzoneBcell(Spleen)
2436,X39.114,-3.095050505,-1.714285147,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2437,X45.114,-3.09934366,-1.541437597,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2438,X9.114,-3.19121251,-1.569751547,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2439,X9.33,-3.128368811,-1.477547704,MarginalzoneBcell(Spleen)
2440,X12.114,-3.182502992,-1.535749445,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2441,X16.114,-3.164120518,-1.498261513,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2442,X26.114,-3.20063462,-1.587985434,Bcell_Cd79a&Iglc2high(Mammary-Gland-Virgin)
2443,X33.33,-3.400786428,-2.015694032,MarginalzoneBcell(Spleen)
2444,X10.33,-3.385653731,-2.04569148,MarginalzoneBcell(Spleen)
2445,X43.33,-3.38336893,-2.034779381,MarginalzoneBcell(Spleen)
2446,X31.49,-3.321748946,-2.00988336,Bcell_Ly6dhigh(Peripheral_Blood)
2447,X11.33,-3.097755472,-1.684201057,MarginalzoneBcell(Spleen)
2448,X45.49,-2.986055088,-1.581386935,Bcell_Ly6dhigh(Peripheral_Blood)
2449,X12.33,-3.1557451,-1.764079143,MarginalzoneBcell(Spleen)
