a,TSNE_1,TSNE_2,X,
4893,X23.76,-6.912600439,3.662440997,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4894,X27.76,-6.910753613,3.670588543,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4895,X28.76,-6.885348965,3.640467552,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4896,X31.76,-6.823833235,3.703441,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4897,X37.76,-6.839719818,3.710062038,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4898,X29.76,-6.864613479,3.709798282,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4899,X32.76,-6.79789393,3.763971256,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4900,X35.76,-6.80000178,3.805685581,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4901,X38.76,-6.879573935,3.671111408,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4902,X45.76,-6.788031971,3.816199136,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4903,X46.76,-6.884704847,3.662471897,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4904,X48.76,-6.92314504,3.633056777,Brownadiposetissue_Cideahigh(Neonatal-Skin)
4905,X47.118,0.765074529,-2.414511266,Stromalcell_Col3a1high(Mammary-Gland-Virgin)
4906,X2.87,4.125682567,5.117124396,Epithelialcell(Neonatal-Muscle)
4907,X41.198,1.705743117,-0.551933072,Stromalcell_Car3high(Bladder)
4908,X42.198,1.713708296,-0.535938186,Stromalcell_Car3high(Bladder)
4909,X5.77,3.620495203,4.560644443,Stromalcell_Gas6high(Neonatal-Skin)
4910,X7.77,3.776302993,4.942949251,Stromalcell_Gas6high(Neonatal-Skin)
4911,X18.89,3.594058317,4.908040112,Stromalcell_Ndnhigh(Neonatal-Muscle)
4912,X17.77,3.878417106,4.812631801,Stromalcell_Gas6high(Neonatal-Skin)
4913,X27.77,3.828214094,4.721091739,Stromalcell_Gas6high(Neonatal-Skin)
4914,X18.77,3.121385494,4.756800561,Stromalcell_Gas6high(Neonatal-Skin)
4915,X23.77,3.747721044,4.771248977,Stromalcell_Gas6high(Neonatal-Skin)
4916,X25.77,3.484970901,5.024815263,Stromalcell_Gas6high(Neonatal-Skin)
4917,X29.77,3.432194683,4.73573216,Stromalcell_Gas6high(Neonatal-Skin)
4918,X31.77,3.823291974,5.061564836,Stromalcell_Gas6high(Neonatal-Skin)
4919,X34.77,3.816079401,4.731414536,Stromalcell_Gas6high(Neonatal-Skin)
4920,X38.77,3.258311903,4.968500204,Stromalcell_Gas6high(Neonatal-Skin)
4921,X37.95,3.774867579,4.28545303,Stromalcell_Fmodhigh(Neonatal-Heart)
4922,X44.77,3.350048178,4.862606595,Stromalcell_Gas6high(Neonatal-Skin)
4923,X49.77,3.32929627,4.890709026,Stromalcell_Gas6high(Neonatal-Skin)
4924,X0.79,7.382582378,5.518296993,Cartilagecell_Prg4high(Neonatal-Rib)
4925,X48.80,7.391724088,5.597719097,Cartilagecell_Cxcl14high(Neonatal-Rib)
4926,X36.82,7.594453954,5.859974672,Cartilagecell_Col2a1high(Neonatal-Rib)
4927,X37.84,7.561254823,5.404327582,Cartilagecell_Cluhigh(Neonatal-Rib)
4928,X41.96,7.674132027,5.346513183,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
4929,X14.78,7.682055085,5.885880973,Cartilagecell_Prg4high(Neonatal-Rib)
4930,X1.78,7.714376174,5.956091271,Cartilagecell_Prg4high(Neonatal-Rib)
4931,X34.78,7.71578845,5.809250746,Cartilagecell_Prg4high(Neonatal-Rib)
4932,X27.82,7.739208587,5.994140076,Cartilagecell_Col2a1high(Neonatal-Rib)
4933,X17.85,7.926200925,5.883681607,Cartilagecell_Ppa1high(Neonatal-Rib)
4934,X33.78,7.303981252,5.274538781,Cartilagecell_Prg4high(Neonatal-Rib)
4935,X2.78,7.181017448,5.458178145,Cartilagecell_Prg4high(Neonatal-Rib)
4936,X38.78,7.127379351,5.364999988,Cartilagecell_Prg4high(Neonatal-Rib)
4937,X29.84,7.614161266,5.707335607,Cartilagecell_Cluhigh(Neonatal-Rib)
4938,X4.78,7.046114064,5.372352371,Cartilagecell_Prg4high(Neonatal-Rib)
4939,X3.78,6.974342684,5.408373624,Cartilagecell_Prg4high(Neonatal-Rib)
4940,X9.78,6.890740485,5.454940014,Cartilagecell_Prg4high(Neonatal-Rib)
4941,X30.78,7.043506448,5.457113926,Cartilagecell_Prg4high(Neonatal-Rib)
4942,X46.78,7.097459566,5.296121623,Cartilagecell_Prg4high(Neonatal-Rib)
4943,X45.78,7.235673719,5.373597142,Cartilagecell_Prg4high(Neonatal-Rib)
4944,X5.78,7.02001943,5.543869295,Cartilagecell_Prg4high(Neonatal-Rib)
4945,X12.78,7.225381418,5.594252034,Cartilagecell_Prg4high(Neonatal-Rib)
4946,X6.78,6.964268565,5.421557393,Cartilagecell_Prg4high(Neonatal-Rib)
4947,X48.78,6.935470306,5.389247847,Cartilagecell_Prg4high(Neonatal-Rib)
4948,X7.78,7.618982472,5.820365771,Cartilagecell_Prg4high(Neonatal-Rib)
4949,X47.82,7.879280672,5.978145728,Cartilagecell_Col2a1high(Neonatal-Rib)
4950,X5.84,7.610768334,5.871265522,Cartilagecell_Cluhigh(Neonatal-Rib)
4951,X42.85,7.610780657,5.885800362,Cartilagecell_Ppa1high(Neonatal-Rib)
4952,X8.78,7.525138012,5.842624127,Cartilagecell_Prg4high(Neonatal-Rib)
4953,X14.82,7.652380036,5.976241552,Cartilagecell_Col2a1high(Neonatal-Rib)
4954,X19.85,7.675799934,5.837699287,Cartilagecell_Ppa1high(Neonatal-Rib)
4955,X27.78,6.98076844,5.523138338,Cartilagecell_Prg4high(Neonatal-Rib)
4956,X2.79,6.836616091,5.393713673,Stromalcell_Acta1high(Neonatal-Rib)
4957,X37.78,6.839780763,5.293200436,Cartilagecell_Prg4high(Neonatal-Rib)
4958,X11.78,7.222499155,5.528698678,Cartilagecell_Prg4high(Neonatal-Rib)
4959,X37.82,7.239281293,5.596652199,Cartilagecell_Col2a1high(Neonatal-Rib)
4960,X30.84,7.256810909,5.46256597,Cartilagecell_Cluhigh(Neonatal-Rib)
4961,X23.80,7.673463802,5.721087802,Cartilagecell_Cxcl14high(Neonatal-Rib)
4962,X38.82,7.305218885,5.737405308,Cartilagecell_Col2a1high(Neonatal-Rib)
4963,X13.78,6.981818593,5.461151876,Cartilagecell_Prg4high(Neonatal-Rib)
4964,X26.78,6.970559365,5.4931622,Cartilagecell_Prg4high(Neonatal-Rib)
4965,X0.81,7.583140972,5.853854142,Cartilagecell_Cxcl14high(Neonatal-Rib)
4966,X18.82,7.801906911,5.833322895,Cartilagecell_Col2a1high(Neonatal-Rib)
4967,X2.82,7.553207627,6.045633852,Cartilagecell_Col2a1high(Neonatal-Rib)
4968,X15.78,7.682927748,6.060506284,Cartilagecell_Prg4high(Neonatal-Rib)
4969,X21.82,7.686184019,6.137184939,Cartilagecell_Col2a1high(Neonatal-Rib)
4970,X21.98,7.761028207,6.047292737,Osteoblast(Neonatal-Calvaria)
4971,X4.80,7.779977182,5.149008043,Cartilagecell_Cxcl14high(Neonatal-Rib)
4972,X16.78,7.912046387,4.975662401,Cartilagecell_Prg4high(Neonatal-Rib)
4973,X5.80,7.871847336,5.122312801,Cartilagecell_Cxcl14high(Neonatal-Rib)
4974,X9.80,7.921359076,4.89920305,Cartilagecell_Cxcl14high(Neonatal-Rib)
4975,X38.80,7.678209714,4.97110813,Cartilagecell_Cxcl14high(Neonatal-Rib)
4976,X43.80,7.987741075,4.976094687,Cartilagecell_Cxcl14high(Neonatal-Rib)
4977,X35.78,6.832247986,5.215221771,Cartilagecell_Prg4high(Neonatal-Rib)
4978,X17.78,6.505916319,5.060236619,Cartilagecell_Prg4high(Neonatal-Rib)
4979,X47.78,6.842200282,5.241152231,Cartilagecell_Prg4high(Neonatal-Rib)
4980,X28.86,6.620249734,5.122091451,Stromalcell_Tnmdhigh(Neonatal-Rib)
4981,X43.86,6.359999846,4.969434104,Stromalcell_Tnmdhigh(Neonatal-Rib)
4982,X12.82,7.682368394,4.931072821,Cartilagecell_Col2a1high(Neonatal-Rib)
4983,X18.78,7.728144273,4.929276194,Cartilagecell_Prg4high(Neonatal-Rib)
4984,X0.85,7.693386607,4.927951933,Cartilagecell_Cluhigh(Neonatal-Rib)
4985,X1.84,7.783699443,4.98803726,Cartilagecell_Cluhigh(Neonatal-Rib)
4986,X13.84,7.821008194,5.124823718,Cartilagecell_Cluhigh(Neonatal-Rib)
4987,X35.84,7.78300392,5.072237541,Cartilagecell_Cluhigh(Neonatal-Rib)
4988,X19.78,7.014836135,5.402459241,Cartilagecell_Prg4high(Neonatal-Rib)
4989,X20.78,7.638118247,5.869839851,Cartilagecell_Prg4high(Neonatal-Rib)
4990,X15.80,7.618099719,5.75361206,Cartilagecell_Cxcl14high(Neonatal-Rib)
4991,X22.82,7.788276586,5.833715701,Cartilagecell_Col2a1high(Neonatal-Rib)
4992,X40.82,7.618348375,5.977110842,Cartilagecell_Col2a1high(Neonatal-Rib)
4993,X39.78,6.976765282,5.317736963,Cartilagecell_Prg4high(Neonatal-Rib)
4994,X4.84,7.251276447,5.104643509,Cartilagecell_Cluhigh(Neonatal-Rib)
4995,X28.84,6.868553722,5.24799229,Cartilagecell_Cluhigh(Neonatal-Rib)
4996,X22.78,7.340835977,5.254553006,Cartilagecell_Prg4high(Neonatal-Rib)
4997,X23.78,6.990580817,5.460497843,Cartilagecell_Prg4high(Neonatal-Rib)
4998,X24.78,6.843964328,5.399617755,Cartilagecell_Prg4high(Neonatal-Rib)
4999,X25.78,6.920093033,5.479365672,Cartilagecell_Prg4high(Neonatal-Rib)
5000,X29.96,6.943463667,5.374950324,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5001,X32.78,6.988021966,5.569501586,Cartilagecell_Prg4high(Neonatal-Rib)
5002,X28.78,7.077665937,5.480971357,Cartilagecell_Prg4high(Neonatal-Rib)
5003,X29.78,6.966391783,5.559564035,Cartilagecell_Prg4high(Neonatal-Rib)
5004,X40.78,6.903294152,5.465838016,Cartilagecell_Prg4high(Neonatal-Rib)
5005,X25.84,7.14766248,5.644771885,Cartilagecell_Cluhigh(Neonatal-Rib)
5006,X31.78,7.643413709,5.731603584,Cartilagecell_Prg4high(Neonatal-Rib)
5007,X39.82,7.594649032,5.829161064,Cartilagecell_Col2a1high(Neonatal-Rib)
5008,X34.85,7.905158936,5.76735702,Cartilagecell_Ppa1high(Neonatal-Rib)
5009,X16.82,7.293689023,5.283954508,Cartilagecell_Col2a1high(Neonatal-Rib)
5010,X10.84,7.445443852,5.298531553,Cartilagecell_Cluhigh(Neonatal-Rib)
5011,X10.80,7.821337207,5.965382901,Cartilagecell_Cxcl14high(Neonatal-Rib)
5012,X32.96,7.677764742,5.786782288,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5013,X15.97,7.849128083,5.794924189,Dividngcell(Neonatal-Calvaria)
5014,X36.78,6.944319237,5.385771685,Cartilagecell_Prg4high(Neonatal-Rib)
5015,X43.78,6.900550535,5.309475156,Cartilagecell_Prg4high(Neonatal-Rib)
5016,X1.80,7.702904538,5.783095381,Cartilagecell_Cxcl14high(Neonatal-Rib)
5017,X41.78,7.429248722,5.842091145,Cartilagecell_Prg4high(Neonatal-Rib)
5018,X28.82,7.854384566,6.272902044,Cartilagecell_Col2a1high(Neonatal-Rib)
5019,X42.78,7.215278608,5.401226337,Cartilagecell_Prg4high(Neonatal-Rib)
5020,X0.86,7.700070155,5.485768699,Cartilagecell_Ppa1high(Neonatal-Rib)
5021,X44.78,7.784506868,5.122658776,Cartilagecell_Prg4high(Neonatal-Rib)
5022,X25.80,7.790756077,5.145694061,Cartilagecell_Cxcl14high(Neonatal-Rib)
5023,X24.96,7.320784376,5.330760017,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5024,X49.78,6.890219429,5.416004821,Cartilagecell_Prg4high(Neonatal-Rib)
5025,X4.79,4.692726549,4.999723998,Stromalcell_Acta1high(Neonatal-Rib)
5026,X0.80,4.783264527,4.967621053,Stromalcell_Acta1high(Neonatal-Rib)
5027,X5.79,4.764497985,4.981397673,Stromalcell_Acta1high(Neonatal-Rib)
5028,X12.79,4.737647495,4.964853083,Stromalcell_Acta1high(Neonatal-Rib)
5029,X23.79,4.825788529,4.94461599,Stromalcell_Acta1high(Neonatal-Rib)
5030,X41.79,4.726770601,4.964319595,Stromalcell_Acta1high(Neonatal-Rib)
5031,X18.79,4.096744621,5.268972564,Stromalcell_Acta1high(Neonatal-Rib)
5032,X5.87,4.112214712,5.261731601,Epithelialcell(Neonatal-Muscle)
5033,X16.87,3.86214629,5.252706643,Epithelialcell(Neonatal-Muscle)
5034,X20.79,5.326083695,4.806797595,Stromalcell_Acta1high(Neonatal-Rib)
5035,X3.79,5.723909029,4.794143565,Stromalcell_Acta1high(Neonatal-Rib)
5036,X8.86,5.989765852,4.700161978,Stromalcell_Tnmdhigh(Neonatal-Rib)
5037,X16.86,5.523374995,4.732020247,Stromalcell_Tnmdhigh(Neonatal-Rib)
5038,X20.86,6.05840535,4.819771455,Stromalcell_Tnmdhigh(Neonatal-Rib)
5039,X21.86,6.059314908,4.826447811,Stromalcell_Tnmdhigh(Neonatal-Rib)
5040,X37.79,4.659791241,5.006939147,Stromalcell_Acta1high(Neonatal-Rib)
5041,X41.87,4.695770112,5.015157155,Epithelialcell(Neonatal-Muscle)
5042,X6.79,4.59035369,5.0574929,Stromalcell_Acta1high(Neonatal-Rib)
5043,X30.79,4.941751536,4.898508773,Stromalcell_Acta1high(Neonatal-Rib)
5044,X46.79,4.378497448,5.090762902,Stromalcell_Acta1high(Neonatal-Rib)
5045,X7.79,4.504408286,4.981599766,Stromalcell_Acta1high(Neonatal-Rib)
5046,X0.94,-9.972324971,-3.678352168,Leftventriclecardiomyocyte_Myl2high(Neonatal-Heart)
5047,X8.79,-9.934243407,-3.658439174,Stromalcell_Acta1high(Neonatal-Rib)
5048,X22.93,-9.936633232,-3.662410128,Leftventriclecardiomyocyte_Myl2high(Neonatal-Heart)
5049,X31.93,-9.933152348,-3.658915056,Leftventriclecardiomyocyte_Myl2high(Neonatal-Heart)
5050,X33.93,-9.9082061,-3.677832928,Leftventriclecardiomyocyte_Myl2high(Neonatal-Heart)
5051,X40.93,-9.865991127,-3.634493718,Leftventriclecardiomyocyte_Myl2high(Neonatal-Heart)
5052,X26.79,3.558880243,4.008820011,Stromalcell_Acta1high(Neonatal-Rib)
5053,X9.79,2.173722607,4.768280407,Stromalcell_Acta1high(Neonatal-Rib)
5054,X21.88,1.819665023,5.002768229,Mesenchymalcell(Neonatal-Muscle)
5055,X39.88,2.48571489,4.498898109,Mesenchymalcell(Neonatal-Muscle)
5056,X45.88,1.670034968,4.998972423,Mesenchymalcell(Neonatal-Muscle)
5057,X10.79,4.949561869,4.882853094,Stromalcell_Acta1high(Neonatal-Rib)
5058,X49.79,4.965359209,4.883867264,Stromalcell_Acta1high(Neonatal-Rib)
5059,X21.79,4.093681401,5.282004092,Stromalcell_Acta1high(Neonatal-Rib)
5060,X11.79,3.793371974,5.314775989,Stromalcell_Acta1high(Neonatal-Rib)
5061,X25.79,3.780077968,5.348201316,Stromalcell_Acta1high(Neonatal-Rib)
5062,X25.87,3.877497762,5.342802342,Epithelialcell(Neonatal-Muscle)
5063,X47.79,4.625889656,4.908914669,Stromalcell_Acta1high(Neonatal-Rib)
5064,X13.79,6.001510384,4.701968587,Stromalcell_Acta1high(Neonatal-Rib)
5065,X5.86,5.969405971,4.668944802,Stromalcell_Tnmdhigh(Neonatal-Rib)
5066,X24.86,5.88502835,4.693265737,Stromalcell_Tnmdhigh(Neonatal-Rib)
5067,X14.79,3.398563447,5.311685449,Stromalcell_Acta1high(Neonatal-Rib)
5068,X15.79,4.629068761,4.927141255,Stromalcell_Acta1high(Neonatal-Rib)
5069,X34.87,4.219186867,4.968875545,Epithelialcell(Neonatal-Muscle)
5070,X17.79,3.637585864,5.469494696,Stromalcell_Acta1high(Neonatal-Rib)
5071,X16.79,3.918739678,5.221969439,Stromalcell_Acta1high(Neonatal-Rib)
5072,X41.89,3.405781066,5.368628541,Stromalcell_Ndnhigh(Neonatal-Muscle)
5073,X11.89,3.61209116,5.510173935,Stromalcell_Ndnhigh(Neonatal-Muscle)
5074,X22.89,3.619999815,5.472820431,Stromalcell_Ndnhigh(Neonatal-Muscle)
5075,X24.89,3.416031354,5.400878526,Stromalcell_Ndnhigh(Neonatal-Muscle)
5076,X31.89,3.583740432,5.458184053,Stromalcell_Ndnhigh(Neonatal-Muscle)
5077,X19.79,4.966232977,4.905514293,Stromalcell_Acta1high(Neonatal-Rib)
5078,X7.86,5.637506171,4.691616615,Stromalcell_Tnmdhigh(Neonatal-Rib)
5079,X48.86,5.376952649,4.746572441,Stromalcell_Tnmdhigh(Neonatal-Rib)
5080,X17.87,4.090177186,5.210670129,Epithelialcell(Neonatal-Muscle)
5081,X29.87,4.143165165,5.26458254,Epithelialcell(Neonatal-Muscle)
5082,X46.87,4.162446141,5.10776122,Epithelialcell(Neonatal-Muscle)
5083,X42.79,5.733042218,4.633686535,Stromalcell_Acta1high(Neonatal-Rib)
5084,X13.86,5.979792007,4.578845216,Stromalcell_Tnmdhigh(Neonatal-Rib)
5085,X33.86,5.928724856,4.660169743,Stromalcell_Tnmdhigh(Neonatal-Rib)
5086,X24.79,4.69469865,4.997538527,Stromalcell_Acta1high(Neonatal-Rib)
5087,X9.92,3.706530797,4.011265509,Stromalcell_Col3a1high(Neonatal-Heart)
5088,X23.92,3.68369071,3.973921805,Stromalcell_Col3a1high(Neonatal-Heart)
5089,X24.92,3.684420445,3.97256733,Stromalcell_Col3a1high(Neonatal-Heart)
5090,X43.92,3.787570026,3.793566913,Stromalcell_Col3a1high(Neonatal-Heart)
5091,X32.95,3.663535823,4.002910792,Stromalcell_Fmodhigh(Neonatal-Heart)
5092,X27.79,3.408140511,4.897498583,Stromalcell_Acta1high(Neonatal-Rib)
5093,X31.79,3.575870525,4.81317467,Stromalcell_Acta1high(Neonatal-Rib)
5094,X6.86,5.340461598,4.701957898,Stromalcell_Tnmdhigh(Neonatal-Rib)
5095,X14.86,5.432377978,4.698951931,Stromalcell_Tnmdhigh(Neonatal-Rib)
5096,X29.79,5.592752005,4.743090471,Stromalcell_Acta1high(Neonatal-Rib)
5097,X39.86,6.037550955,4.779688477,Stromalcell_Tnmdhigh(Neonatal-Rib)
5098,X46.95,3.443195526,4.636398496,Stromalcell_Fmodhigh(Neonatal-Heart)
5099,X32.79,7.366190906,5.731420756,Stromalcell_Acta1high(Neonatal-Rib)
5100,X14.84,7.601963846,5.857497076,Cartilagecell_Cluhigh(Neonatal-Rib)
5101,X4.98,7.483466229,5.988036666,Osteoblast(Neonatal-Calvaria)
5102,X33.79,3.807958552,5.44725609,Stromalcell_Acta1high(Neonatal-Rib)
5103,X34.79,3.869643741,5.136801791,Stromalcell_Acta1high(Neonatal-Rib)
5104,X8.87,3.81711194,5.258723782,Epithelialcell(Neonatal-Muscle)
5105,X26.87,3.850698642,5.15360945,Epithelialcell(Neonatal-Muscle)
5106,X40.87,4.080947617,5.042850716,Epithelialcell(Neonatal-Muscle)
5107,X36.79,4.63827227,4.962423172,Stromalcell_Acta1high(Neonatal-Rib)
5108,X38.79,4.098142205,5.147621082,Stromalcell_Acta1high(Neonatal-Rib)
5109,X49.87,4.152619376,5.098886508,Epithelialcell(Neonatal-Muscle)
5110,X39.79,5.029009732,4.888914172,Stromalcell_Acta1high(Neonatal-Rib)
5111,X40.79,4.801081544,4.987862171,Stromalcell_Acta1high(Neonatal-Rib)
5112,X43.79,4.841861979,4.966583221,Stromalcell_Acta1high(Neonatal-Rib)
5113,X44.79,4.31058216,5.074684784,Stromalcell_Acta1high(Neonatal-Rib)
5114,X9.89,3.862992279,5.199105797,Stromalcell_Ndnhigh(Neonatal-Muscle)
5115,X45.79,5.00979329,4.860699579,Stromalcell_Acta1high(Neonatal-Rib)
5116,X48.79,5.274242712,4.794123937,Stromalcell_Acta1high(Neonatal-Rib)
5117,X17.86,4.994333498,4.86507619,Stromalcell_Tnmdhigh(Neonatal-Rib)
5118,X18.80,8.060700918,5.654921732,Cartilagecell_Cxcl14high(Neonatal-Rib)
5119,X39.80,7.666480622,5.838238132,Cartilagecell_Cxcl14high(Neonatal-Rib)
5120,X15.85,7.861624578,5.80522865,Cartilagecell_Ppa1high(Neonatal-Rib)
5121,X46.85,7.734208147,5.781872709,Cartilagecell_Ppa1high(Neonatal-Rib)
5122,X2.80,7.641465825,5.124510388,Cartilagecell_Cxcl14high(Neonatal-Rib)
5123,X36.80,7.803216217,4.960415182,Cartilagecell_Cxcl14high(Neonatal-Rib)
5124,X39.84,7.685606084,5.009792739,Cartilagecell_Cluhigh(Neonatal-Rib)
5125,X3.80,7.792898016,4.988710333,Cartilagecell_Cxcl14high(Neonatal-Rib)
5126,X19.80,7.849483732,4.966721578,Cartilagecell_Cxcl14high(Neonatal-Rib)
5127,X26.84,7.683656696,5.064944053,Cartilagecell_Cluhigh(Neonatal-Rib)
5128,X33.96,7.779358028,5.224597376,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5129,X43.96,7.848204499,5.314388411,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5130,X41.85,8.020147942,5.330600793,Cartilagecell_Ppa1high(Neonatal-Rib)
5131,X17.80,7.824365674,5.63520804,Cartilagecell_Cxcl14high(Neonatal-Rib)
5132,X6.80,7.81039914,5.350989274,Cartilagecell_Cxcl14high(Neonatal-Rib)
5133,X39.97,7.945642119,5.54681504,Dividngcell(Neonatal-Calvaria)
5134,X7.80,8.137450087,5.294794911,Cartilagecell_Cxcl14high(Neonatal-Rib)
5135,X22.80,8.132026777,5.219826826,Cartilagecell_Cxcl14high(Neonatal-Rib)
5136,X27.80,8.085433716,5.185029021,Cartilagecell_Cxcl14high(Neonatal-Rib)
5137,X6.82,8.131398767,5.543815562,Cartilagecell_Col2a1high(Neonatal-Rib)
5138,X8.80,7.691210619,5.925838638,Cartilagecell_Cxcl14high(Neonatal-Rib)
5139,X27.85,7.872649405,5.880681068,Cartilagecell_Ppa1high(Neonatal-Rib)
5140,X16.80,7.958170243,5.864361029,Cartilagecell_Cxcl14high(Neonatal-Rib)
5141,X49.82,7.764364409,6.015281423,Cartilagecell_Col2a1high(Neonatal-Rib)
5142,X48.85,8.039437005,6.00032813,Cartilagecell_Ppa1high(Neonatal-Rib)
5143,X11.80,7.506476228,5.655273472,Cartilagecell_Cxcl14high(Neonatal-Rib)
5144,X12.80,7.998129451,5.528353834,Cartilagecell_Cxcl14high(Neonatal-Rib)
5145,X30.80,8.043640717,5.525892821,Cartilagecell_Cxcl14high(Neonatal-Rib)
5146,X46.80,7.893703073,5.534205231,Cartilagecell_Cxcl14high(Neonatal-Rib)
5147,X37.85,8.105407179,5.825996247,Cartilagecell_Ppa1high(Neonatal-Rib)
5148,X13.80,7.541235933,5.141313544,Cartilagecell_Cxcl14high(Neonatal-Rib)
5149,X30.96,7.561750047,5.239862224,Preosteoblast/Osteoblast/Bonecell/Cartilagecell(Neonatal-Calvaria)
5150,X14.80,7.883400975,5.697448852,Cartilagecell_Cxcl14high(Neonatal-Rib)
5151,X43.85,7.982289772,5.745234633,Cartilagecell_Ppa1high(Neonatal-Rib)
5152,X49.80,8.100355591,5.831362709,Cartilagecell_Cxcl14high(Neonatal-Rib)
5153,X19.82,8.119060167,5.960560053,Cartilagecell_Col2a1high(Neonatal-Rib)
5154,X9.84,7.829800992,4.89406603,Cartilagecell_Cluhigh(Neonatal-Rib)
5155,X12.84,7.856852216,4.942662961,Cartilagecell_Cluhigh(Neonatal-Rib)
5156,X20.80,8.058747177,5.582194844,Cartilagecell_Cxcl14high(Neonatal-Rib)
5157,X1.99,8.025825616,5.223652291,Musclecell_Junbhigh(Neonatal-Calvaria)
5158,X21.80,7.672846278,5.077938532,Cartilagecell_Cxcl14high(Neonatal-Rib)
5159,X47.80,8.114496008,5.27260545,Cartilagecell_Cxcl14high(Neonatal-Rib)
5160,X17.82,7.751289387,5.793435161,Cartilagecell_Col2a1high(Neonatal-Rib)
5161,X24.80,7.823770938,5.490152795,Cartilagecell_Cxcl14high(Neonatal-Rib)
5162,X6.84,7.683151562,5.120788104,Cartilagecell_Cluhigh(Neonatal-Rib)
5163,X26.80,8.002878479,5.31641689,Cartilagecell_Cxcl14high(Neonatal-Rib)
5164,X28.80,8.067369385,6.034890209,Cartilagecell_Cxcl14high(Neonatal-Rib)
5165,X26.85,8.043680741,6.05613344,Cartilagecell_Ppa1high(Neonatal-Rib)
5166,X29.80,7.836739946,5.501191479,Cartilagecell_Cxcl14high(Neonatal-Rib)
5167,X45.80,7.989033871,5.403587176,Cartilagecell_Cxcl14high(Neonatal-Rib)
5168,X31.80,7.694009408,5.897901462,Cartilagecell_Cxcl14high(Neonatal-Rib)
5169,X35.80,7.804639318,5.834946919,Cartilagecell_Cxcl14high(Neonatal-Rib)
5170,X23.82,7.788151706,5.977156176,Cartilagecell_Col2a1high(Neonatal-Rib)
5171,X33.80,7.87979178,4.814652618,Cartilagecell_Cxcl14high(Neonatal-Rib)
5172,X34.80,7.981196913,5.054967571,Cartilagecell_Cxcl14high(Neonatal-Rib)
5173,X37.80,8.010443174,5.060356235,Cartilagecell_Cxcl14high(Neonatal-Rib)
5174,X37.98,7.994231759,5.082994267,Osteoblast(Neonatal-Calvaria)
5175,X3.84,8.019054455,5.30523576,Cartilagecell_Cluhigh(Neonatal-Rib)
5176,X8.99,7.978214071,4.962416099,Musclecell_Junbhigh(Neonatal-Calvaria)
5177,X18.84,7.641893124,4.929854211,Cartilagecell_Cluhigh(Neonatal-Rib)
5178,X49.84,7.413107703,5.050957565,Cartilagecell_Cluhigh(Neonatal-Rib)
5179,X15.98,7.700078609,5.098960045,Osteoblast(Neonatal-Calvaria)
5180,X40.80,7.770954797,5.815361494,Cartilagecell_Cxcl14high(Neonatal-Rib)
5181,X41.80,8.135048716,5.185558901,Cartilagecell_Cxcl14high(Neonatal-Rib)
5182,X5.99,8.131389033,5.5398449,Musclecell_Junbhigh(Neonatal-Calvaria)
5183,X44.80,7.738208497,5.486787132,Cartilagecell_Cxcl14high(Neonatal-Rib)
5184,X32.85,8.166150849,5.572271816,Cartilagecell_Ppa1high(Neonatal-Rib)
5185,X0.82,7.914581368,2.17888236,Neutrophil(Neonatal-Rib)
5186,X18.81,7.967606837,2.339782142,Neutrophil(Neonatal-Rib)
5187,X41.81,7.949971223,2.38525713,Neutrophil(Neonatal-Rib)
5188,X34.106,7.827545832,2.032259013,Neutrophil(Bone_Marrow_Mesenchyme)
5189,X48.194,7.913904209,2.058107567,Neutrophil_Ltfhigh(Bone-Marrow_c-kit)
5190,X1.81,7.915104904,2.183324418,Neutrophil(Neonatal-Rib)
5191,X46.81,8.016284531,2.522840637,Neutrophil(Neonatal-Rib)
5192,X33.194,7.92545934,1.814182774,Neutrophil_Ltfhigh(Bone-Marrow_c-kit)
5193,X8.81,8.062639997,2.658398277,Neutrophil(Neonatal-Rib)
5194,X2.81,8.066807348,2.695346358,Neutrophil(Neonatal-Rib)
5195,X12.81,8.093021929,2.716526841,Neutrophil(Neonatal-Rib)
5196,X32.81,8.08722681,2.790019994,Neutrophil(Neonatal-Rib)
5197,X35.81,8.052169691,2.769127713,Neutrophil(Neonatal-Rib)
5198,X40.81,8.057333126,2.67146977,Neutrophil(Neonatal-Rib)
