,0,1,
405,-48.355175,19.580969,Human-Ex Neuron
406,-48.322926,19.349371,Human-Ex Neuron
407,-48.491535,19.176716,Human-Ex Neuron
408,-49.033722,19.020432,Human-Ex Neuron
409,-48.537296,18.8285,Human-Ex Neuron
410,-49.16523,18.734371,Human-Ex Neuron
411,-48.53435,18.460304,Human-Ex Neuron
412,-48.696175,18.305853,Human-Ex Neuron
413,-48.72137,18.11902,Human-Ex Neuron
414,-48.99472,18.002523,Human-Ex Neuron
415,-49.345806,17.930004,Human-Ex Neuron
416,-48.816494,17.527065,Human-Ex Neuron
417,-49.02616,17.418856,Human-Ex Neuron
418,-49.518948,17.4835,Human-Ex Neuron
419,-49.827858,17.437353,Human-Ex Neuron
420,-49.301025,16.96268,Human-Ex Neuron
421,-49.644165,16.963678,Human-Ex Neuron
422,-49.2654,16.519875,Human-Ex Neuron
423,-49.521164,16.465227,Human-Ex Neuron
424,-49.662754,16.361303,Human-Ex Neuron
425,-49.618282,16.12611,Human-Ex Neuron
426,-49.87097,16.081709,Human-Ex Neuron
427,-50.099884,15.99348,Human-Ex Neuron
428,-50.114544,15.829063,Human-Ex Neuron
429,-50.41843,15.835558,Human-Ex Neuron
430,-50.626083,15.803974,Human-Ex Neuron
431,-50.25386,15.073139,Human-Ex Neuron
432,-50.75617,15.520367,Human-Ex Neuron
433,-50.62777,15.023463,Human-Ex Neuron
434,-51.041897,15.340208,Human-Ex Neuron
435,-50.81436,14.445554,Human-Ex Neuron
436,-51.117023,14.805499,Human-Ex Neuron
437,-52.192318,16.523682,Human-Ex Neuron
438,-51.13901,14.004986,Human-Ex Neuron
439,-51.17147,13.73474,Human-Ex Neuron
440,-51.520496,14.039696,Human-Ex Neuron
441,-52.031353,14.74586,Human-Ex Neuron
442,-51.89769,14.02671,Human-Ex Neuron
443,-52.144855,14.119166,Human-Ex Neuron
444,-51.769855,13.131219,Human-Ex Neuron
445,-52.223408,13.453281,Human-Ex Neuron
446,-52.541332,13.966219,Human-Ex Neuron
447,-52.661045,13.953926,Human-Ex Neuron
448,-52.438305,12.883563,Human-Ex Neuron
449,-52.80544,13.125498,Human-Ex Neuron
450,-52.92796,12.980827,Human-Ex Neuron
451,-52.991028,12.771884,Human-Ex Neuron
452,-53.04613,12.616809,Human-Ex Neuron
453,-53.474865,12.800975,Human-Ex Neuron
454,-53.270557,12.419484,Human-Ex Neuron
455,-53.415787,12.366279,Human-Ex Neuron
456,-53.769745,12.359549,Human-Ex Neuron
457,-53.992886,12.257851,Human-Ex Neuron
458,-54.01389,12.104497,Human-Ex Neuron
459,-54.196674,12.057343,Human-Ex Neuron
460,-54.27464,11.974463,Human-Ex Neuron
461,-54.516693,11.869728,Human-Ex Neuron
462,-54.707554,11.768736,Human-Ex Neuron
463,-54.85357,11.704516,Human-Ex Neuron
464,-55.0901,11.425604,Human-Ex Neuron
465,-55.20225,11.490135,Human-Ex Neuron
466,-55.31295,11.341827,Human-Ex Neuron
467,-55.596962,11.420605,Human-Ex Neuron
468,-55.551266,11.226341,Human-Ex Neuron
469,-55.905132,11.221138,Human-Ex Neuron
470,-56.19283,11.113353,Human-Ex Neuron
471,-55.797222,10.949209,Human-Ex Neuron
472,-56.651024,10.942881,Human-Ex Neuron
473,-56.785366,10.87264,Human-Ex Neuron
474,-56.91675,10.7963085,Human-Ex Neuron
475,-57.218113,10.862169,Human-Ex Neuron
476,-57.24016,10.665292,Human-Ex Neuron
477,-57.359993,10.576077,Human-Ex Neuron
478,-57.690605,10.867442,Human-Ex Neuron
479,-57.727192,10.438978,Human-Ex Neuron
480,-57.9009,10.345185,Human-Ex Neuron
481,-58.071823,10.387399,Human-Ex Neuron
482,-58.2274,10.362525,Human-Ex Neuron
483,-58.41823,10.186204,Human-Ex Neuron
484,-58.618015,10.629094,Human-Ex Neuron
485,-58.7358,10.204746,Human-Ex Neuron
486,-58.947277,9.879879,Human-Ex Neuron
487,-59.090267,10.170881,Human-Ex Neuron
488,-59.30297,9.784227,Human-Ex Neuron
489,-59.459137,10.368421,Human-Ex Neuron
490,-59.73492,9.325796,Human-Ex Neuron
491,-59.78615,10.31529,Human-Ex Neuron
492,-60.00003,9.72815,Human-Ex Neuron
493,-60.17686,9.904668,Human-Ex Neuron
494,-60.350727,10.034644,Human-Ex Neuron
495,-60.503277,10.05055,Human-Ex Neuron
496,-60.726246,9.006675,Human-Ex Neuron
497,-60.918983,9.647801,Human-Ex Neuron
498,-61.090347,9.410794,Human-Ex Neuron
499,-61.237644,9.828427,Human-Ex Neuron
500,-61.4129,9.767956,Human-Ex Neuron
501,-61.632095,9.270844,Human-Ex Neuron
502,-61.83251,9.374503,Human-Ex Neuron
503,-61.986824,10.006918,Human-Ex Neuron
504,-62.104378,9.173803,Human-Ex Neuron
505,-62.31947,9.245892,Human-Ex Neuron
506,-62.55429,9.462768,Human-Ex Neuron
507,-62.70726,9.380646,Human-Ex Neuron
508,-62.910496,9.407574,Human-Ex Neuron
509,-63.07264,9.24844,Human-Ex Neuron
510,-63.27162,9.235814,Human-Ex Neuron
511,-63.463123,9.412955,Human-Ex Neuron
512,-63.62073,9.206395,Human-Ex Neuron
513,-63.778366,9.146503,Human-Ex Neuron
514,-63.955643,9.07577,Human-Ex Neuron
515,-64.12991,9.058675,Human-Ex Neuron
516,-64.542175,9.501618,Human-Ex Neuron
517,-64.51622,9.064485,Human-Ex Neuron
518,-64.63843,8.901153,Human-Ex Neuron
519,-64.92802,9.123815,Human-Ex Neuron
520,-64.943436,8.707322,Human-Ex Neuron
521,-65.3585,9.213767,Human-Ex Neuron
522,-65.41367,8.928513,Human-Ex Neuron
523,-65.75877,9.325145,Human-Ex Neuron
524,-65.732346,8.698294,Human-Ex Neuron
525,-65.96063,8.709832,Human-Ex Neuron
526,-66.203705,8.891524,Human-Ex Neuron
527,-66.36065,9.081761,Human-Ex Neuron
528,-66.53544,9.160447,Human-Ex Neuron
529,-66.7627,8.381586,Human-Ex Neuron
530,-66.87673,8.927044,Human-Ex Neuron
531,-67.09461,8.492319,Human-Ex Neuron
532,-67.283554,8.50186,Human-Ex Neuron
533,-67.49505,8.248169,Human-Ex Neuron
534,-67.589455,9.099,Human-Ex Neuron
535,-67.80282,8.873523,Human-Ex Neuron
536,-67.979126,8.174431,Human-Ex Neuron
537,-68.19592,8.424216,Human-Ex Neuron
538,-68.321724,8.045111,Human-Ex Neuron
539,-68.514946,8.143493,Human-Ex Neuron
540,-68.749214,8.8006,Human-Ex Neuron
541,-68.93445,8.469986,Human-Ex Neuron
542,-69.08763,8.215971,Human-Ex Neuron
543,-69.230705,7.974474,Human-Ex Neuron
544,-69.44802,8.175809,Human-Ex Neuron
545,-69.61236,8.041088,Human-Ex Neuron
546,-69.79743,8.509323,Human-Ex Neuron
547,-69.934975,7.6996465,Human-Ex Neuron
548,-70.141655,7.9442873,Human-Ex Neuron
549,-70.28885,7.6834116,Human-Ex Neuron
550,-70.502365,7.9161463,Human-Ex Neuron
551,-70.74071,8.098307,Human-Ex Neuron
552,-70.8766,7.6218224,Human-Ex Neuron
553,-71.0381,7.534979,Human-Ex Neuron
554,-71.15374,7.437707,Human-Ex Neuron
555,-71.39498,7.498336,Human-Ex Neuron
556,-71.59122,7.465193,Human-Ex Neuron
557,-71.772026,7.388092,Human-Ex Neuron
558,-71.926994,7.290837,Human-Ex Neuron
559,-72.116325,7.249297,Human-Ex Neuron
560,-72.25283,7.1475744,Human-Ex Neuron
561,-72.469864,7.1190925,Human-Ex Neuron
562,-72.615486,7.0211525,Human-Ex Neuron
563,-72.78626,6.9322495,Human-Ex Neuron
564,-72.95416,6.8984714,Human-Ex Neuron
565,-73.11374,6.7736206,Human-Ex Neuron
566,-73.31604,6.829085,Human-Ex Neuron
567,-73.486145,6.5938387,Human-Ex Neuron
568,-73.62329,6.524568,Human-Ex Neuron
569,-73.809395,6.464159,Human-Ex Neuron
570,-73.95542,6.321341,Human-Ex Neuron
571,-74.148636,6.326036,Human-Ex Neuron
572,-74.294495,6.2355533,Human-Ex Neuron
573,-74.63417,6.571886,Human-Ex Neuron
574,-74.63787,5.969013,Human-Ex Neuron
575,-74.782555,5.7741714,Human-Ex Neuron
576,-74.97637,5.847128,Human-Ex Neuron
577,-75.076904,5.5871224,Human-Ex Neuron
578,-75.34295,5.6902795,Human-Ex Neuron
579,-75.69057,5.8458104,Human-Ex Neuron
