,X.comp1,Y.comp1,
1533,-56.72157478,-1.630167162,Mouse-Forebrain
1534,-58.77791307,-1.630167162,Mouse-Forebrain
1535,-60.07051566,-1.630167162,Mouse-Forebrain
1536,-55.04541198,-1.630167162,Mouse-Forebrain
1537,-60.55382262,-1.630167162,Mouse-Forebrain
1538,-58.64608448,-1.630167162,Mouse-Forebrain
1539,-61.61647517,-1.630167162,Mouse-Forebrain
1540,-60.82428439,-1.630167162,Mouse-Forebrain
1541,-54.69238207,-1.630167162,Mouse-Forebrain
1542,-59.93035284,-1.630167162,Mouse-Forebrain
1543,-60.77798097,-1.630167162,Mouse-Forebrain
1544,-59.51145343,-1.630167162,Mouse-Forebrain
1545,-60.5312607,-1.630167162,Mouse-Forebrain
1546,-59.58634568,-1.630167162,Mouse-Forebrain
1547,-59.97700082,-1.630167162,Mouse-Forebrain
1548,-59.83156781,-1.630167162,Mouse-Forebrain
1549,-59.29612299,-1.630167162,Mouse-Forebrain
1550,-60.3056871,-1.630167162,Mouse-Forebrain
1551,-59.32567593,-1.630167162,Mouse-Forebrain
1552,-60.69572746,-1.630167162,Mouse-Forebrain
1553,-59.24270445,-1.630167162,Mouse-Forebrain
1554,-58.75634567,-1.630167162,Mouse-Forebrain
1555,-60.41907968,-1.630167162,Mouse-Forebrain
1556,-59.3700622,-1.630167162,Mouse-Forebrain
1557,-60.19175779,-1.630167162,Mouse-Forebrain
1558,-57.59685403,-1.630167162,Mouse-Forebrain
1559,-60.53553954,-1.630167162,Mouse-Forebrain
1560,-60.53202614,-1.630167162,Mouse-Forebrain
1561,-58.44883704,-1.630167162,Mouse-Forebrain
1562,-60.23053735,-1.630167162,Mouse-Forebrain
1563,-60.90725295,-1.630167162,Mouse-Forebrain
1564,-59.33065259,-1.630167162,Mouse-Forebrain
1565,-59.3107936,-1.630167162,Mouse-Forebrain
1566,-58.91457185,-1.630167162,Mouse-Forebrain
1567,-57.3476966,-1.630167162,Mouse-Forebrain
1568,-59.7046568,-1.630167162,Mouse-Forebrain
1569,-60.04004554,-1.630167162,Mouse-Forebrain
1570,-60.46893212,-1.630167162,Mouse-Forebrain
1571,-59.78179772,-1.630167162,Mouse-Forebrain
1572,-60.44214767,-1.630167162,Mouse-Forebrain
1573,-59.39524553,-1.630167162,Mouse-Forebrain
1574,-59.46697999,-1.630167162,Mouse-Forebrain
1575,-60.64161108,-1.630167162,Mouse-Forebrain
1576,-59.72459607,-1.630167162,Mouse-Forebrain
1577,-60.71205645,-1.630167162,Mouse-Forebrain
1578,-59.35663837,-1.630167162,Mouse-Forebrain
1579,-60.85597139,-1.630167162,Mouse-Forebrain
1580,-60.4338215,-1.630167162,Mouse-Forebrain
1581,-62.10627032,-1.630167162,Mouse-Forebrain
1582,-60.3896837,-1.630167162,Mouse-Forebrain
1583,-59.8677569,-1.630167162,Mouse-Forebrain
1584,-60.34830588,-1.630167162,Mouse-Forebrain
1585,-61.03701031,-1.630167162,Mouse-Forebrain
1586,-60.23893915,-1.630167162,Mouse-Forebrain
1587,-59.94532724,-1.630167162,Mouse-Forebrain
1588,-60.42853095,-1.630167162,Mouse-Forebrain
1589,-60.88009463,-1.630167162,Mouse-Forebrain
1590,-60.18216958,-1.630167162,Mouse-Forebrain
1591,-58.98263387,-1.630167162,Mouse-Forebrain
1592,-60.87481439,-1.630167162,Mouse-Forebrain
1593,-59.15373377,-1.630167162,Mouse-Forebrain
1594,-61.15881384,-1.630167162,Mouse-Forebrain
1595,-59.43761865,-1.630167162,Mouse-Forebrain
1596,-58.21803531,-1.630167162,Mouse-Forebrain
1597,-61.11598199,-1.630167162,Mouse-Forebrain
1598,-58.68814617,-1.630167162,Mouse-Forebrain
1599,-60.2977678,-1.630167162,Mouse-Forebrain
1600,-60.22168394,-1.630167162,Mouse-Forebrain
1601,-60.59216791,-1.630167162,Mouse-Forebrain
1602,-60.741925,-1.630167162,Mouse-Forebrain
1603,-61.22187514,-1.630167162,Mouse-Forebrain
1604,-60.26563218,-1.630167162,Mouse-Forebrain
1605,-60.76138082,-1.630167162,Mouse-Forebrain
1606,-60.804454,-1.630167162,Mouse-Forebrain
1607,-60.558324,-1.630167162,Mouse-Forebrain
1608,-60.01031084,-1.630167162,Mouse-Forebrain
1609,-60.49360755,-1.630167162,Mouse-Forebrain
1610,-59.61188082,-1.630167162,Mouse-Forebrain
1611,-60.64566262,-1.630167162,Mouse-Forebrain
1612,-59.91702993,-1.630167162,Mouse-Forebrain
1613,-60.01265416,-1.630167162,Mouse-Forebrain
1614,-60.35536056,-1.630167162,Mouse-Forebrain
1615,-61.53548725,-1.630167162,Mouse-Forebrain
1616,-61.55488298,-1.630167162,Mouse-Forebrain
1617,-60.7134463,-1.630167162,Mouse-Forebrain
1618,-59.3463031,-1.630167162,Mouse-Forebrain
1619,-59.42980135,-1.630167162,Mouse-Forebrain
1620,-60.03560949,-1.630167162,Mouse-Forebrain
1621,-59.72050323,-1.630167162,Mouse-Forebrain
1622,-59.96977789,-1.630167162,Mouse-Forebrain
1623,-60.01921729,-1.630167162,Mouse-Forebrain
1624,-60.824301,-1.630167162,Mouse-Forebrain
1625,-60.07678988,-1.630167162,Mouse-Forebrain
1626,-60.93983868,-1.630167162,Mouse-Forebrain
1627,-60.17918411,-1.630167162,Mouse-Forebrain
1628,-58.68232403,-1.630167162,Mouse-Forebrain
1629,-60.40000412,-1.630167162,Mouse-Forebrain
1630,-56.91314075,-1.630167162,Mouse-Forebrain
1631,-59.41973246,-1.630167162,Mouse-Forebrain
1632,-58.47540257,-1.630167162,Mouse-Forebrain
1633,-59.66172207,-1.630167162,Mouse-Forebrain
1634,-59.49331669,-1.630167162,Mouse-Forebrain
1635,-60.44643965,-1.630167162,Mouse-Forebrain
1636,-60.73148066,-1.630167162,Mouse-Forebrain
1637,-58.82752125,-1.630167162,Mouse-Forebrain
1638,-60.22204777,-1.630167162,Mouse-Forebrain
1639,-60.04909345,-1.630167162,Mouse-Forebrain
1640,-59.65962324,-1.630167162,Mouse-Forebrain
1641,-60.14549165,-1.630167162,Mouse-Forebrain
1642,-59.29982696,-1.630167162,Mouse-Forebrain
1643,-59.79973669,-1.630167162,Mouse-Forebrain
1644,-61.76424525,-1.630167162,Mouse-Forebrain
1645,-60.30963264,-1.630167162,Mouse-Forebrain
1646,-59.38623608,-1.630167162,Mouse-Forebrain
1647,-59.45231311,-1.630167162,Mouse-Forebrain
1648,-59.27583102,-1.630167162,Mouse-Forebrain
1649,-59.73933939,-1.630167162,Mouse-Forebrain
1650,-60.42747319,-1.630167162,Mouse-Forebrain
1651,-59.39488287,-1.630167162,Mouse-Forebrain
1652,-60.48794864,-1.630167162,Mouse-Forebrain
1653,-60.93493649,-1.630167162,Mouse-Forebrain
1654,-60.73849574,-1.630167162,Mouse-Forebrain
1655,-59.75188479,-1.630167162,Mouse-Forebrain
1656,-61.30921348,-1.630167162,Mouse-Forebrain
1657,-60.3898389,-1.630167162,Mouse-Forebrain
1658,-60.06563239,-1.630167162,Mouse-Forebrain
1659,-60.03546539,-1.630167162,Mouse-Forebrain
1660,-60.4983502,-1.630167162,Mouse-Forebrain
1661,-57.38841684,-1.630167162,Mouse-Forebrain
1662,-59.10881108,-1.630167162,Mouse-Forebrain
1663,-56.85739878,-1.630167162,Mouse-Forebrain
1664,-61.89229363,-1.630167162,Mouse-Forebrain
1665,-55.50245091,-1.630167162,Mouse-Forebrain
1666,-61.28375332,-1.630167162,Mouse-Forebrain
1667,-60.91312652,-1.630167162,Mouse-Forebrain
1668,-50.0410618,-1.630167162,Mouse-Forebrain
1669,-57.16615949,-1.630167162,Mouse-Forebrain
1670,-59.34787724,-1.630167162,Mouse-Forebrain
1671,-60.50674662,-1.630167162,Mouse-Forebrain
1672,-59.96906703,-1.630167162,Mouse-Forebrain
1673,-60.63181624,-1.630167162,Mouse-Forebrain
1674,-60.77690559,-1.630167162,Mouse-Forebrain
1675,-59.34527982,-1.630167162,Mouse-Forebrain
1676,-58.45892817,-1.630167162,Mouse-Forebrain
1677,-58.8282611,-1.630167162,Mouse-Forebrain
1678,-59.45211153,-1.630167162,Mouse-Forebrain
1679,-59.65219173,-1.630167162,Mouse-Forebrain
1680,-58.22281278,-1.630167162,Mouse-Forebrain
1681,-60.72146186,-1.630167162,Mouse-Forebrain
1682,-60.22081226,-1.630167162,Mouse-Forebrain
1683,-59.67728905,-1.630167162,Mouse-Forebrain
1684,-62.26390057,-1.630167162,Mouse-Forebrain
1685,-57.95661616,-1.630167162,Mouse-Forebrain
1686,-60.26718206,-1.630167162,Mouse-Forebrain
1687,-60.28029425,-1.630167162,Mouse-Forebrain
1688,-56.54184814,-1.630167162,Mouse-Forebrain
1689,-59.99414298,-1.630167162,Mouse-Forebrain
1690,-59.73230874,-1.630167162,Mouse-Forebrain
1691,-57.99353622,-1.630167162,Mouse-Forebrain
1692,-56.67032126,-1.630167162,Mouse-Forebrain
1693,-61.87795912,-1.630167162,Mouse-Forebrain
1694,-60.74891512,-1.630167162,Mouse-Forebrain
1695,-60.23398784,-1.630167162,Mouse-Forebrain
1696,-59.89529904,-1.630167162,Mouse-Forebrain
1697,-60.37013739,-1.630167162,Mouse-Forebrain
1698,-60.64367364,-1.630167162,Mouse-Forebrain
1699,-59.55280106,-1.630167162,Mouse-Forebrain
1700,-57.77020363,-1.630167162,Mouse-Forebrain
1701,-60.22188663,-1.630167162,Mouse-Forebrain
1702,-58.56688703,-1.630167162,Mouse-Forebrain
1703,-58.55272455,-1.630167162,Mouse-Forebrain
1704,-58.40157792,-1.630167162,Mouse-Forebrain
1705,-59.62331017,-1.630167162,Mouse-Forebrain
1706,-59.29402913,-1.630167162,Mouse-Forebrain
1707,-59.27612882,-1.630167162,Mouse-Forebrain
1708,-58.5701137,-1.630167162,Mouse-Forebrain
1709,-54.09640074,-1.630167162,Mouse-Forebrain
1710,-56.50017856,-1.630167162,Mouse-Forebrain
1711,-59.72521261,-1.630167162,Mouse-Forebrain
1712,-56.86398564,-1.630167162,Mouse-Forebrain
1713,-59.99786716,-1.630167162,Mouse-Forebrain
1714,-60.57457613,-1.630167162,Mouse-Forebrain
1715,-59.35913717,-1.630167162,Mouse-Forebrain
1716,-54.10433518,-1.630167162,Mouse-Forebrain
1717,-60.64523603,-1.630167162,Mouse-Forebrain
1718,-54.13330944,-1.630167162,Mouse-Forebrain
1719,-51.40413414,-1.630167162,Mouse-Forebrain
1720,-59.62631626,-1.630167162,Mouse-Forebrain
1721,-60.72193639,-1.630167162,Mouse-Forebrain
1722,-60.09955364,-1.630167162,Mouse-Forebrain
1723,-59.41617443,-1.630167162,Mouse-Forebrain
1724,-60.16287214,-1.630167162,Mouse-Forebrain
1725,-59.39329439,-1.630167162,Mouse-Forebrain
1726,-59.32649839,-1.630167162,Mouse-Forebrain
1727,-59.11640263,-1.630167162,Mouse-Forebrain
1728,-57.70428184,-1.630167162,Mouse-Forebrain
1729,-60.71356198,-1.630167162,Mouse-Forebrain
1730,-59.32665841,-1.630167162,Mouse-Forebrain
1731,-58.394954,-1.630167162,Mouse-Forebrain
1732,-59.97592139,-1.630167162,Mouse-Forebrain
1733,-59.26785801,-1.630167162,Mouse-Forebrain
1734,-57.57968542,-1.630167162,Mouse-Forebrain
1735,-60.34437966,-1.630167162,Mouse-Forebrain
1736,-50.45081141,-1.630167162,Mouse-Forebrain
1737,-60.07436622,-1.630167162,Mouse-Forebrain
1738,-57.08482939,-1.630167162,Mouse-Forebrain
1739,-59.89443691,-1.630167162,Mouse-Forebrain
1740,-55.53751571,-1.630167162,Mouse-Forebrain
1741,-58.05166954,-1.630167162,Mouse-Forebrain
1742,-54.83279619,-1.630167162,Mouse-Forebrain
1743,-57.91597419,-1.630167162,Mouse-Forebrain
1744,-60.84722787,-1.630167162,Mouse-Forebrain
1745,-60.07124078,-1.630167162,Mouse-Forebrain
1746,-59.34381849,-1.630167162,Mouse-Forebrain
1747,-60.44814784,-1.630167162,Mouse-Forebrain
1748,-60.22808101,-1.630167162,Mouse-Forebrain
1749,-60.6930955,-1.630167162,Mouse-Forebrain
1750,-61.05698032,-1.630167162,Mouse-Forebrain
1751,-59.00400627,-1.630167162,Mouse-Forebrain
1752,-56.01530878,-1.630167162,Mouse-Forebrain
1753,-57.71938912,-1.630167162,Mouse-Forebrain
1754,-57.44303579,-1.630167162,Mouse-Forebrain
1755,-60.25665214,-1.630167162,Mouse-Forebrain
1756,-59.13055595,-1.630167162,Mouse-Forebrain
1757,-60.08000849,-1.630167162,Mouse-Forebrain
1758,-60.59873989,-1.630167162,Mouse-Forebrain
1759,-59.4257513,-1.630167162,Mouse-Forebrain
1760,-54.48991924,-1.630167162,Mouse-Forebrain
1761,-59.66139049,-1.630167162,Mouse-Forebrain
1762,-60.90613402,-1.630167162,Mouse-Forebrain
1763,-53.06659229,-1.630167162,Mouse-Forebrain
1764,-58.65455008,-1.630167162,Mouse-Forebrain
1765,-60.87246549,-1.630167162,Mouse-Forebrain
1766,-59.66631846,-1.630167162,Mouse-Forebrain
1767,-59.37372118,-1.630167162,Mouse-Forebrain
1768,-59.04998174,-1.630167162,Mouse-Forebrain
1769,-55.64346581,-1.630167162,Mouse-Forebrain
1770,-52.95309588,-1.630167162,Mouse-Forebrain
1771,-59.27834472,-1.630167162,Mouse-Forebrain
1772,-59.82531115,-1.630167162,Mouse-Forebrain
1773,-53.68082761,-1.630167162,Mouse-Forebrain
1774,-59.03127525,-1.630167162,Mouse-Forebrain
1775,-57.24179129,-1.630167162,Mouse-Forebrain
1776,-60.67436848,-1.630167162,Mouse-Forebrain
1777,-60.01202835,-1.630167162,Mouse-Forebrain
1778,-60.10888648,-1.630167162,Mouse-Forebrain
1779,-57.1099208,-1.630167162,Mouse-Forebrain
1780,-58.47534565,-1.630167162,Mouse-Forebrain
1781,-59.0495564,-1.630167162,Mouse-Forebrain
1782,-60.93823965,-1.630167162,Mouse-Forebrain
1783,-54.93229773,-1.630167162,Mouse-Forebrain
1784,-61.58693394,-1.630167162,Mouse-Forebrain
1785,-59.74904335,-1.630167162,Mouse-Forebrain
1786,-59.79874827,-1.630167162,Mouse-Forebrain
1787,-60.60731024,-1.630167162,Mouse-Forebrain
1788,-57.59280309,-1.630167162,Mouse-Forebrain
1789,-62.26645754,-1.630167162,Mouse-Forebrain
1790,-57.4446209,-1.630167162,Mouse-Forebrain
1791,-60.15929482,-1.630167162,Mouse-Forebrain
1792,-58.69390792,-1.630167162,Mouse-Forebrain
1793,-59.83613303,-1.630167162,Mouse-Forebrain
1794,-60.13499983,-1.630167162,Mouse-Forebrain
1795,-52.15375871,-1.630167162,Mouse-Forebrain
1796,-60.86495347,-1.630167162,Mouse-Forebrain
1797,-59.71746333,-1.630167162,Mouse-Forebrain
1798,-58.85901305,-1.630167162,Mouse-Forebrain
1799,-56.62321487,-1.630167162,Mouse-Forebrain
1800,-61.04354327,-1.630167162,Mouse-Forebrain
1801,-54.37188839,-1.630167162,Mouse-Forebrain
1802,-60.06497365,-1.630167162,Mouse-Forebrain
1803,-57.46474494,-1.630167162,Mouse-Forebrain
1804,-60.10588168,-1.630167162,Mouse-Forebrain
1805,-56.91834302,-1.630167162,Mouse-Forebrain
1806,-59.44528427,-1.630167162,Mouse-Forebrain
1807,-60.09165445,-1.630167162,Mouse-Forebrain
1808,-56.01513411,-1.630167162,Mouse-Forebrain
1809,-55.82122067,-1.630167162,Mouse-Forebrain
1810,-60.71079516,-1.630167162,Mouse-Forebrain
1811,-60.154635,-1.630167162,Mouse-Forebrain
1812,-58.52132457,-1.630167162,Mouse-Forebrain
1813,-59.56378208,-1.630167162,Mouse-Forebrain
1814,-60.52555976,-1.630167162,Mouse-Forebrain
1815,-59.22358541,-1.630167162,Mouse-Forebrain
1816,-60.75613853,-1.630167162,Mouse-Forebrain
1817,-59.37680428,-1.630167162,Mouse-Forebrain
1818,-58.3945485,-1.630167162,Mouse-Forebrain
1819,-60.61923428,-1.630167162,Mouse-Forebrain
1820,-59.35684594,-1.630167162,Mouse-Forebrain
1821,-53.23301117,-1.630167162,Mouse-Forebrain
1822,-59.00135789,-1.630167162,Mouse-Forebrain
1823,-59.53197883,-1.630167162,Mouse-Forebrain
1824,-53.67981658,-1.630167162,Mouse-Forebrain
1825,-56.61957855,-1.630167162,Mouse-Forebrain
1826,-61.81497838,-1.630167162,Mouse-Forebrain
1827,-58.94045889,-1.630167162,Mouse-Forebrain
1828,-47.11252193,-1.630167162,Mouse-Forebrain
1829,-55.65508987,-1.630167162,Mouse-Forebrain
1830,-59.18569187,-1.630167162,Mouse-Forebrain
1831,-54.24456959,-1.630167162,Mouse-Forebrain
1832,-59.17605839,-1.630167162,Mouse-Forebrain
1833,-60.19503348,-1.630167162,Mouse-Forebrain
1834,-54.8445047,-1.630167162,Mouse-Forebrain
1835,-56.31319454,-1.630167162,Mouse-Forebrain
1836,-60.32498186,-1.630167162,Mouse-Forebrain
1837,-58.78915622,-1.630167162,Mouse-Forebrain
1838,-60.53704968,-1.630167162,Mouse-Forebrain
1839,-59.0188604,-1.630167162,Mouse-Forebrain
1840,-58.09055483,-1.630167162,Mouse-Forebrain
1841,-54.88639685,-1.630167162,Mouse-Forebrain
1842,-59.68989172,-1.630167162,Mouse-Forebrain
1843,-58.78088026,-1.630167162,Mouse-Forebrain
1844,-57.97319291,-1.630167162,Mouse-Forebrain
1845,-59.79174216,-1.630167162,Mouse-Forebrain
1846,-57.38765091,-1.630167162,Mouse-Forebrain
1847,-56.84876782,-1.630167162,Mouse-Forebrain
1848,-60.56470718,-1.630167162,Mouse-Forebrain
1849,-60.43497221,-1.630167162,Mouse-Forebrain
1850,-56.89515095,-1.630167162,Mouse-Forebrain
1851,-57.6642646,-1.630167162,Mouse-Forebrain
1852,-61.11990356,-1.630167162,Mouse-Forebrain
1853,-60.50605489,-1.630167162,Mouse-Forebrain
1854,-57.16666883,-1.630167162,Mouse-Forebrain
1855,-59.01614161,-1.630167162,Mouse-Forebrain
1856,-60.55876417,-1.630167162,Mouse-Forebrain
1857,-59.39083222,-1.630167162,Mouse-Forebrain
1858,-58.88758715,-1.630167162,Mouse-Forebrain
1859,-58.76493549,-1.630167162,Mouse-Forebrain
1860,-60.74489085,-1.630167162,Mouse-Forebrain
1861,-60.5096666,-1.630167162,Mouse-Forebrain
1862,-60.34836156,-1.630167162,Mouse-Forebrain
1863,-59.4944941,-1.630167162,Mouse-Forebrain
1864,-60.84469583,-1.630167162,Mouse-Forebrain
1865,-61.23257754,-1.630167162,Mouse-Forebrain
1866,-57.02131718,-1.630167162,Mouse-Forebrain
1867,-60.11607843,-1.630167162,Mouse-Forebrain
1868,-61.22861346,-1.630167162,Mouse-Forebrain
1869,-59.54265768,-1.630167162,Mouse-Forebrain
1870,-59.04384507,-1.630167162,Mouse-Forebrain
1871,-60.16438799,-1.630167162,Mouse-Forebrain
1872,-55.53016018,-1.630167162,Mouse-Forebrain
1873,-58.85042396,-1.630167162,Mouse-Forebrain
1874,-59.85509467,-1.630167162,Mouse-Forebrain
1875,-60.31638768,-1.630167162,Mouse-Forebrain
1876,-57.32764893,-1.630167162,Mouse-Forebrain
1877,-55.2829004,-1.630167162,Mouse-Forebrain
1878,-59.17873287,-1.630167162,Mouse-Forebrain
1879,-58.99249578,-1.630167162,Mouse-Forebrain
1880,-58.3658309,-1.630167162,Mouse-Forebrain
1881,-53.81572223,-1.630167162,Mouse-Forebrain
1882,-56.5693289,-1.630167162,Mouse-Forebrain
1883,-57.19351487,-1.630167162,Mouse-Forebrain
1884,-48.76633174,-1.630167162,Mouse-Forebrain
1885,-58.95138738,-1.630167162,Mouse-Forebrain
1886,-53.27957853,-1.630167162,Mouse-Forebrain
1887,-60.93686829,-1.630167162,Mouse-Forebrain
1888,-51.7995208,-1.630167162,Mouse-Forebrain
1889,-60.89131198,-1.630167162,Mouse-Forebrain
1890,-59.58237513,-1.630167162,Mouse-Forebrain
1891,-59.2181953,-1.630167162,Mouse-Forebrain
1892,-55.97368146,-1.630167162,Mouse-Forebrain
1893,-59.94985561,-1.630167162,Mouse-Forebrain
1894,-53.08794446,-1.630167162,Mouse-Forebrain
1895,-57.18773667,-1.630167162,Mouse-Forebrain
1896,-59.77737166,-1.630167162,Mouse-Forebrain
1897,-55.58076893,-1.630167162,Mouse-Forebrain
1898,-60.80871435,-1.630167162,Mouse-Forebrain
1899,-51.75859027,-1.630167162,Mouse-Forebrain
1900,-59.92175032,-1.630167162,Mouse-Forebrain
1901,-60.20299049,-1.630167162,Mouse-Forebrain
1902,-60.33294198,-1.630167162,Mouse-Forebrain
1903,-55.61389957,-1.630167162,Mouse-Forebrain
1904,-58.83833194,-1.630167162,Mouse-Forebrain
1905,-59.6507462,-1.630167162,Mouse-Forebrain
1906,-59.32572833,-1.630167162,Mouse-Forebrain
1907,-59.17163355,-1.630167162,Mouse-Forebrain
1908,-53.97497346,-1.630167162,Mouse-Forebrain
1909,-60.20013953,-1.630167162,Mouse-Forebrain
1910,-59.3185538,-1.630167162,Mouse-Forebrain
1911,-57.06487071,-1.630167162,Mouse-Forebrain
1912,-59.09948455,-1.630167162,Mouse-Forebrain
1913,-60.61308285,-1.630167162,Mouse-Forebrain
1914,-59.73709343,-1.630167162,Mouse-Forebrain
1915,-60.1531237,-1.630167162,Mouse-Forebrain
1916,-57.7575297,-1.630167162,Mouse-Forebrain
1917,-60.02251252,-1.630167162,Mouse-Forebrain
1918,-58.86519213,-1.630167162,Mouse-Forebrain
1919,-58.08786993,-1.630167162,Mouse-Forebrain
1920,-57.77227201,-1.630167162,Mouse-Forebrain
1921,-52.74087733,-1.630167162,Mouse-Forebrain
1922,-52.52013472,-1.630167162,Mouse-Forebrain
1923,-59.74983504,-1.630167162,Mouse-Forebrain
1924,-59.67780479,-1.630167162,Mouse-Forebrain
1925,-58.43197259,-1.630167162,Mouse-Forebrain
1926,-58.47390623,-1.630167162,Mouse-Forebrain
1927,-56.99335936,-1.630167162,Mouse-Forebrain
1928,-61.75634576,-1.630167162,Mouse-Forebrain
1929,-57.01908597,-1.630167162,Mouse-Forebrain
1930,-58.82675726,-1.630167162,Mouse-Forebrain
1931,-58.56797265,-1.630167162,Mouse-Forebrain
1932,-57.12867892,-1.630167162,Mouse-Forebrain
1933,-55.29948451,-1.630167162,Mouse-Forebrain
1934,-56.55041271,-1.630167162,Mouse-Forebrain
1935,-58.64617587,-1.630167162,Mouse-Forebrain
1936,-54.66977366,-1.630167162,Mouse-Forebrain
1937,-59.27884693,-1.630167162,Mouse-Forebrain
1938,-59.98526728,-1.630167162,Mouse-Forebrain
1939,-61.17529669,-1.630167162,Mouse-Forebrain
1940,-60.2691005,-1.630167162,Mouse-Forebrain
1941,-59.37882932,-1.630167162,Mouse-Forebrain
1942,-60.29739248,-1.630167162,Mouse-Forebrain
1943,-60.01810068,-1.630167162,Mouse-Forebrain
1944,-60.24363824,-1.630167162,Mouse-Forebrain
1945,-59.40525083,-1.630167162,Mouse-Forebrain
1946,-60.52895828,-1.630167162,Mouse-Forebrain
1947,-59.60044754,-1.630167162,Mouse-Forebrain
1948,-59.40177576,-1.630167162,Mouse-Forebrain
1949,-59.40455618,-1.630167162,Mouse-Forebrain
1950,-60.2055068,-1.630167162,Mouse-Forebrain
1951,-60.94813782,-1.630167162,Mouse-Forebrain
1952,-59.92508964,-1.630167162,Mouse-Forebrain
1953,-59.45965672,-1.630167162,Mouse-Forebrain
1954,-59.3352585,-1.630167162,Mouse-Forebrain
1955,-59.87490355,-1.630167162,Mouse-Forebrain
1956,-61.51952792,-1.630167162,Mouse-Forebrain
1957,-60.42354547,-1.630167162,Mouse-Forebrain
1958,-60.98292713,-1.630167162,Mouse-Forebrain
1959,-58.60068304,-1.630167162,Mouse-Forebrain
1960,-60.71912067,-1.630167162,Mouse-Forebrain
1961,-61.35176269,-1.630167162,Mouse-Forebrain
1962,-60.59611616,-1.630167162,Mouse-Forebrain
1963,-58.39874212,-1.630167162,Mouse-Forebrain
1964,-59.20117531,-1.630167162,Mouse-Forebrain
1965,-60.83076697,-1.630167162,Mouse-Forebrain
1966,-61.71579331,-1.630167162,Mouse-Forebrain
1967,-61.97564678,-1.630167162,Mouse-Forebrain
1968,-60.31904277,-1.630167162,Mouse-Forebrain
1969,-61.15434615,-1.630167162,Mouse-Forebrain
1970,-60.4214108,-1.630167162,Mouse-Forebrain
1971,-60.52246501,-1.630167162,Mouse-Forebrain
1972,-60.45034176,-1.630167162,Mouse-Forebrain
1973,-60.1289657,-1.630167162,Mouse-Forebrain
1974,-60.33932619,-1.630167162,Mouse-Forebrain
1975,-60.61692818,-1.630167162,Mouse-Forebrain
1976,-58.87902514,-1.630167162,Mouse-Forebrain
1977,-54.12214446,-1.630167162,Mouse-Forebrain
1978,-60.51233136,-1.630167162,Mouse-Forebrain
1979,-58.84605267,-1.630167162,Mouse-Forebrain
1980,-58.7180801,-1.630167162,Mouse-Forebrain
1981,-61.13959263,-1.630167162,Mouse-Forebrain
1982,-58.83545601,-1.630167162,Mouse-Forebrain
1983,-60.54724169,-1.630167162,Mouse-Forebrain
1984,-59.9762611,-1.630167162,Mouse-Forebrain
1985,-59.9890588,-1.630167162,Mouse-Forebrain
1986,-58.20525397,-1.630167162,Mouse-Forebrain
1987,-59.3934695,-1.630167162,Mouse-Forebrain
1988,-59.89006297,-1.630167162,Mouse-Forebrain
1989,-61.34576697,-1.630167162,Mouse-Forebrain
1990,-59.08103288,-1.630167162,Mouse-Forebrain
1991,-60.60903306,-1.630167162,Mouse-Forebrain
1992,-60.21169847,-1.630167162,Mouse-Forebrain
1993,-61.17200146,-1.630167162,Mouse-Forebrain
1994,-55.88920773,-1.630167162,Mouse-Forebrain
1995,-60.19526384,-1.630167162,Mouse-Forebrain
1996,-60.68296092,-1.630167162,Mouse-Forebrain
1997,-59.14216279,-1.630167162,Mouse-Forebrain
1998,-59.75187068,-1.630167162,Mouse-Forebrain
1999,-57.31140773,-1.630167162,Mouse-Forebrain
2000,-59.0639405,-1.630167162,Mouse-Forebrain
2001,-60.79625754,-1.630167162,Mouse-Forebrain
2002,-58.74205162,-1.630167162,Mouse-Forebrain
2003,-57.06197522,-1.630167162,Mouse-Forebrain
2004,-59.15146147,-1.630167162,Mouse-Forebrain
2005,-58.3221701,-1.630167162,Mouse-Forebrain
2006,-60.2964927,-1.630167162,Mouse-Forebrain
2007,-60.75199486,-1.630167162,Mouse-Forebrain
2008,-61.01555565,-1.630167162,Mouse-Forebrain
2009,-60.09098339,-1.630167162,Mouse-Forebrain
2010,-60.22690774,-1.630167162,Mouse-Forebrain
2011,-59.99179442,-1.630167162,Mouse-Forebrain
2012,-59.43560976,-1.630167162,Mouse-Forebrain
2013,-59.42335491,-1.630167162,Mouse-Forebrain
2014,-58.98301015,-1.630167162,Mouse-Forebrain
2015,-58.91678314,-1.630167162,Mouse-Forebrain
2016,-59.39135042,-1.630167162,Mouse-Forebrain
2017,-61.89097602,-1.630167162,Mouse-Forebrain
2018,-59.08630782,-1.630167162,Mouse-Forebrain
2019,-59.91084548,-1.630167162,Mouse-Forebrain
2020,-59.88230893,-1.630167162,Mouse-Forebrain
2021,-58.62076302,-1.630167162,Mouse-Forebrain
2022,-60.9165599,-1.630167162,Mouse-Forebrain
2023,-60.24339473,-1.630167162,Mouse-Forebrain
2024,-60.08598435,-1.630167162,Mouse-Forebrain
2025,-59.69368272,-1.630167162,Mouse-Forebrain
2026,-55.09853084,-1.630167162,Mouse-Forebrain
2027,-59.95092264,-1.630167162,Mouse-Forebrain
2028,-56.19223046,-1.630167162,Mouse-Forebrain
2029,-60.3502304,-1.630167162,Mouse-Forebrain
2030,-59.40242782,-1.630167162,Mouse-Forebrain
2031,-58.56538252,-1.630167162,Mouse-Forebrain
