,X.comp1,Y.comp1,
518,-7.567480596,-0.079098619,Human-Ex Neuron
519,-8.310885664,-0.079098619,Human-Ex Neuron
520,-7.508004286,-0.079098619,Human-Ex Neuron
521,-6.476325321,-0.079098619,Human-Ex Neuron
522,-5.52965481,-0.079098619,Human-Ex Neuron
523,-7.575126118,-0.079098619,Human-Ex Neuron
524,-4.742269608,-0.079098619,Human-Ex Neuron
525,-7.881430836,-0.079098619,Human-Ex Neuron
526,-7.310100174,-0.079098619,Human-Ex Neuron
527,-5.469049746,-0.079098619,Human-Ex Neuron
528,-4.849160361,-0.079098619,Human-Ex Neuron
529,-4.349451565,-0.079098619,Human-Ex Neuron
530,-8.416863752,-0.079098619,Human-Ex Neuron
531,-5.873497501,-0.079098619,Human-Ex Neuron
532,-5.958184665,-0.079098619,Human-Ex Neuron
533,-7.627148556,-0.079098619,Human-Ex Neuron
534,1.335330373,-0.079098619,Human-Ex Neuron
535,-7.687765746,-0.079098619,Human-Ex Neuron
536,-6.50433695,-0.079098619,Human-Ex Neuron
537,-8.843410932,-0.079098619,Human-Ex Neuron
538,-5.557186053,-0.079098619,Human-Ex Neuron
539,-6.91330782,-0.079098619,Human-Ex Neuron
540,-8.863834923,-0.079098619,Human-Ex Neuron
541,-8.471721495,-0.079098619,Human-Ex Neuron
542,-8.555752099,-0.079098619,Human-Ex Neuron
543,-8.714105743,-0.079098619,Human-Ex Neuron
544,-2.43600091,-0.079098619,Human-Ex Neuron
545,-8.418975268,-0.079098619,Human-Ex Neuron
546,-6.924622108,-0.079098619,Human-Ex Neuron
547,-5.904209129,-0.079098619,Human-Ex Neuron
548,-3.617834694,-0.079098619,Human-Ex Neuron
549,-8.551570138,-0.079098619,Human-Ex Neuron
550,-8.162817088,-0.079098619,Human-Ex Neuron
551,-5.245357335,-0.079098619,Human-Ex Neuron
552,-6.894908975,-0.079098619,Human-Ex Neuron
553,-2.196020864,-0.079098619,Human-Ex Neuron
554,-5.557602163,-0.079098619,Human-Ex Neuron
555,-8.52181873,-0.079098619,Human-Ex Neuron
556,-7.971544881,-0.079098619,Human-Ex Neuron
557,-6.539251178,-0.079098619,Human-Ex Neuron
558,-4.568099366,-0.079098619,Human-Ex Neuron
559,-7.472190531,-0.079098619,Human-Ex Neuron
560,-5.862941605,-0.079098619,Human-Ex Neuron
561,-8.656716707,-0.079098619,Human-Ex Neuron
562,-2.310014172,-0.079098619,Human-Ex Neuron
563,-6.468247583,-0.079098619,Human-Ex Neuron
564,-8.811230126,-0.079098619,Human-Ex Neuron
565,-7.213094927,-0.079098619,Human-Ex Neuron
566,-7.937283307,-0.079098619,Human-Ex Neuron
567,-6.592588823,-0.079098619,Human-Ex Neuron
568,-5.186725572,-0.079098619,Human-Ex Neuron
569,-1.872327865,-0.079098619,Human-Ex Neuron
570,-5.394579619,-0.079098619,Human-Ex Neuron
571,-7.367720687,-0.079098619,Human-Ex Neuron
572,-7.051403766,-0.079098619,Human-Ex Neuron
573,-4.921261465,-0.079098619,Human-Ex Neuron
574,-8.01872751,-0.079098619,Human-Ex Neuron
575,-4.441766875,-0.079098619,Human-Ex Neuron
576,-8.708662248,-0.079098619,Human-Ex Neuron
577,-7.179408214,-0.079098619,Human-Ex Neuron
578,-5.777876797,-0.079098619,Human-Ex Neuron
579,-6.459944046,-0.079098619,Human-Ex Neuron
580,-6.817742063,-0.079098619,Human-Ex Neuron
581,-5.703544871,-0.079098619,Human-Ex Neuron
582,-8.699503379,-0.079098619,Human-Ex Neuron
583,-7.192562934,-0.079098619,Human-Ex Neuron
584,-2.305200628,-0.079098619,Human-Ex Neuron
585,-3.495274166,-0.079098619,Human-Ex Neuron
586,-6.208847391,-0.079098619,Human-Ex Neuron
587,-5.191540733,-0.079098619,Human-Ex Neuron
588,-6.953881769,-0.079098619,Human-Ex Neuron
589,-6.834225663,-0.079098619,Human-Ex Neuron
590,-8.796445818,-0.079098619,Human-Ex Neuron
591,-6.191221805,-0.079098619,Human-Ex Neuron
592,-3.047059033,-0.079098619,Human-Ex Neuron
593,-6.203875168,-0.079098619,Human-Ex Neuron
594,-2.081182947,-0.079098619,Human-Ex Neuron
595,-6.028162751,-0.079098619,Human-Ex Neuron
596,-7.757212005,-0.079098619,Human-Ex Neuron
597,-8.815793985,-0.079098619,Human-Ex Neuron
598,-5.011499278,-0.079098619,Human-Ex Neuron
599,-0.801267517,-0.079098619,Human-Ex Neuron
600,-6.060090767,-0.079098619,Human-Ex Neuron
601,-7.791242507,-0.079098619,Human-Ex Neuron
602,-7.298094667,-0.079098619,Human-Ex Neuron
603,-5.893581064,-0.079098619,Human-Ex Neuron
604,-6.726372406,-0.079098619,Human-Ex Neuron
605,-7.642363791,-0.079098619,Human-Ex Neuron
606,-5.317110823,-0.079098619,Human-Ex Neuron
607,-6.741890958,-0.079098619,Human-Ex Neuron
608,-6.856016606,-0.079098619,Human-Ex Neuron
609,-8.354486086,-0.079098619,Human-Ex Neuron
610,-8.255754114,-0.079098619,Human-Ex Neuron
611,-2.520261172,-0.079098619,Human-Ex Neuron
612,-6.418173914,-0.079098619,Human-Ex Neuron
613,-4.268698713,-0.079098619,Human-Ex Neuron
614,-8.914770133,-0.079098619,Human-Ex Neuron
615,-7.418230752,-0.079098619,Human-Ex Neuron
616,-8.06046226,-0.079098619,Human-Ex Neuron
617,-3.179596931,-0.079098619,Human-Ex Neuron
618,-3.516990275,-0.079098619,Human-Ex Neuron
619,-7.817830066,-0.079098619,Human-Ex Neuron
620,-7.673416684,-0.079098619,Human-Ex Neuron
621,-7.476222272,-0.079098619,Human-Ex Neuron
622,-8.564503619,-0.079098619,Human-Ex Neuron
623,-7.06280057,-0.079098619,Human-Ex Neuron
624,-7.650650036,-0.079098619,Human-Ex Neuron
625,-5.472366543,-0.079098619,Human-Ex Neuron
626,-5.59398769,-0.079098619,Human-Ex Neuron
627,-7.391266223,-0.079098619,Human-Ex Neuron
628,-7.006106543,-0.079098619,Human-Ex Neuron
629,-1.39123614,-0.079098619,Human-Ex Neuron
630,-8.752428203,-0.079098619,Human-Ex Neuron
631,-0.578727086,-0.079098619,Human-Ex Neuron
632,-8.838042213,-0.079098619,Human-Ex Neuron
633,-6.023102208,-0.079098619,Human-Ex Neuron
634,-8.689945527,-0.079098619,Human-Ex Neuron
635,-6.841757142,-0.079098619,Human-Ex Neuron
636,-8.347442013,-0.079098619,Human-Ex Neuron
637,-8.155088191,-0.079098619,Human-Ex Neuron
638,-6.213157375,-0.079098619,Human-Ex Neuron
639,-6.021004393,-0.079098619,Human-Ex Neuron
640,-9.033841958,-0.079098619,Human-Ex Neuron
641,-7.83172937,-0.079098619,Human-Ex Neuron
642,-3.692583019,-0.079098619,Human-Ex Neuron
643,-8.504372805,-0.079098619,Human-Ex Neuron
644,-2.489043788,-0.079098619,Human-Ex Neuron
645,-2.069962719,-0.079098619,Human-Ex Neuron
646,-8.66312876,-0.079098619,Human-Ex Neuron
647,-3.355698064,-0.079098619,Human-Ex Neuron
648,2.349037513,-0.079098619,Human-Ex Neuron
649,-8.523818364,-0.079098619,Human-Ex Neuron
650,-8.320678146,-0.079098619,Human-Ex Neuron
651,-5.850428105,-0.079098619,Human-Ex Neuron
652,-6.794835559,-0.079098619,Human-Ex Neuron
653,-6.074575746,-0.079098619,Human-Ex Neuron
654,-5.593190107,-0.079098619,Human-Ex Neuron
655,-5.424398241,-0.079098619,Human-Ex Neuron
656,-6.478088709,-0.079098619,Human-Ex Neuron
657,-8.83639915,-0.079098619,Human-Ex Neuron
658,-7.10618875,-0.079098619,Human-Ex Neuron
659,-7.546241122,-0.079098619,Human-Ex Neuron
660,-6.681934699,-0.079098619,Human-Ex Neuron
661,-7.924066209,-0.079098619,Human-Ex Neuron
662,-3.529441204,-0.079098619,Human-Ex Neuron
663,-7.717749693,-0.079098619,Human-Ex Neuron
664,-4.431469533,-0.079098619,Human-Ex Neuron
665,-8.74323433,-0.079098619,Human-Ex Neuron
666,-8.577350991,-0.079098619,Human-Ex Neuron
667,-3.716626015,-0.079098619,Human-Ex Neuron
668,-3.405951267,-0.079098619,Human-Ex Neuron
669,-6.697178367,-0.079098619,Human-Ex Neuron
670,-8.966306116,-0.079098619,Human-Ex Neuron
671,-3.87111762,-0.079098619,Human-Ex Neuron
672,-6.335863883,-0.079098619,Human-Ex Neuron
673,-7.627118903,-0.079098619,Human-Ex Neuron
674,-6.243380109,-0.079098619,Human-Ex Neuron
675,-6.053683561,-0.079098619,Human-Ex Neuron
676,-3.213451811,-0.079098619,Human-Ex Neuron
677,-8.635252073,-0.079098619,Human-Ex Neuron
678,-7.243240926,-0.079098619,Human-Ex Neuron
679,-6.251700683,-0.079098619,Human-Ex Neuron
680,-5.90254434,-0.079098619,Human-Ex Neuron
681,-3.326026172,-0.079098619,Human-Ex Neuron
682,-7.596928367,-0.079098619,Human-Ex Neuron
683,-3.435352417,-0.079098619,Human-Ex Neuron
684,-8.474956186,-0.079098619,Human-Ex Neuron
685,-8.599382344,-0.079098619,Human-Ex Neuron
686,-8.675268138,-0.079098619,Human-Ex Neuron
687,-2.873051495,-0.079098619,Human-Ex Neuron
688,-4.373389942,-0.079098619,Human-Ex Neuron
689,-4.615016797,-0.079098619,Human-Ex Neuron
690,-7.853925508,-0.079098619,Human-Ex Neuron
691,-4.669671963,-0.079098619,Human-Ex Neuron
692,-7.853903347,-0.079098619,Human-Ex Neuron
693,-6.671496262,-0.079098619,Human-Ex Neuron
694,-8.795412065,-0.079098619,Human-Ex Neuron
695,-7.281756965,-0.079098619,Human-Ex Neuron
696,-7.024724147,-0.079098619,Human-Ex Neuron
697,-4.509721922,-0.079098619,Human-Ex Neuron
698,-6.490586417,-0.079098619,Human-Ex Neuron
699,-3.308434728,-0.079098619,Human-Ex Neuron
700,-7.511934398,-0.079098619,Human-Ex Neuron
701,-2.51533791,-0.079098619,Human-Ex Neuron
702,-7.996260887,-0.079098619,Human-Ex Neuron
703,-7.041264315,-0.079098619,Human-Ex Neuron
704,-6.476596675,-0.079098619,Human-Ex Neuron
705,-6.736541441,-0.079098619,Human-Ex Neuron
706,-7.944110977,-0.079098619,Human-Ex Neuron
707,-8.114567419,-0.079098619,Human-Ex Neuron
708,-6.196016449,-0.079098619,Human-Ex Neuron
709,-7.489565409,-0.079098619,Human-Ex Neuron
710,-7.140291207,-0.079098619,Human-Ex Neuron
711,-5.396993765,-0.079098619,Human-Ex Neuron
712,-3.298813338,-0.079098619,Human-Ex Neuron
713,-8.117981031,-0.079098619,Human-Ex Neuron
714,-6.431981369,-0.079098619,Human-Ex Neuron
715,-8.420719916,-0.079098619,Human-Ex Neuron
716,-7.480918843,-0.079098619,Human-Ex Neuron
717,-6.369282718,-0.079098619,Human-Ex Neuron
718,-8.815027767,-0.079098619,Human-Ex Neuron
719,-6.729410263,-0.079098619,Human-Ex Neuron
720,-7.469566895,-0.079098619,Human-Ex Neuron
721,-6.397119569,-0.079098619,Human-Ex Neuron
722,-5.883320461,-0.079098619,Human-Ex Neuron
723,-0.922357871,-0.079098619,Human-Ex Neuron
724,-6.525731141,-0.079098619,Human-Ex Neuron
725,-4.573152536,-0.079098619,Human-Ex Neuron
726,-1.353089548,-0.079098619,Human-Ex Neuron
727,-7.359340649,-0.079098619,Human-Ex Neuron
728,-8.776877963,-0.079098619,Human-Ex Neuron
729,-7.773475928,-0.079098619,Human-Ex Neuron
730,-6.171494471,-0.079098619,Human-Ex Neuron
731,-7.894622135,-0.079098619,Human-Ex Neuron
732,-0.743044626,-0.079098619,Human-Ex Neuron
733,-6.223734237,-0.079098619,Human-Ex Neuron
734,-5.659961208,-0.079098619,Human-Ex Neuron
735,-7.353251689,-0.079098619,Human-Ex Neuron
736,-5.357845299,-0.079098619,Human-Ex Neuron
737,-8.04896776,-0.079098619,Human-Ex Neuron
738,-5.229109635,-0.079098619,Human-Ex Neuron
739,-7.156098203,-0.079098619,Human-Ex Neuron
740,-6.461297914,-0.079098619,Human-Ex Neuron
741,-7.373137033,-0.079098619,Human-Ex Neuron
742,-6.51878827,-0.079098619,Human-Ex Neuron
743,-7.375428031,-0.079098619,Human-Ex Neuron
744,-0.561286254,-0.079098619,Human-Ex Neuron
745,-8.350882231,-0.079098619,Human-Ex Neuron
746,-6.116938482,-0.079098619,Human-Ex Neuron
747,-8.35519692,-0.079098619,Human-Ex Neuron
748,-8.346139425,-0.079098619,Human-Ex Neuron
749,-8.226723615,-0.079098619,Human-Ex Neuron
750,-7.062154278,-0.079098619,Human-Ex Neuron
751,-4.179218724,-0.079098619,Human-Ex Neuron
752,-5.100427264,-0.079098619,Human-Ex Neuron
753,-4.880536889,-0.079098619,Human-Ex Neuron
754,-1.360608595,-0.079098619,Human-Ex Neuron
755,-8.156272637,-0.079098619,Human-Ex Neuron
756,-7.953396136,-0.079098619,Human-Ex Neuron
757,-8.772587865,-0.079098619,Human-Ex Neuron
758,-6.751645016,-0.079098619,Human-Ex Neuron
759,-3.051187367,-0.079098619,Human-Ex Neuron
760,-8.116086814,-0.079098619,Human-Ex Neuron
761,-8.083252413,-0.079098619,Human-Ex Neuron
762,-7.912998832,-0.079098619,Human-Ex Neuron
763,-8.211318562,-0.079098619,Human-Ex Neuron
764,-7.432797492,-0.079098619,Human-Ex Neuron
765,-7.434170565,-0.079098619,Human-Ex Neuron
766,-4.833945224,-0.079098619,Human-Ex Neuron
767,-4.754163618,-0.079098619,Human-Ex Neuron
768,-5.632135713,-0.079098619,Human-Ex Neuron
769,-7.778803142,-0.079098619,Human-Ex Neuron
770,-6.001212024,-0.079098619,Human-Ex Neuron
771,-5.911373253,-0.079098619,Human-Ex Neuron
772,-5.995472173,-0.079098619,Human-Ex Neuron
773,-8.628222174,-0.079098619,Human-Ex Neuron
774,-8.358640963,-0.079098619,Human-Ex Neuron
775,-6.936357365,-0.079098619,Human-Ex Neuron
776,-6.634018541,-0.079098619,Human-Ex Neuron
777,-8.066330369,-0.079098619,Human-Ex Neuron
778,0.290211778,-0.079098619,Human-Ex Neuron
779,-7.004083946,-0.079098619,Human-Ex Neuron
780,-0.730793611,-0.079098619,Human-Ex Neuron
781,-8.213358796,-0.079098619,Human-Ex Neuron
782,-4.260689974,-0.079098619,Human-Ex Neuron
783,-7.994328181,-0.079098619,Human-Ex Neuron
784,-0.986059562,-0.079098619,Human-Ex Neuron
785,-6.577559838,-0.079098619,Human-Ex Neuron
786,-8.557899495,-0.079098619,Human-Ex Neuron
787,-8.324750979,-0.079098619,Human-Ex Neuron
788,-5.012769015,-0.079098619,Human-Ex Neuron
789,-7.363034616,-0.079098619,Human-Ex Neuron
790,-4.122255065,-0.079098619,Human-Ex Neuron
791,-2.728097575,-0.079098619,Human-Ex Neuron
792,-6.757060466,-0.079098619,Human-Ex Neuron
793,-6.495922205,-0.079098619,Human-Ex Neuron
794,-6.364797393,-0.079098619,Human-Ex Neuron
795,-2.827418677,-0.079098619,Human-Ex Neuron
796,-8.905882744,-0.079098619,Human-Ex Neuron
797,-4.647971916,-0.079098619,Human-Ex Neuron
798,-6.539308579,-0.079098619,Human-Ex Neuron
799,-7.260246738,-0.079098619,Human-Ex Neuron
800,-6.263938168,-0.079098619,Human-Ex Neuron
801,-7.402590669,-0.079098619,Human-Ex Neuron
802,-5.52459182,-0.079098619,Human-Ex Neuron
803,-6.746378748,-0.079098619,Human-Ex Neuron
804,-8.445144387,-0.079098619,Human-Ex Neuron
805,-8.10194192,-0.079098619,Human-Ex Neuron
806,-5.755547172,-0.079098619,Human-Ex Neuron
807,-6.67108053,-0.079098619,Human-Ex Neuron
808,-8.16949689,-0.079098619,Human-Ex Neuron
809,-6.942272662,-0.079098619,Human-Ex Neuron
810,-8.002422901,-0.079098619,Human-Ex Neuron
811,-7.75015611,-0.079098619,Human-Ex Neuron
812,-7.651069305,-0.079098619,Human-Ex Neuron
813,-6.765246407,-0.079098619,Human-Ex Neuron
814,-6.552944685,-0.079098619,Human-Ex Neuron
815,-7.007305819,-0.079098619,Human-Ex Neuron
816,-5.416091541,-0.079098619,Human-Ex Neuron
817,-7.339437485,-0.079098619,Human-Ex Neuron
818,-7.661307419,-0.079098619,Human-Ex Neuron
819,-8.397282363,-0.079098619,Human-Ex Neuron
820,-6.570501635,-0.079098619,Human-Ex Neuron
821,-7.797161967,-0.079098619,Human-Ex Neuron
822,-8.026226992,-0.079098619,Human-Ex Neuron
823,-57.19421497,-1.630167162,Mouse-Forebrain
824,-59.71105537,-1.630167162,Mouse-Forebrain
825,-52.98305646,-1.630167162,Mouse-Forebrain
826,-59.47837277,-1.630167162,Mouse-Forebrain
827,-60.196952,-1.630167162,Mouse-Forebrain
828,-58.57619952,-1.630167162,Mouse-Forebrain
829,-59.48586851,-1.630167162,Mouse-Forebrain
830,-59.55005498,-1.630167162,Mouse-Forebrain
831,-59.38142517,-1.630167162,Mouse-Forebrain
832,-59.81475997,-1.630167162,Mouse-Forebrain
833,-57.16197724,-1.630167162,Mouse-Forebrain
834,-57.43012143,-1.630167162,Mouse-Forebrain
835,-55.62338504,-1.630167162,Mouse-Forebrain
836,-58.79322771,-1.630167162,Mouse-Forebrain
837,-60.4054886,-1.630167162,Mouse-Forebrain
838,-59.67452278,-1.630167162,Mouse-Forebrain
839,-59.70734417,-1.630167162,Mouse-Forebrain
840,-59.65572153,-1.630167162,Mouse-Forebrain
841,-52.91168092,-1.630167162,Mouse-Forebrain
842,-60.99537567,-1.630167162,Mouse-Forebrain
843,-60.0200063,-1.630167162,Mouse-Forebrain
844,-59.58888704,-1.630167162,Mouse-Forebrain
845,-59.40032414,-1.630167162,Mouse-Forebrain
846,-58.58135665,-1.630167162,Mouse-Forebrain
847,-50.39210692,-1.630167162,Mouse-Forebrain
848,-59.04804126,-1.630167162,Mouse-Forebrain
849,-60.16853263,-1.630167162,Mouse-Forebrain
850,-57.92566684,-1.630167162,Mouse-Forebrain
851,-58.13204642,-1.630167162,Mouse-Forebrain
852,-60.37451687,-1.630167162,Mouse-Forebrain
853,-61.05972141,-1.630167162,Mouse-Forebrain
854,-61.80477496,-1.630167162,Mouse-Forebrain
855,-59.48927671,-1.630167162,Mouse-Forebrain
856,-60.2863437,-1.630167162,Mouse-Forebrain
857,-60.98313546,-1.630167162,Mouse-Forebrain
858,-51.91910059,-1.630167162,Mouse-Forebrain
859,-58.41910508,-1.630167162,Mouse-Forebrain
860,-56.66883797,-1.630167162,Mouse-Forebrain
861,-60.15576398,-1.630167162,Mouse-Forebrain
862,-53.78403834,-1.630167162,Mouse-Forebrain
863,-48.51462732,-1.630167162,Mouse-Forebrain
864,-61.22894146,-1.630167162,Mouse-Forebrain
865,-54.19298347,-1.630167162,Mouse-Forebrain
866,-57.39702928,-1.630167162,Mouse-Forebrain
867,-60.01000485,-1.630167162,Mouse-Forebrain
868,-62.1935848,-1.630167162,Mouse-Forebrain
869,-55.0480607,-1.630167162,Mouse-Forebrain
870,-39.14977074,-1.630167162,Mouse-Forebrain
871,-60.75905841,-1.630167162,Mouse-Forebrain
872,-60.80245365,-1.630167162,Mouse-Forebrain
873,-58.78190807,-1.630167162,Mouse-Forebrain
874,-58.87296877,-1.630167162,Mouse-Forebrain
875,-61.0171209,-1.630167162,Mouse-Forebrain
876,-58.7135879,-1.630167162,Mouse-Forebrain
877,-56.02001594,-1.630167162,Mouse-Forebrain
878,-56.68822776,-1.630167162,Mouse-Forebrain
879,-58.79554403,-1.630167162,Mouse-Forebrain
880,-59.49592392,-1.630167162,Mouse-Forebrain
881,-60.63681579,-1.630167162,Mouse-Forebrain
882,-53.44756354,-1.630167162,Mouse-Forebrain
883,-59.91638372,-1.630167162,Mouse-Forebrain
884,-60.58899327,-1.630167162,Mouse-Forebrain
885,-54.83307534,-1.630167162,Mouse-Forebrain
886,-59.77884422,-1.630167162,Mouse-Forebrain
887,-59.91223662,-1.630167162,Mouse-Forebrain
888,-59.17478485,-1.630167162,Mouse-Forebrain
889,-59.30654579,-1.630167162,Mouse-Forebrain
890,-57.5502995,-1.630167162,Mouse-Forebrain
891,-59.86480993,-1.630167162,Mouse-Forebrain
892,-54.7286191,-1.630167162,Mouse-Forebrain
893,-56.54365865,-1.630167162,Mouse-Forebrain
894,-57.7358566,-1.630167162,Mouse-Forebrain
895,-58.64316847,-1.630167162,Mouse-Forebrain
896,-57.80687422,-1.630167162,Mouse-Forebrain
897,-60.25092659,-1.630167162,Mouse-Forebrain
898,-58.63311177,-1.630167162,Mouse-Forebrain
899,-58.19680618,-1.630167162,Mouse-Forebrain
900,-59.4360097,-1.630167162,Mouse-Forebrain
901,-60.29971141,-1.630167162,Mouse-Forebrain
902,-60.76792098,-1.630167162,Mouse-Forebrain
903,-57.14974391,-1.630167162,Mouse-Forebrain
904,-60.33593434,-1.630167162,Mouse-Forebrain
905,-61.66781634,-1.630167162,Mouse-Forebrain
906,-57.56630683,-1.630167162,Mouse-Forebrain
907,-57.57227473,-1.630167162,Mouse-Forebrain
908,-56.82717068,-1.630167162,Mouse-Forebrain
909,-60.10494373,-1.630167162,Mouse-Forebrain
910,-60.80687074,-1.630167162,Mouse-Forebrain
911,-55.12180215,-1.630167162,Mouse-Forebrain
912,-56.26189857,-1.630167162,Mouse-Forebrain
913,-59.3614321,-1.630167162,Mouse-Forebrain
914,-57.04323028,-1.630167162,Mouse-Forebrain
915,-51.43689089,-1.630167162,Mouse-Forebrain
916,-58.11412553,-1.630167162,Mouse-Forebrain
917,-59.47686807,-1.630167162,Mouse-Forebrain
918,-60.15712234,-1.630167162,Mouse-Forebrain
919,-55.80527034,-1.630167162,Mouse-Forebrain
920,-58.46295841,-1.630167162,Mouse-Forebrain
921,-54.04212179,-1.630167162,Mouse-Forebrain
922,-60.0641474,-1.630167162,Mouse-Forebrain
923,-59.94404741,-1.630167162,Mouse-Forebrain
924,-60.19998113,-1.630167162,Mouse-Forebrain
925,-56.52173761,-1.630167162,Mouse-Forebrain
926,-59.68056585,-1.630167162,Mouse-Forebrain
927,-58.65748193,-1.630167162,Mouse-Forebrain
928,-57.57208525,-1.630167162,Mouse-Forebrain
929,-59.84947963,-1.630167162,Mouse-Forebrain
930,-59.70984091,-1.630167162,Mouse-Forebrain
931,-57.07115655,-1.630167162,Mouse-Forebrain
932,-60.67796557,-1.630167162,Mouse-Forebrain
933,-60.4957278,-1.630167162,Mouse-Forebrain
934,-60.6642159,-1.630167162,Mouse-Forebrain
935,-61.07490498,-1.630167162,Mouse-Forebrain
936,-54.84198404,-1.630167162,Mouse-Forebrain
937,-60.20633071,-1.630167162,Mouse-Forebrain
938,-57.26348326,-1.630167162,Mouse-Forebrain
939,-60.15556988,-1.630167162,Mouse-Forebrain
940,-59.63155709,-1.630167162,Mouse-Forebrain
941,-60.71505905,-1.630167162,Mouse-Forebrain
942,-60.35809748,-1.630167162,Mouse-Forebrain
943,-56.747203,-1.630167162,Mouse-Forebrain
944,-59.44396348,-1.630167162,Mouse-Forebrain
945,-55.45219315,-1.630167162,Mouse-Forebrain
946,-58.26025211,-1.630167162,Mouse-Forebrain
947,-59.25447253,-1.630167162,Mouse-Forebrain
948,-61.04290342,-1.630167162,Mouse-Forebrain
949,-59.69604489,-1.630167162,Mouse-Forebrain
950,-60.66985914,-1.630167162,Mouse-Forebrain
951,-59.40763193,-1.630167162,Mouse-Forebrain
952,-58.47206575,-1.630167162,Mouse-Forebrain
953,-60.31354932,-1.630167162,Mouse-Forebrain
954,-61.9403308,-1.630167162,Mouse-Forebrain
955,-60.50386645,-1.630167162,Mouse-Forebrain
956,-57.57508869,-1.630167162,Mouse-Forebrain
957,-61.89830585,-1.630167162,Mouse-Forebrain
958,-62.23042934,-1.630167162,Mouse-Forebrain
959,-60.23618178,-1.630167162,Mouse-Forebrain
960,-59.68882737,-1.630167162,Mouse-Forebrain
961,-60.91163048,-1.630167162,Mouse-Forebrain
962,-59.90680699,-1.630167162,Mouse-Forebrain
963,-61.67085381,-1.630167162,Mouse-Forebrain
964,-58.19151523,-1.630167162,Mouse-Forebrain
965,-56.32088782,-1.630167162,Mouse-Forebrain
966,-59.09642177,-1.630167162,Mouse-Forebrain
967,-60.44069939,-1.630167162,Mouse-Forebrain
968,-59.25614273,-1.630167162,Mouse-Forebrain
969,-58.76851312,-1.630167162,Mouse-Forebrain
970,-59.82374673,-1.630167162,Mouse-Forebrain
971,-53.01715482,-1.630167162,Mouse-Forebrain
972,-58.86013905,-1.630167162,Mouse-Forebrain
973,-60.51951865,-1.630167162,Mouse-Forebrain
974,-59.66668808,-1.630167162,Mouse-Forebrain
975,-59.90142975,-1.630167162,Mouse-Forebrain
976,-59.17909523,-1.630167162,Mouse-Forebrain
977,-60.24232035,-1.630167162,Mouse-Forebrain
978,-59.88090617,-1.630167162,Mouse-Forebrain
979,-60.71450348,-1.630167162,Mouse-Forebrain
980,-59.73261247,-1.630167162,Mouse-Forebrain
981,-61.72367456,-1.630167162,Mouse-Forebrain
982,-57.09476873,-1.630167162,Mouse-Forebrain
983,-59.89349962,-1.630167162,Mouse-Forebrain
984,-57.94170094,-1.630167162,Mouse-Forebrain
985,-61.05600022,-1.630167162,Mouse-Forebrain
986,-59.80460378,-1.630167162,Mouse-Forebrain
987,-60.15169198,-1.630167162,Mouse-Forebrain
988,-59.70972788,-1.630167162,Mouse-Forebrain
989,-59.76640951,-1.630167162,Mouse-Forebrain
990,-61.77869823,-1.630167162,Mouse-Forebrain
991,-59.30805012,-1.630167162,Mouse-Forebrain
992,-58.86501266,-1.630167162,Mouse-Forebrain
993,-59.75718841,-1.630167162,Mouse-Forebrain
994,-59.43266795,-1.630167162,Mouse-Forebrain
995,-60.35149258,-1.630167162,Mouse-Forebrain
996,-60.41924951,-1.630167162,Mouse-Forebrain
997,-59.06355748,-1.630167162,Mouse-Forebrain
998,-59.95354181,-1.630167162,Mouse-Forebrain
999,-59.32766405,-1.630167162,Mouse-Forebrain
1000,-60.77176923,-1.630167162,Mouse-Forebrain
1001,-59.31841875,-1.630167162,Mouse-Forebrain
1002,-61.93125956,-1.630167162,Mouse-Forebrain
1003,-60.45515584,-1.630167162,Mouse-Forebrain
1004,-60.72867892,-1.630167162,Mouse-Forebrain
1005,-58.08401287,-1.630167162,Mouse-Forebrain
1006,-61.36277768,-1.630167162,Mouse-Forebrain
1007,-59.10171411,-1.630167162,Mouse-Forebrain
1008,-59.9862611,-1.630167162,Mouse-Forebrain
1009,-60.43060124,-1.630167162,Mouse-Forebrain
1010,-60.34666127,-1.630167162,Mouse-Forebrain
1011,-59.46448502,-1.630167162,Mouse-Forebrain
1012,-60.58754773,-1.630167162,Mouse-Forebrain
1013,-60.17693795,-1.630167162,Mouse-Forebrain
1014,-59.03747019,-1.630167162,Mouse-Forebrain
1015,-60.00429803,-1.630167162,Mouse-Forebrain
1016,-61.46900013,-1.630167162,Mouse-Forebrain
1017,-61.93937263,-1.630167162,Mouse-Forebrain
1018,-62.03747039,-1.630167162,Mouse-Forebrain
1019,-57.92238327,-1.630167162,Mouse-Forebrain
1020,-60.19212521,-1.630167162,Mouse-Forebrain
1021,-59.0514701,-1.630167162,Mouse-Forebrain
1022,-58.88878498,-1.630167162,Mouse-Forebrain
1023,-59.3296481,-1.630167162,Mouse-Forebrain
1024,-60.55875972,-1.630167162,Mouse-Forebrain
1025,-60.38257177,-1.630167162,Mouse-Forebrain
1026,-60.59613725,-1.630167162,Mouse-Forebrain
1027,-60.91767725,-1.630167162,Mouse-Forebrain
1028,-61.382087,-1.630167162,Mouse-Forebrain
1029,-60.93695298,-1.630167162,Mouse-Forebrain
1030,-59.28389138,-1.630167162,Mouse-Forebrain
1031,-59.30267587,-1.630167162,Mouse-Forebrain
1032,-61.89806313,-1.630167162,Mouse-Forebrain
1033,-61.42620279,-1.630167162,Mouse-Forebrain
