X.comp1 X.comp2 Y.comp1 Y.comp2
1 -7.39765570204321 -35.6284421873524 -0.0790986185725318 -1.08410602839508
2 -5.11132443628496 -33.1885368786618 -0.0790986185725318 -1.0773818965827
3 -4.09820425542126 -33.1642376464521 -0.0790986185725318 -1.07440229614599
4 -7.04911171543041 -35.2520843984959 -0.0790986185725318 -1.08308095571926
5 -5.26591053641311 -32.7196271606075 -0.0790986185725318 -1.07783653643703
6 -6.10585379782542 -33.526470230264 -0.0790986185725318 -1.08030682116316
7 -8.53149080274082 -36.0015766838575 -0.0790986185725318 -1.08744065307733
8 -1.40794532999715 -26.114240115889 -0.0790986185725318 -1.06649020751084
9 -7.77715074850166 -35.9498345144101 -0.0790986185725318 -1.08522212856515
10 -7.10535083508142 -35.1009401652936 -0.0790986185725318 -1.08324635574646
11 -2.28696742498901 -27.611513734267 -0.0790986185725318 -1.06907542362595
12 -1.65357480708299 -27.2670972225206 -0.0790986185725318 -1.06721260719354
13 -5.8631115756572 -33.0314775460812 -0.0790986185725318 -1.07959291293702
14 -7.21270249316255 -35.5338352286661 -0.0790986185725318 -1.08356207845473
15 -8.1818036050986 -36.3467266900553 -0.0790986185725318 -1.0864122182021
16 -4.9850668455767 -33.5039586643525 -0.0790986185725318 -1.07701057126561
17 5.258330725546 -18.2200828511445 -0.0790986185725318 -1.04688459761233
18 -8.15862029454291 -36.0931265828685 -0.0790986185725318 -1.08634403576574
19 -7.95821140323436 -36.2569202894931 -0.0790986185725318 -1.08575463045002
20 -2.28043827704514 -29.2967869741078 -0.0790986185725318 -1.06905622131172
21 -6.35314682345975 -33.7238921050339 -0.0790986185725318 -1.0810341133651
22 -3.72565648431553 -30.1371373590331 -0.0790986185725318 -1.07330662800864
23 -5.53433914138751 -33.4276444618377 -0.0790986185725318 -1.07862598866957
24 0.4701341234209 -22.4729578466151 -0.0790986185725318 -1.06096674991393
25 -5.74831296097634 -33.51979052802 -0.0790986185725318 -1.0792552886266
26 -5.37996220059292 -33.636326013382 -0.0790986185725318 -1.07817196395572
27 -6.48969423628091 -34.6959216028188 -0.0790986185725318 -1.08143570119106
28 -6.47785528728391 -34.8417779592241 -0.0790986185725318 -1.08140088267864
29 -6.34875451239896 -34.4346423795525 -0.0790986185725318 -1.08102119551764
30 -8.82828461086222 -36.7026663141352 -0.0790986185725318 -1.08831352776387
31 -7.11215366944299 -34.7557409326106 -0.0790986185725318 -1.08326636297623
32 -6.90126957347392 -34.4946019748019 -0.0790986185725318 -1.082646149939
33 -6.91080431267961 -34.6693177646479 -0.0790986185725318 -1.08267419173862
34 -6.86228329020268 -35.0283589233168 -0.0790986185725318 -1.08253149074175
35 -3.45463231149053 -29.2413443052006 -0.0790986185725318 -1.07250954217523
36 -8.82876768059883 -36.7371491966314 -0.0790986185725318 -1.08831494847863
37 -8.63618972793257 -36.4394303663364 -0.0790986185725318 -1.08774857406155
38 -7.47502257595987 -35.1679421167968 -0.0790986185725318 -1.08433356543922
39 -7.05307179944485 -34.3713009311513 -0.0790986185725318 -1.08309260238101
40 -8.59184234963577 -36.5697284477314 -0.0790986185725318 -1.08761814780983
41 -7.81304019749112 -35.8363479112306 -0.0790986185725318 -1.08532767993003
42 -5.52203567153801 -33.6844558181118 -0.0790986185725318 -1.07858980399491
43 -8.03125358036035 -35.4616066158714 -0.0790986185725318 -1.0859694485012
44 -6.09745377093408 -34.4254999295596 -0.0790986185725318 -1.08028211656812
