Dim1,Dim2,Dataset
9.75763896,-1.850068407,Macrophage(Uterus)
5.949591665,-2.063290433,Macrophage(Uterus)
7.807463675,-4.028685646,Macrophage(Uterus)
9.266683607,-1.069841342,Macrophage(Uterus)
8.975702314,-0.989616947,Macrophage(Uterus)
5.515000849,0.255634113,Macrophage(Uterus)
8.497789412,1.393495007,Macrophage(Uterus)
6.130721598,-4.178665714,Macrophage(Uterus)
8.623289137,-2.348598556,Macrophage(Uterus)
8.203687696,-1.90291603,Macrophage(Uterus)
10.84856132,-0.990382449,Macrophage(Uterus)
11.49372485,-0.99599071,Macrophage(Uterus)
10.03403762,-0.217399137,Macrophage(Uterus)
5.101532965,-5.069817142,Macrophage(Uterus)
7.157501726,-4.645821647,Macrophage(Uterus)
6.941524534,0.477495386,Macrophage(Uterus)
1.355114131,-5.952318267,Macrophage(Uterus)
8.803181677,-0.743781106,Macrophage(Uterus)
7.975420027,-4.839719848,NK cell(Uterus)
6.719577818,-5.363973217,NK cell(Uterus)
9.196306257,-5.121006565,NK cell(Uterus)
-0.809192838,-6.567690448,NK cell(Uterus)
6.770968943,-5.196100788,NK cell(Uterus)
10.98758414,-3.600922899,NK cell(Uterus)
8.000620871,-5.24965723,NK cell(Uterus)
11.81849006,-2.375197725,NK cell(Uterus)
7.056572466,-6.088702278,NK cell(Uterus)
-0.589722694,-8.066443042,NK cell(Uterus)
3.502809792,-5.345006065,NK cell(Uterus)
1.874974995,-6.237874584,NK cell(Uterus)
11.38477233,-3.663998441,NK cell(Uterus)
6.764603167,-5.928884105,NK cell(Uterus)
8.513206511,-5.520854549,NK cell(Uterus)
2.95778635,-6.707868652,NK cell(Uterus)
7.754482298,-5.374294834,NK cell(Uterus)
5.264830618,-5.392198162,NK cell(Uterus)
8.389528303,-3.583297567,NK cell(Uterus)
6.397213488,-5.850884037,NK cell(Uterus)
6.355317144,-6.263228492,NK cell(Uterus)
1.5242379,-7.567655639,NK cell(Uterus)
8.011810331,-4.979339199,NK cell(Uterus)
-6.792362185,-4.880208091,NK cell(Uterus)
10.28235343,-4.571242885,NK cell(Uterus)
-3.305536242,-5.745520668,NK cell(Uterus)
1.649464159,-6.498932437,NK cell(Uterus)
9.329224615,-2.920607166,NK cell(Uterus)
3.279146461,-5.940298156,NK cell(Uterus)
4.582310705,-4.823845939,NK cell(Uterus)
5.91254571,-3.693900899,NK cell(Uterus)
7.592305212,-5.468770103,NK cell(Uterus)
2.543692141,-6.951891975,NK cell(Uterus)
6.636230974,-6.057284431,NK cell(Uterus)
4.285382776,-6.209852771,NK cell(Uterus)
2.683804302,-6.393907623,NK cell(Uterus)
-1.631708713,-7.349214153,NK cell(Uterus)
8.502818136,-5.30415924,NK cell(Uterus)
7.049662142,-5.686005668,NK cell(Uterus)
5.830435781,-5.537775592,NK cell(Uterus)
-0.784187944,-6.528524951,NK cell(Uterus)
5.226274996,-5.879127578,NK cell(Uterus)
3.496947556,-6.630114631,NK cell(Uterus)
4.531357794,-4.780932502,NK cell(Uterus)
2.373021393,-6.180976467,NK cell(Uterus)
-1.75643167,-6.104984359,NK cell(Uterus)
1.221662669,-5.484109954,NK cell(Uterus)
2.567065029,-6.262979106,NK cell(Uterus)
6.008279352,-4.52463253,NK cell(Uterus)
6.378319292,-5.961334304,NK cell(Uterus)
13.78553107,-1.229936437,Muscle cell_Mgp high(Uterus)
9.264804869,-1.700433211,Muscle cell_Mgp high(Uterus)
9.460030584,-0.822736637,Muscle cell_Mgp high(Uterus)
8.465102224,1.396456047,Muscle cell_Mgp high(Uterus)
10.1157408,0.900878175,Muscle cell_Mgp high(Uterus)
12.02073005,0.435966982,Muscle cell_Mgp high(Uterus)
13.76331046,0.458461984,Muscle cell_Mgp high(Uterus)
11.8608723,0.615267976,Muscle cell_Mgp high(Uterus)
10.92472747,-2.257372694,Muscle cell_Mgp high(Uterus)
11.62188914,0.208563863,Muscle cell_Mgp high(Uterus)
15.32278541,-0.011185902,Muscle cell_Mgp high(Uterus)
10.76056865,1.974780841,Muscle cell_Mgp high(Uterus)
12.69376948,1.717567606,Muscle cell_Mgp high(Uterus)
14.87199786,1.429074927,Muscle cell_Mgp high(Uterus)
12.91200355,1.852150245,Muscle cell_Mgp high(Uterus)
12.60237697,1.077426239,Muscle cell_Mgp high(Uterus)
15.55058005,1.421733304,Muscle cell_Mgp high(Uterus)
13.09514335,1.833585544,Muscle cell_Mgp high(Uterus)
10.72358706,1.096266075,Muscle cell_Mgp high(Uterus)
12.7672272,0.120330206,Muscle cell_Mgp high(Uterus)
11.49547103,-0.712757961,Muscle cell_Mgp high(Uterus)
10.68007472,-3.331718997,Muscle cell_Mgp high(Uterus)
13.77595046,0.497634305,Muscle cell_Mgp high(Uterus)
9.982605009,-3.568982439,Muscle cell_Mgp high(Uterus)
14.80829432,1.478602453,Muscle cell_Mgp high(Uterus)
15.00310424,0.79879622,Muscle cell_Mgp high(Uterus)
12.36404899,1.273190542,Muscle cell_Mgp high(Uterus)
8.886726408,-5.032389717,Muscle cell_Mgp high(Uterus)
10.65050414,1.931765957,Muscle cell_Mgp high(Uterus)
10.90506175,-1.087438302,Muscle cell_Mgp high(Uterus)
14.36655715,1.632759018,Muscle cell_Mgp high(Uterus)
23.89134315,-15.64427431,Muscle cell_Mgp high(Uterus)
6.212759047,-1.6060396,Muscle cell_Mgp high(Uterus)
12.01556113,-2.816773967,Muscle cell_Mgp high(Uterus)
