Dim1	Dim2	Dataset
3.975232565	1.073338914	Endothelial_mouse
11.67281982	-0.956371796	Endothelial_mouse
11.66372462	-0.935115945	Endothelial_mouse
1.237010979	5.204849112	Endothelial_mouse
11.51872131	0.218440402	Endothelial_mouse
-2.999721086	4.493946421	Endothelial_mouse
-2.768821514	-2.06534518	Endothelial_mouse
-2.297958172	3.135503876	Endothelial_mouse
-2.048412598	-1.860382926	Endothelial_mouse
-4.356236256	2.180160272	Endothelial_mouse
0.764131689	-0.256387841	Endothelial_mouse
-4.908452785	-2.870441329	Endothelial_mouse
4.046119892	1.192190039	Endothelial_mouse
0.605031052	5.467064727	Endothelial_mouse
2.685778343	-1.064204108	Endothelial_mouse
3.607303345	-0.673967135	Endothelial_mouse
11.60890456	-1.100443136	Endothelial_mouse
-3.884407795	-1.132166755	Endothelial_mouse
2.150233471	0.432760257	Endothelial_mouse
0.642212593	-2.439879548	Endothelial_mouse
-1.152469671	-1.36066736	Endothelial_mouse
-4.368972099	0.534138393	Endothelial_mouse
-4.153295792	-2.808832538	Endothelial_mouse
-2.264038122	-2.804829252	Endothelial_mouse
1.853515231	-5.528286111	Endothelial_mouse
-2.373225963	4.591776717	Endothelial_mouse
-1.727899349	-1.469465863	Endothelial_mouse
-3.156343973	-3.40794338	Endothelial_mouse
1.976562702	0.644584167	Endothelial_mouse
-2.538047588	-3.485300195	Endothelial_mouse
2.372463905	0.604294616	Endothelial_mouse
1.44222548	2.912868846	Endothelial_mouse
-1.253638661	2.675538886	Endothelial_mouse
-3.588927544	-3.430589092	Endothelial_mouse
-4.820072449	-2.727057588	Endothelial_mouse
-0.606160677	-1.1940117	Endothelial_mouse
2.398726904	1.716861236	Endothelial_mouse
-2.660101211	-1.791967761	Endothelial_mouse
-2.657438553	-3.627924573	Endothelial_mouse
-3.421650207	-1.046689641	Endothelial_mouse
6.794030392	-1.18463434	Endothelial_mouse
0.827182436	0.650555316	Endothelial_mouse
-1.124162233	-0.930825126	Endothelial_mouse
-5.518710888	2.95545708	Endothelial_mouse
0.591294223	-3.470853936	Endothelial_mouse
1.334345245	-0.842522275	Endothelial_mouse
1.811305606	-0.408025455	Endothelial_mouse
-4.049423492	-0.472805989	Endothelial_mouse
-1.317577994	-1.63886894	Endothelial_mouse
-1.368485725	-1.459857595	Endothelial_mouse
1.422625863	2.706769336	Endothelial_mouse
-4.998361862	-0.875035655	Endothelial_mouse
-4.481470383	-2.320422065	Endothelial_mouse
2.389146173	1.857681501	Endothelial_mouse
4.313209498	-1.698222053	Endothelial_mouse
-0.768868602	-3.65819515	Endothelial_mouse
-3.682009495	-0.633885991	Endothelial_mouse
-1.539570606	-3.369897735	Endothelial_mouse
3.156931841	-0.708793294	Endothelial_mouse
-0.670043743	-2.453610313	Endothelial_mouse
-3.246546066	-3.273266446	Endothelial_mouse
-5.789769447	0.010994244	Endothelial_mouse
-0.927715338	-2.557802331	Endothelial_mouse
0.187625819	-2.861454379	Endothelial_mouse
-5.360099113	0.163651395	Endothelial_mouse
0.742995241	4.167364705	Endothelial_mouse
3.114476883	-0.304625761	Endothelial_mouse
3.728666985	0.824902165	Endothelial_mouse
-4.764193809	-2.725048434	Endothelial_mouse
-1.648561514	-2.499979388	Endothelial_mouse
-2.485291994	-1.692895543	Endothelial_mouse
11.48579284	-1.716454875	Endothelial_mouse
-4.227376736	-0.178884816	Endothelial_mouse
-5.119632519	-0.703302634	Endothelial_mouse
-2.655755318	-0.237907541	Endothelial_mouse
1.158054137	2.582310546	Endothelial_mouse
-2.82936529	-2.71852268	Endothelial_mouse
6.261788094	-1.353091013	Endothelial_mouse
4.766350472	-1.91912831	Endothelial_mouse
-4.821592605	-2.765353811	Endothelial_mouse
-3.276707447	0.150659102	Endothelial_mouse
-1.152995384	-1.465614927	Endothelial_mouse
-3.035661495	1.295543897	Endothelial_mouse
11.68127414	-1.194497597	Endothelial_mouse
-1.47183863	-0.612478149	Endothelial_mouse
2.213054502	-0.917349469	Endothelial_mouse
11.55398055	-1.540376317	Endothelial_mouse
-4.683934009	-2.777960193	Endothelial_mouse
1.093960368	-0.380712998	Endothelial_mouse
1.043426478	-0.582031142	Endothelial_mouse
2.157132828	0.790104616	Endothelial_mouse
-3.174487388	4.817111838	Endothelial_mouse
-2.580293453	-0.871541035	Endothelial_mouse
-2.169721163	3.377842534	Endothelial_mouse
-2.51786927	-2.561702144	Endothelial_mouse
0.435828597	-1.250751149	Endothelial_mouse
6.165486061	-1.673801315	Endothelial_mouse
-1.396784699	-0.866204631	Endothelial_mouse
-3.010696686	-2.370417964	Endothelial_mouse
1.769321167	-4.305394304	Endothelial_mouse
-4.44410733	0.589201577	Endothelial_mouse
1.868474209	-0.435668957	Endothelial_mouse
-2.350533283	3.919152844	Endothelial_mouse
-2.115199364	-0.826584947	Endothelial_mouse
2.2426283	-0.147184682	Endothelial_mouse
-3.782073772	-0.558574211	Endothelial_mouse
-4.803230083	-2.891821277	Endothelial_mouse
-3.827943123	-1.466563356	Endothelial_mouse
-5.48522929	3.073649514	Endothelial_mouse
-1.814956463	0.375413496	Endothelial_mouse
-1.696696318	-1.963956964	Endothelial_mouse
2.330962145	1.507542718	Endothelial_mouse
1.825509274	0.51589116	Endothelial_mouse
1.025390827	5.305702555	Endothelial_mouse
11.50519153	-1.796187532	Endothelial_mouse
-3.684456623	-0.429467869	Endothelial_mouse
-2.845471657	-3.627924573	Endothelial_mouse
0.375595876	0.274176705	Endothelial_mouse
5.538456165	-1.847289455	Endothelial_mouse
2.306684458	1.543517459	Endothelial_mouse
-4.480661667	1.892919886	Endothelial_mouse
-1.426475323	3.699804414	Endothelial_mouse
0.232753509	-3.060823095	Endothelial_mouse
3.972019636	1.006057877	Endothelial_mouse
1.41852554	5.465047705	Endothelial_mouse
-0.84157697	-4.25074352	Endothelial_mouse
4.345304453	-1.537878167	Endothelial_mouse
11.68947383	-0.49569	Endothelial_mouse
0.063881123	-0.067443382	Endothelial_mouse
-2.919396198	4.475511897	Endothelial_mouse
-2.848685062	-0.263086331	Endothelial_mouse
11.57078906	-1.856268775	Endothelial_mouse
11.54365798	-0.440476489	Endothelial_mouse
-3.149020946	-1.922181737	Endothelial_mouse
-2.493596352	-1.802162301	Endothelial_mouse
11.4952428	-1.572563779	Endothelial_mouse
-2.526651895	-2.003012788	Endothelial_mouse
1.73799833	1.563202846	Endothelial_mouse
2.91728779	2.368616569	Endothelial_mouse
0.148823374	5.141433108	Endothelial_mouse
