Dim1 Dim2 Dataset
X18.23 6.63592626848576 0.0289740367430857 rna
X19.23 -14.7794327517474 2.99212108092491 rna
X20.23 11.3815894345319 12.9731915994186 rna
X21.23 -2.70872423848751 -5.09182133240517 rna
X22.23 3.3664732197797 -2.15325369400795 rna
X23.23 -4.48275253972652 -5.56499638123329 rna
X24.23 2.3784783104932 -2.42728318733986 rna
X25.23 11.2166333416974 13.1286500497359 rna
X26.23 -7.49131200513485 -6.57922329468544 rna
X27.23 -1.12401530942562 17.5421184106368 rna
X28.23 5.88179781237003 -0.381484736631472 rna
X29.23 10.3434262494123 13.8697951837081 rna
X30.23 8.0598178128278 1.09248671965782 rna
X31.23 -2.33870277604702 -5.12210382981117 rna
X32.23 9.03202774324772 14.6700051827926 rna
X33.23 -0.963335551830559 -4.61735095543678 rna
X34.23 -3.33948943814877 -5.54082598252114 rna
X35.23 -3.0619604369128 -5.04658045334633 rna
X36.23 6.57246877947208 -0.0126669601898977 rna
X37.23 -0.189578868957786 -3.05047716660317 rna
X38.23 0.601459525016518 -3.07129396958168 rna
X39.23 -11.9546990176165 -8.15388645691689 rna
X40.23 -7.79976079663876 15.8724387689132 rna
X41.23 -3.40134380063656 18.1039756341476 rna
X42.23 -5.13715312680843 -6.18859638733681 rna
X43.23 1.38035752573368 -2.43687774700936 rna
X44.23 -5.43736598691586 18.9300178094405 rna
X45.23 -0.804690458389549 -3.24065055413063 rna
X46.23 -0.956425436350136 17.7399409814376 rna
X47.23 -5.63215396604183 -5.8994723753434 rna
X48.23 -3.02775261602047 -5.39609875244911 rna
X49.23 -6.64919612607601 -6.63585676712807 rna
X0.25 8.03037502565739 14.8754180474776 rna
X1.24 22.8609452466047 1.16437302069847 rna
X2.24 -3.51271889409664 18.0709346337814 rna
X3.24 7.59040214815495 14.9126151605148 rna
X4.24 8.89707996645329 2.35695753531639 rna
X5.24 -5.73223064145687 18.7619403405685 rna
X6.24 8.63780453005192 14.7560380502242 rna
X7.24 7.65660431185123 14.970052103569 rna
X8.24 5.11596061983463 15.7441524072189 rna
X9.24 -1.55930338105801 -5.23494162125405 rna
X10.24 9.58458950319645 3.56693015532676 rna
X11.24 -3.8010904570544 2.69030223326866 rna
X12.24 0.24431564607975 -3.31574859185036 rna
X13.24 8.78822185793278 14.9411920114059 rna
X14.24 -5.90524099073055 18.724163393547 rna
X15.24 7.07862903871891 14.8488067193526 rna
X16.24 9.23066379824039 2.80511079268638 rna
X17.24 -1.43515817126873 17.8539947076339 rna
X18.24 1.54983212747929 -2.7423633532029 rna
X19.24 -2.89843843183163 2.90426741080467 rna
X20.24 7.0093331555402 14.8212979836959 rna
X21.24 7.92218925752995 0.832300524284284 rna
X22.24 8.65851166048405 14.8120158715743 rna
X23.24 5.94704439440128 -0.12190457148369 rna
X24.24 8.65193035402653 1.71435175376121 rna
X25.24 8.84155514040348 2.19166551070396 rna
X26.24 10.4046740750348 13.802059511711 rna
X27.24 2.14249183931706 -8.02298178238686 rna
X28.24 -2.63334367475155 2.72834716277305 rna
X29.24 -5.79340074262264 18.6771663232345 rna
X30.24 -1.4168684860194 0.950535993148725 rna
X31.24 11.5505976895368 12.8102525277633 rna
X32.24 -2.58048401078823 -5.08117546601113 rna
X33.24 -1.80538711747768 17.6645339532394 rna
X34.24 9.12616302767155 14.5341094537276 rna
X35.24 8.54591514864323 14.8463548226852 rna
X36.24 -2.33008728227261 -5.02271189255532 rna
X37.24 8.5220751980817 14.8479302926559 rna
X38.24 -12.0513014574969 5.71538052993004 rna
X39.24 10.9424309948957 13.366141657402 rna
X40.24 -5.14273164472225 18.7343581719894 rna
X41.24 9.30106308260319 14.4141753716964 rna
X42.24 -1.55150864324215 17.5502608819503 rna
X43.24 -1.90590510568264 -5.73446812195595 rna
X44.24 2.298975251106 -8.24231352371987 rna
X45.24 6.56972982683537 -0.110629339645464 rna
X46.24 -3.2320580264056 -5.62319578690346 rna
X47.24 10.4287057141339 13.7940763040084 rna
X48.24 -11.9985804339373 5.7518890901107 rna
X49.24 8.9447636822736 2.37670908408348 rna
X0.26 1.74082758226749 -2.71986498398598 rna
X1.25 8.30793430605289 1.15204368071739 rna
X2.25 -10.0756439944232 -7.77708591980751 rna
X3.25 9.46505405702946 14.4053367181319 rna
X4.25 -9.43338439664486 -8.0160757498246 rna
X5.25 -2.30943153104427 -4.50867499871071 rna
X6.25 -0.997317709537773 -3.79803695244606 rna
X7.25 -11.5359511157 -8.2489916281205 rna
X8.25 9.58800174990055 3.73210177855675 rna
X9.25 -2.06033203801754 -4.2372511820298 rna
X10.25 0.84858240881321 -2.75698318047341 rna
X11.25 -12.7298779269183 -7.77091898484047 rna
X12.25 -7.56653974256161 -7.0913874105912 rna
X13.25 2.15359165468571 -2.4208256201249 rna
X14.25 6.77310898104069 0.164234916736524 rna
X15.25 -0.690145850690632 -3.53997792763527 rna
X16.25 -6.14992854795101 -6.32364286942299 rna
X17.25 -1.9788374682391 17.5939601464767 rna
X18.25 9.24965622225162 3.27238831954185 rna
X19.25 -1.41622010669353 -4.21888412995156 rna
X20.25 5.65415479936954 -0.671027748788554 rna
X21.25 -7.56549260816219 14.4379476113815 rna
X22.25 1.34908356466648 -2.83826484246071 rna
X23.25 9.37806179323551 3.16096768813316 rna
X24.25 0.692078135398598 -3.09698524040993 rna
X25.25 0.404757521537514 -2.95567931694802 rna
X26.25 -7.19757888517025 -7.17226471466835 rna
X27.25 -3.5207178374255 18.0757525964278 rna
X28.25 3.46824266710636 -1.96086825890358 rna
X29.25 -7.64333198270443 14.677399973442 rna
X30.25 -2.00732908448818 -5.45275988144692 rna
X31.25 -12.6123108645404 -8.0000583128434 rna
X32.25 2.76565506258366 -2.4735371069413 rna
X33.25 -1.39471081695202 17.6860507531661 rna
X34.25 6.62791254320499 0.258390168716352 rna
X35.25 0.682933710006447 -2.68373336357887 rna
X36.25 5.88175966539738 15.4164203210372 rna
X37.25 -8.57899234494808 -7.50637020630654 rna
X38.25 -0.246217705818443 -3.88901056809242 rna
X39.25 -14.8872647067035 -8.21793951554115 rna
X40.25 -13.9855847140277 -7.83757700486 rna
X41.25 -4.0964915533984 -5.52440514130409 rna
X42.25 -4.98121116361263 18.6954158349532 rna
X43.25 -12.5694536944354 -7.99117722077187 rna
X44.25 -4.21897552213314 18.3394168420333 rna
X45.25 6.58419134416935 -0.135661502311785 rna
X46.25 11.3414359311139 13.0088094277877 rna
X47.25 7.85629131594059 14.9265330834884 rna
X48.25 9.51812698641178 3.40990243392174 rna
X49.25 -1.05526418289783 17.6350501580733 rna
X0.27 23.8080601910627 -2.52181293530281 rna
X1.26 -5.83581254682186 -6.21969236893471 rna
X2.26 -5.20143077573421 18.8483508630294 rna
X3.26 3.81620266237614 -1.93029286427315 rna
X4.26 8.85126926699039 14.8066495461959 rna
X5.26 -4.60089657506588 -11.2467400030595 rna
X6.26 -14.6222824831927 2.44365725951378 rna
X7.26 8.84726955690739 2.05649505095665 rna
X8.26 -11.712971188637 -8.33972086472328 rna
X9.26 8.2360587338483 1.08698425727073 rna
X10.26 -12.0481915255511 5.7184794946212 rna
X11.26 -4.84853694638851 18.5575221581954 rna
X12.26 7.85687019625065 0.634844522048872 rna
X13.26 -1.51054332456234 17.5576613946456 rna
X14.26 2.79086639681217 -2.3298922972184 rna
X15.26 4.94257833757755 15.6817287011642 rna
X16.26 9.46601059236881 14.3195880456466 rna
X17.26 -0.467673518272667 -4.37021293206032 rna
X18.26 -7.20234391889217 17.3493236108321 rna
X19.26 7.78358223238346 0.977094153930586 rna
X20.26 5.49437382021305 15.5670207543868 rna
X21.26 -13.8850521822894 4.43883548217003 rna
X22.26 -7.16761682233456 17.3820537133712 rna
X23.26 -3.4296362181628 17.9468978448409 rna
X24.26 23.3814034680402 0.916205029060285 rna
X25.26 4.8849582890546 -1.1828200714093 rna
X26.26 9.72080662050602 14.2868541284103 rna
X27.26 9.16792251863834 14.5689490838546 rna
X28.26 -5.59329221448544 18.8066199822921 rna
X29.26 5.15034916200993 -0.841069255898554 rna
X30.26 9.24585487642643 2.72936139540855 rna
X31.26 8.74674083986637 14.7991136117477 rna
X32.26 -5.6309952517474 18.7348350091476 rna
X33.26 9.62074997225162 14.3161805673141 rna
X34.26 6.97985746660587 0.206405858566206 rna
X35.26 8.49429180422184 1.53778562979881 rna
X36.26 23.8049130658185 -2.56327380699928 rna
X37.26 2.31561353006718 -2.58510531945046 rna
X38.26 -5.56037566861752 18.6826633019942 rna
X39.26 22.9393677929914 1.46136246161644 rna
X40.26 -1.77224300107601 17.5393546624679 rna
X41.26 8.50181820192692 1.50225172476951 rna
X42.26 -5.47319314679745 18.8188346429366 rna
X43.26 8.54644634523746 1.60905037360374 rna
X44.26 -1.38754800758007 17.8081153436202 rna
X45.26 -7.5316824694598 -6.70281567139443 rna
X46.26 8.75617935457584 14.7818282647628 rna
X47.26 8.85933830538151 14.707824091484 rna
X48.26 5.02055694856998 15.7010768456954 rna
X49.26 8.75668384828922 14.7778857751388 rna
X0.28 1.96552231111881 -2.74288715882118 rna
X1.27 10.2479901532209 13.9115546746749 rna
X2.27 -12.6702627917254 5.26348243193809 rna
X3.27 9.34576561251041 3.13722310500328 rna
X4.27 -14.80232951841 2.93454895453636 rna
X5.27 8.71356346407291 1.85603175597374 rna
X6.27 -2.33122298917416 -4.65037717385109 rna
X7.27 10.5163541058576 13.7156194253463 rna
X8.27 9.68486549654362 3.58393798308555 rna
X9.27 -13.0277142306292 5.0030687852401 rna
X10.27 7.21219064989445 0.389623503257673 rna
X11.27 -4.05594847402218 18.256540636589 rna
X12.27 5.0603995541608 15.7181647820968 rna
X13.27 -4.64965532025936 18.4604857965011 rna
X14.27 9.60300590792057 3.86585507826988 rna
X15.27 -7.44211576184872 -6.59915413422402 rna
X16.27 6.97980167665836 14.9421084924239 rna
X17.27 -3.0696942587817 -4.91686596436318 rna
X18.27 5.41674663820621 15.6244548364181 rna
X19.27 23.1236996869123 1.14144585566704 rna
X20.27 -5.66481397351864 18.8452037377853 rna
X21.27 -2.78093717298153 17.8337062402267 rna
X22.27 22.5384927014386 1.44451222853843 rna
X23.27 -0.238256373020439 -3.47154941124733 rna
X24.27 -3.20109603604916 17.9584468408126 rna
X25.27 -1.85262761315945 17.7247108026046 rna
X26.27 9.78561641970036 3.37113938765709 rna
X27.27 10.4663310269391 13.7491687341232 rna
X28.27 -5.76901672086361 18.7626040978927 rna
X29.27 11.3474955777204 13.0124410195846 rna
X30.27 10.6303410748517 13.622001032402 rna
X31.27 7.97206928530094 14.8705495400924 rna
X32.27 -0.873040803285866 17.6544173760909 rna
X33.27 7.28260996141788 15.0433553262252 rna
X34.27 8.64678909578678 1.73569975333397 rna
X35.27 1.83258774080631 -2.7020756201249 rna
X36.27 -4.81514785489681 -5.59601749939736 rna
X37.27 -1.03238681754711 17.632158617546 rna
X38.27 11.3820882061994 12.9757092996139 rna
X39.27 -5.19485042295101 18.654547075798 rna
X40.27 3.37327387132999 -2.12088980240639 rna
X41.27 -7.48143241605404 14.3447307153243 rna
X42.27 6.65321495333073 0.0963308616179637 rna
X43.27 11.4063849667585 12.9463866754073 rna
X44.27 9.09332039156315 14.6132463021774 rna
X45.27 -13.5540146609271 -7.55661072296913 rna
X46.27 -11.5368017931903 -8.30496420426186 rna
X47.27 -4.82562539777401 -5.96365799469765 rna
X48.27 -11.7701906939471 -8.24992193741615 rna
X49.27 4.29417135515568 -1.68877508206185 rna
X0.29 11.2532248715436 13.0927899880904 rna
X1.28 -3.48905346593502 -5.35510172409828 rna
X2.28 -7.76900670728329 16.4937938256759 rna
X3.28 -1.07377759418133 17.5821498437423 rna
X4.28 -3.10579822263363 -5.65015186829384 rna
X5.28 -3.99346492490414 -6.04607977433022 rna
X6.28 6.75500871935246 14.9560884042281 rna
X7.28 4.92609216966984 -0.94348694844063 rna
X8.28 -1.31965092620495 -3.61051120323952 rna
X9.28 -13.1321015139544 -7.80842651886757 rna
X10.28 -14.8152098437274 3.23662791686241 rna
X11.28 8.41320850649235 1.06339559989158 rna
X12.28 -5.69538400373104 18.8293765588302 rna
X13.28 6.77181579866764 0.184299926330488 rna
X14.28 5.23201229372379 15.6676906152267 rna
X15.28 -11.7540163775409 -8.02137674851235 rna
X16.28 -7.7219843646014 14.9759458108443 rna
X17.28 9.06980850496647 14.7350982232589 rna
X18.28 -5.47060439786556 -6.03224815888222 rna
X19.28 -0.780803092333107 -3.62783064408119 rna
X20.28 -9.74041507444027 -7.58768858475502 rna
X21.28 -5.55122230252865 18.7991622491378 rna
X22.28 0.611983082679482 -3.33409847779091 rna
X23.28 7.05156233110783 0.240635673572462 rna
X24.28 -7.05564115247372 -7.03554024262245 rna
X25.28 0.0752366403615191 -3.15884031815346 rna
X26.28 -1.1448758622134 -4.3858849005204 rna
X27.28 9.70302917757389 14.2885793252486 rna
X28.28 -12.8745121737445 5.11121259169761 rna
X29.28 -1.77026138505581 -4.38622846169289 rna
X30.28 5.40144159593937 -0.710385548825223 rna
X31.28 23.8125786999738 -2.5611596302491 rna
X32.28 11.195473215965 13.1278499169845 rna
X33.28 -5.44134566983822 -5.90774216217812 rna
X34.28 -12.8618082781756 5.12096152739708 rna
X35.28 8.57640507021305 1.66306386428062 rna
X36.28 -5.48839137754086 -5.7745248274308 rna
X37.28 -12.5384802599871 5.35323319869224 rna
X38.28 10.4680199841535 13.6877702279586 rna
X39.28 -7.1431760569537 -6.64059366745766 rna
X40.28 10.4825158337629 13.7449801965255 rna
X41.28 -15.326707341286 -9.01780666870888 rna
X42.28 -11.9499058505023 -8.27998938126381 rna
X43.28 11.2841801861798 13.0701430840987 rna
X44.28 -3.82783506116512 -5.39917673630532 rna
X45.28 7.38347389498112 14.8167193933028 rna
X46.28 1.49443628588078 -2.64928319020088 rna
X47.28 -0.280658878895073 -3.6484843687516 rna
X48.28 4.10382463732121 -1.81821753544625 rna
X49.28 -11.2913136263812 -8.31479801697548 rna
X0.30 -1.23419860801342 -4.11432494683083 rna
X1.29 -12.3815989275897 -7.99923529190834 rna
X2.29 7.38696529665348 0.451216916610639 rna
X3.29 8.33273365297672 14.7727149529952 rna
X4.29 -4.92240092954281 18.5641845269698 rna
X5.29 -9.47413394651058 -7.61471714539345 rna
X6.29 -0.931871273132591 -3.91580547852333 rna
X7.29 5.0546646336591 15.7044738336105 rna
X8.29 0.540519736198159 -3.15789689583595 rna
X9.29 5.16239549913761 15.7646411462325 rna
X10.29 5.69366075792667 15.5047935052413 rna
X11.29 -3.44326207837704 18.0350554986495 rna
X12.29 8.65738251009342 1.74436269240562 rna
X13.29 1.83063866892216 -2.47153081459816 rna
X14.29 9.18086292543766 2.69526634650413 rna
X15.29 8.8417773465192 14.7351773782272 rna
X16.29 -0.612630677918522 -3.62517656845864 rna
X17.29 8.04267837801334 1.21341035800163 rna
X18.29 10.0854563931501 14.0104974313277 rna
X19.29 4.85877802172062 -1.18812962336357 rna
X20.29 5.49936916628239 15.5737041039962 rna
X21.29 -1.09945721230152 -4.54490866226967 rna
X22.29 7.42526390352604 0.425298552085798 rna
X23.29 2.06272771158573 -2.38939287228401 rna
X24.29 1.50168206491825 -2.79935540718849 rna
X25.29 9.73471119203922 3.97929654555504 rna
X26.29 -13.6903643389666 -7.65324701828774 rna
X27.29 -7.21011588773373 -6.45077528519448 rna
X28.29 3.71732666292545 -1.96934690041359 rna
X29.29 -5.59876105985287 -5.95230450196083 rna
X30.29 -1.82293555936459 17.7250598474044 rna
X31.29 -11.9958281298602 5.76335511641685 rna
X32.29 11.4714188794172 12.8966725869674 rna
X33.29 -1.03738195500019 17.7159293694991 rna
X34.29 0.535257838157387 -3.13524498505409 rna
X35.29 -2.55128047666195 17.8188193841476 rna
X36.29 -4.26453397473934 18.3337272210616 rna
X37.29 -12.9153427859271 5.08348021941368 rna
X38.29 7.94010879793522 1.11232719855491 rna
X39.29 9.03666164675114 2.43700299697105 rna
X40.29 -1.35194829902294 -5.33904137177284 rna
X41.29 9.16535522737858 2.67059574561302 rna
X42.29 -1.4855673094714 17.6876529260177 rna
X43.29 -14.8103718539203 2.85214243369285 rna
X44.29 9.4907841900861 3.08024750189964 rna
X45.29 0.842899463561745 -2.84590711159523 rna
X46.29 -0.311464228245048 -3.79936685128029 rna
X47.29 -5.44651076993588 18.8186191125411 rna
X48.29 9.52192356386539 14.3946069283981 rna
X49.29 8.24809505739567 14.8106473489303 rna
X0.31 -5.02095029554012 18.6261886163253 rna
X1.30 8.60806419649479 14.818269114067 rna
X2.30 8.49817421236393 14.7550796075362 rna
X3.30 -14.7839989443744 3.07121286826317 rna
X4.30 5.73719312944767 -0.441758726666529 rna
X5.30 -11.9623131533587 5.78837190108482 rna
X6.30 7.57374813356754 14.996211390068 rna
X7.30 -1.58337966403606 17.5589755578536 rna
X8.30 6.26065017977116 0.0450033350485972 rna
X9.30 4.98246099748966 15.7065871758956 rna
X10.30 9.11137440004704 14.6496966882247 rna
X11.30 6.81641342440006 15.003701548149 rna
X12.30 -8.37888000211361 -7.29191174073036 rna
X13.30 -12.4896588107074 5.39031873183433 rna
X14.30 6.79526808061954 14.9449618859786 rna
X15.30 -0.634561114522247 -3.8193258242112 rna
X16.30 8.63781692781803 1.80512056784813 rna
X17.30 11.3753152112043 12.9812987847823 rna
X18.30 -6.24370906552914 -6.58633055252846 rna
X19.30 9.42816307344791 3.41469083266441 rna
X20.30 0.0422190050160601 4.98384557204429 rna
X21.30 11.5160498837506 12.8391660256881 rna
X22.30 -4.80851218900326 18.6362060113448 rna
X23.30 5.14529754915592 15.6690696282882 rna
X24.30 -2.42983422479275 17.8282340569991 rna
X25.30 -3.46554444036129 -5.57093157334145 rna
X26.30 11.3232493619001 13.0629752679366 rna
X27.30 -4.29186008176449 -5.61432280106362 rna
X28.30 9.60699798860905 14.3241485162276 rna
X29.30 5.46859504976627 15.5948489709396 rna
X30.30 -5.6402086993182 18.8063510461349 rna
X31.30 8.79317238130924 14.6554683251876 rna
X32.30 -14.8374953051532 2.90629420714561 rna
X33.30 -14.8323387881244 2.74118481116478 rna
X34.30 -5.76219032010677 -6.16894974274452 rna
X35.30 -2.27049265107754 -5.11297001404579 rna
X36.30 5.80673219957706 -0.531160746644098 rna
X37.30 -0.459099822255401 -3.71336235565956 rna
X38.30 5.93179991045353 -0.29687177104767 rna
X39.30 -0.535279378803997 3.74081168608848 rna
X40.30 -1.79250023564938 17.6830962701339 rna
X41.30 4.84879829683659 -1.32970269484337 rna
X42.30 10.6279874066388 13.596737246086 rna
X43.30 -6.28947637281063 18.2034419580001 rna
X44.30 10.3073754529035 13.8749402566451 rna
X45.30 -7.80646226606014 16.0190719171066 rna
X46.30 -7.53578660688046 16.973862032463 rna
X47.30 -7.33611343106869 17.2087596459884 rna
X48.30 5.14814474382755 -0.95714296860512 rna
X49.30 8.44653465547916 14.8376153512496 rna
X0.32 7.28549148836491 14.7745240731734 rna
X1.31 9.40813495912907 3.0649937196273 rna
X2.31 -5.48556277951839 18.7688640161056 rna
X3.31 -0.642654520037203 3.32489667372886 rna
X4.31 9.1680302838361 2.68283257918541 rna
X5.31 11.5597357968366 12.7936223550338 rna
X6.31 -1.74664864740017 17.5425742669601 rna
X7.31 9.14623024263737 14.5751727624435 rna
X8.31 7.65383484163639 14.9080270333785 rna
X9.31 8.27641823091862 1.04470560984794 rna
X10.31 5.1751456479108 15.7443984551925 rna
X11.31 6.99131824770329 14.874460558464 rna
X12.31 -3.18096897801998 17.9333442254562 rna
X13.31 11.0436005810773 13.2808106942672 rna
X14.31 -5.66976688108089 18.7555469079513 rna
X15.31 11.14813091555 13.1910165353316 rna
X16.31 8.39263107576725 14.8378795190353 rna
X17.31 8.93499614992496 2.25093803839866 rna
X18.31 -6.04824207028988 18.4610312982101 rna
X19.31 22.8670087079084 0.991724352409284 rna
X20.31 8.07662441530582 1.00233695941154 rna
X21.31 0.123600981620522 5.09244761901085 rna
X22.31 9.62120487490055 3.69644532637779 rna
X23.31 11.4500270108258 12.903513292839 rna
X24.31 -5.71511886319759 18.6980098290939 rna
X25.31 -14.7355446597064 3.70206628279869 rna
X26.31 -1.60900620422008 17.5999339623946 rna
X27.31 -1.62627968988064 -4.70212187332924 rna
X28.31 22.6005082348859 1.28140948252861 rna
X29.31 -2.04103598794582 -4.47621502442177 rna
X30.31 -1.37467674216869 0.862543444206159 rna
X31.31 6.07856037416813 15.3223613305587 rna
X32.31 2.55298139849064 -2.46355618996437 rna
X33.31 -1.53159729442242 17.7619422479171 rna
X34.31 -14.7628893633807 3.44217524962608 rna
X35.31 8.75344230928776 14.7859643502731 rna
X36.31 8.027166865257 14.8951562448043 rna
X37.31 -7.28031728467587 17.2634662194747 rna
X38.31 7.35128214159367 14.8654016061324 rna
X39.31 9.36074592867252 14.4914363427657 rna
X40.31 5.29373218813297 -0.821901385615427 rna
X41.31 6.36233188906071 0.0579213305014781 rna
X42.31 11.5092988232648 12.8454717202682 rna
X43.31 7.49774410524723 14.9207776589889 rna
X44.31 1.32060267725346 6.48907075362388 rna
X45.31 10.8091025570905 13.4661944909591 rna
X46.31 9.20407535829899 2.78586659865562 rna
X47.31 6.39465000429508 15.160704950859 rna
X48.31 11.2821955899274 13.0634282632369 rna
X49.31 4.93605091371891 15.6860736413497 rna
X0.33 -4.40580961904171 -11.0581804708939 rna
X1.32 -14.7559189578021 3.71062264876549 rna
X2.32 -5.72184655866268 18.7885421319503 rna
X3.32 8.31471969881412 14.8668263955611 rna
X4.32 6.40432693758366 -0.137931425998766 rna
X5.32 -1.86389384469631 17.6784423394698 rna
X6.32 8.5367932538068 1.48897490935509 rna
X7.32 -4.51298282346371 18.4788936181564 rna
X8.32 -6.70242593488338 17.8237670465011 rna
X9.32 8.56190922060368 1.58730922179405 rna
X10.32 -2.43398306569698 17.9005206628341 rna
X11.32 9.45343353548405 3.05300746398155 rna
X12.32 9.50984337129948 3.52159963088218 rna
X13.32 -2.6772234221423 -4.7315503553849 rna
X14.32 -6.69677922925594 17.8274844689864 rna
X15.32 -0.74455748549345 -4.01022448105629 rna
X16.32 9.67456581392643 3.29057608084862 rna
X17.32 8.18065883913395 0.895233969261091 rna
X18.32 0.357116840270729 -3.11999024910744 rna
X19.32 9.28997947969791 2.89242134528343 rna
X20.32 -7.56071326932552 -6.72964205307778 rna
X21.32 -7.7789969225848 16.2245620294112 rna
X22.32 -6.96977756223324 -6.34680428070839 rna
X23.32 -4.0148105402911 -5.69977249665077 rna
X24.32 -5.17171809873226 -6.15094532532509 rna
X25.32 -6.84100434980038 -6.73416580719765 rna
X26.32 -7.38318059644344 -6.38789763016518 rna
X27.32 -10.9418310900653 -8.29123558564003 rna
X28.32 -7.16380164823177 -6.67566265625771 rna
X29.32 -6.56263969144466 -6.66125263733681 rna
X30.32 4.79901077547428 -1.23147656483467 rna
X31.32 -0.623021306862673 -3.57129206223305 rna
X32.32 8.54192211428043 1.61701903777305 rna
X33.32 -0.220088549467354 -3.69405045075234 rna
X34.32 -5.55623672208431 -5.77034725708779 rna
X35.32 -6.9976625224078 -6.64215197129067 rna
X36.32 4.5450358609235 -1.4682800964814 rna
X37.32 7.93724968233463 0.867822985221784 rna
X38.32 -7.23180911740902 -6.83881201309975 rna
X39.32 -7.14277599057796 -6.27459873719032 rna
X40.32 9.59274437227604 3.40136609511558 rna
X41.32 -5.97920558652523 -6.21151318116005 rna
X42.32 -9.33121154508236 -7.56110395951088 rna
X43.32 8.43349983492252 1.43581924872581 rna
X44.32 -4.66682765683773 -5.65405525727089 rna
X45.32 -6.45401475629452 -6.18452276749428 rna
X46.32 -0.92345253429058 -4.03588594956215 rna
X47.32 -3.67524192533138 -5.60455431504067 rna
X48.32 -7.10759160718563 -6.57217087311562 rna
X49.32 -7.6899380465472 -6.94384350342568 rna
X0.34 -12.0327715655291 5.72905335860435 rna
X1.33 11.594793818382 12.7719758554 rna
X2.33 9.70254184999821 14.3036893411178 rna
X3.33 10.532200358299 13.7052386804122 rna
X4.33 8.0747046689069 14.9094699426192 rna
X5.33 7.29161121645329 0.37569508986656 rna
X6.33 -4.04576513967159 18.2616542382735 rna
X7.33 -5.35107896527889 18.8266795678634 rna
X8.33 -6.06365535459164 18.4459689660567 rna
X9.33 -1.74970243177059 17.775354723503 rna
X10.33 -1.38099769553783 17.6642955346603 rna
X11.33 -3.32876656255367 18.0217956109542 rna
X12.33 -1.95177755555752 17.7052005334396 rna
X13.33 10.7895484189069 13.4835570855636 rna
X14.33 -1.25850252112987 17.7163280053634 rna
X15.33 -1.15316955051067 17.7280524774093 rna
X16.33 8.98616745272037 2.37022982077781 rna
X17.33 -5.39701125821713 18.6431525750655 rna
X18.33 -7.84755037030819 16.3018973870773 rna
X19.33 -1.03280366263035 17.6701625390548 rna
X20.33 7.29477360048649 0.339459995796125 rna
X21.33 -2.71559736928585 17.8941405816573 rna
X22.33 7.04815962114689 0.262440363933485 rna
X23.33 -7.53832957944515 14.4278033776778 rna
X24.33 0.544344685462685 -3.20777716202553 rna
X25.33 -3.9661671896899 18.1727202935714 rna
X26.33 9.80884315767643 3.77101502852623 rna
X27.33 9.60854007997868 3.6541689439315 rna
X28.33 7.27032043733952 0.275373558570783 rna
X29.33 -1.9316384573901 17.8018325372237 rna
X30.33 4.06473972597477 -1.8289671139222 rna
X31.33 -7.06471011838558 -6.51946701569374 rna
X32.33 7.82030632295963 0.899852137138288 rna
X33.33 -5.29761598310116 18.7826560540694 rna
X34.33 9.18875839510319 2.6716147466201 rna
X35.33 0.178285441783638 -3.32804789109047 rna
X36.33 -7.70812699994686 16.7213347955245 rna
X37.33 7.89638569155094 0.922702173759382 rna
X38.33 -0.778793685647278 -3.71791519684609 rna
X39.33 8.13992264070866 0.865217070152204 rna
X40.33 -6.78514287671688 -6.92800011200722 rna
X41.33 -0.490248762580185 -4.37335838837441 rna
X42.33 -4.55809161862972 -5.86731638474282 rna
X43.33 -0.230694778772621 -3.30589069886025 rna
X44.33 -5.56806705197933 -5.82724680466469 rna
X45.33 -6.93842265805843 -6.64904465241249 rna
X46.33 -3.76598165235165 -5.32495321793373 rna
X47.33 -0.802170165392189 -3.86389340920265 rna
X48.33 0.178842566398354 -3.50296701950844 rna
X49.33 2.05315687456486 -2.59296264214333 rna
X0.35 -7.71312902173641 16.4924682183761 rna
X1.34 0.28962495127079 -3.43597735924538 rna
X2.34 -6.70857808789852 -6.78392805619057 rna
X3.34 -0.335718133064537 -3.93750156922157 rna
X4.34 -5.5204953928912 18.5854857965011 rna
X5.34 -2.60767731866482 -5.42068352265175 rna
X6.34 8.26253750124332 1.08803449111168 rna
X7.34 11.4746566037214 12.8862336679 rna
X8.34 -7.65771291455868 14.6811908288497 rna
X9.34 -4.03380320272091 18.2573493524093 rna
X10.34 0.72191836634037 -3.22318496269997 rna
X11.34 6.96629764833805 14.9567855401534 rna
X12.34 -3.95929501256588 2.50899491744224 rna
X13.34 -0.791486792775421 -3.46032061142739 rna
X14.34 -5.32418725690487 -5.70647444290932 rna
X15.34 -7.58642194471004 16.8931411309737 rna
X16.34 -7.50985429486874 17.013973574211 rna
X17.34 -3.07179210385921 -5.41568102402504 rna
X18.34 9.78780987062809 3.99401174025718 rna
X19.34 -0.140428044410972 -3.47195758385475 rna
X20.34 -14.3404955645526 4.12895951705162 rna
X21.34 8.57361271181461 1.62422500090782 rna
X22.34 -3.12681791982296 -5.10626234574135 rna
X23.34 -2.77583644590023 -4.98068775696572 rna
X24.34 0.100177488712044 -3.44610156578835 rna
X25.34 7.82393219271061 0.724786142875593 rna
X26.34 4.0476165036237 -1.79772378964241 rna
X27.34 0.0702843884503558 -3.40110578102883 rna
X28.34 9.05096199312565 2.29301915602867 rna
X29.34 -14.0012163897479 -7.86986364884194 rna
X30.34 -13.0037684222186 -7.89981092972573 rna
