Dim1 Dim2 Dataset
X28.7 23.299326441673 1.91491136985008 rna
X29.7 -13.1098122378314 -7.87330402893837 rna
X30.7 -10.0992874880755 -8.32376017136391 rna
X31.7 -2.17633257112148 -4.35800995392616 rna
X32.7 -9.68894050321224 -8.2875772909623 rna
X33.7 22.9446854809797 1.25127587752525 rna
X34.7 -2.47680661878231 -4.90045322937782 rna
X35.7 -1.44504699906948 -4.2450853781205 rna
X36.7 2.32881619730351 -2.12098707718666 rna
X37.7 23.5351796368634 1.55487356620018 rna
X38.7 -4.11729953488949 -5.2433010534745 rna
X39.7 -9.31127879819515 -8.1964866117936 rna
X40.7 -8.73832080564144 -7.80642666382607 rna
X41.7 -1.65374348363522 -4.48253502411659 rna
X42.7 2.46654703417179 -2.01515879196938 rna
X43.7 23.2604184369123 1.55374012427513 rna
X44.7 -13.8412813921893 -7.92355932755287 rna
X45.7 6.41656162538883 -0.18744583887871 rna
X46.7 -1.45485810241344 -3.87146033806618 rna
X47.7 -9.16855857572201 -8.31120361847695 rna
X48.7 4.59722521105167 -1.291445334385 rna
X49.7 -1.3604315300906 -4.17945398850258 rna
X0.9 23.3213982800519 1.40958676772301 rna
X1.8 0.0807675937688067 -2.87054767174538 rna
X2.8 -0.235271104189186 -3.03062905831154 rna
X3.8 22.922653696922 1.85342798667137 rna
X4.8 -12.6163935442889 -7.78913559479531 rna
X5.8 23.3974843243634 1.6313942475814 rna
X6.8 22.6640534619367 1.93680320220176 rna
X7.8 -1.81562469205502 -4.13661684555824 rna
X8.8 22.9939007977521 1.60326347785179 rna
X9.8 -9.95552871427181 -8.22372259659584 rna
X10.8 -11.324938275429 -8.49018110794838 rna
X11.8 -3.21809790334347 -4.92939581436928 rna
X12.8 -1.35993448695782 -3.64541377587136 rna
X13.8 5.66836597719547 -0.420128364990313 rna
X14.8 0.386518023399086 -2.95399941963967 rna
X15.8 5.31018020906803 -0.695762815828282 rna
X16.8 23.2401967267072 1.92740903334801 rna
X17.8 7.53351261415836 0.408467273284834 rna
X18.8 -2.57309673032406 -4.78714670700844 rna
X19.8 -10.9682364245379 -8.29308332962807 rna
X20.8 -13.675186612221 -7.58130421204384 rna
X21.8 23.0964417676007 1.42978678183739 rna
X22.8 22.9433579663312 1.99245129065697 rna
X23.8 -3.07127783498409 -5.17470516724404 rna
X24.8 22.7384400586164 1.61369882064049 rna
X25.8 -2.28332171640041 -4.90968193573769 rna
X26.8 22.6039509991681 1.58836470084373 rna
X27.8 -2.07998440465572 -4.48871078057106 rna
X28.8 -0.543011561545162 -3.37924303574379 rna
X29.8 5.94711782732365 -0.26285420818146 rna
X30.8 -11.3125118990863 -8.2978254751664 rna
X31.8 -7.08427808484676 -6.04168619675453 rna
X32.8 -9.48983237943295 -8.15271153015907 rna
X33.8 -5.74246404370907 -5.81630625290688 rna
X34.8 -14.665405728432 -8.27989067597206 rna
X35.8 22.85880329409 1.93360195594017 rna
X36.8 23.1380143384015 1.85428176360313 rna
X37.8 1.1255623320615 -2.33026434941109 rna
X38.8 6.37097885408756 0.0697840853232554 rna
X39.8 -1.94062743386867 -5.70174660248574 rna
X40.8 -2.20112297734859 -4.8882943586808 rna
X41.8 -2.32522986135128 -4.7397200064164 rna
X42.8 -13.1001457949603 -7.92631592316445 rna
X43.8 -5.46211145124081 -5.80355753464516 rna
X44.8 6.34530927935001 0.0713711781996897 rna
X45.8 22.9038720349347 1.73262701468651 rna
X46.8 -3.39217970571163 -5.04175676865395 rna
X47.8 -9.01749465665463 -8.09233727021034 rna
X48.8 -7.28338859281185 14.1014522119064 rna
X49.8 -13.4579825182879 -7.63416780991371 rna
X0.10 -14.195959546181 -7.90954317612465 rna
X1.9 -1.37217209539059 -4.1917520956498 rna
X2.9 -6.87943217954281 -5.95601620240029 rna
X3.9 11.2209172467267 13.1263936563033 rna
X4.9 1.49892999925968 -2.36134817166146 rna
X5.9 7.4166875103986 0.448438028861921 rna
X6.9 0.0275923828160479 -2.79315747780617 rna
X7.9 -5.44376228055599 -5.635748048256 rna
X8.9 -0.77243270775917 -3.39687623543556 rna
X9.9 8.15496971407291 1.10139701800529 rna
X10.9 -9.76063583097103 -8.34392752213295 rna
X11.9 -7.00502536496761 -6.09521402878578 rna
X12.9 5.94168236055729 15.3742488427657 rna
X13.9 -14.2506460925067 -7.90243448777016 rna
X14.9 -3.27867505750301 -5.25838722748574 rna
X15.9 -2.55681321820858 -4.72492804093178 rna
X16.9 -15.1754679461444 -8.83140339417275 rna
X17.9 -0.59430241263154 -3.71506919426735 rna
X18.9 4.69604399004337 -1.19074960512932 rna
X19.9 23.2635121563947 1.42011962371055 rna
X20.9 -4.48418042859676 18.456039766838 rna
X21.9 -0.88951060971859 -3.78190316719826 rna
X22.9 -12.0935730715716 -8.15586533112343 rna
X23.9 6.01474907198307 -0.333023716638643 rna
X24.9 -13.2439293642962 -7.65182604355629 rna
X25.9 -1.94515714845303 17.5481933160323 rna
X26.9 9.47191192903873 3.66519103484337 rna
X27.9 -5.39290521344784 18.5491851373214 rna
X28.9 -5.47147414884213 -5.61260571045693 rna
X29.9 -1.32650164565685 17.7418883843917 rna
X30.9 2.04244758882877 -2.17774869961556 rna
X31.9 -3.48597524366024 -5.16047682328041 rna
X32.9 0.800646088508339 -2.55239333672341 rna
X33.9 -2.83755133351925 -4.98127378983315 rna
X34.9 -7.80166862210873 15.7000983758468 rna
X35.9 -5.84046933850887 -5.95039953751381 rna
X36.9 -7.61223027906063 -6.48743643326576 rna
X37.9 -1.81382749280575 -4.25045241875466 rna
X38.9 -7.48079869947079 -6.47186531586464 rna
X39.9 -11.4368290682757 -8.26703085465248 rna
X40.9 4.21168377199528 -1.75613154930886 rna
X41.9 -14.9104752322161 -8.20494856400307 rna
X42.9 -2.02082107267025 -5.51371254486855 rna
X43.9 -13.5580038805926 -7.6800366835099 rna
X44.9 -3.92451570233944 18.2954982324142 rna
X45.9 22.8126702527082 1.5253528161544 rna
X46.9 -1.37564257583263 -4.24799503845986 rna
X47.9 1.38791610994694 -2.3962803081971 rna
X48.9 23.0811753491437 1.73907075362388 rna
X49.9 -9.26987121305111 -8.21001686615761 rna
X0.11 5.50301554003117 15.6268886132735 rna
X1.10 -7.70145509442928 -6.24657883209999 rna
X2.10 -1.83282778463009 17.5712684197921 rna
X3.10 -5.21829745969418 18.697437624504 rna
X4.10 7.59286072054264 0.815438727905195 rna
X5.10 22.8647866467511 1.0075727506179 rna
X6.10 -4.17850706777218 18.3355392022628 rna
X7.10 11.5345225552594 12.7714780374068 rna
X8.10 0.225873015311928 -2.67689158482369 rna
X9.10 0.4718096474683 -2.55951811833199 rna
X10.10 1.87856485643742 -2.10317935509499 rna
X11.10 -12.8089318057025 5.15831981139366 rna
X12.10 -1.93989882669094 -4.75346197647865 rna
X13.10 0.171165726569863 -2.84570517105873 rna
X14.10 -9.60717914304379 -8.25345243973549 rna
X15.10 -11.2021870394671 -8.14130129380043 rna
X16.10 23.4938435772931 1.62412414984886 rna
X17.10 9.67853214540836 3.94619594054405 rna
X18.10 -5.1772975703204 18.7361758752364 rna
X19.10 9.40602352419254 3.48303065734093 rna
X20.10 -7.69700000486019 -6.59421505493935 rna
X21.10 -12.4583134432757 5.41391549544517 rna
X22.10 8.75796367922184 14.7863153024215 rna
X23.10 8.57270481386539 1.55853925185386 rna
X24.10 -4.98896501264217 18.5948585076827 rna
X25.10 -13.933264233681 4.41451011138145 rna
X26.10 9.80172493257877 3.99674497084801 rna
X27.10 5.95059635439274 -0.237890173624117 rna
X28.10 8.18864776888248 14.8978742166061 rna
X29.10 9.6219458798444 3.82839808898155 rna
X30.10 7.62007381716129 0.903218488265913 rna
X31.10 -6.27283857068661 -6.02567305130776 rna
X32.10 8.3959355572736 1.38489160971824 rna
X33.10 9.30641987123844 14.5005992455978 rna
X34.10 -5.47808168134335 -5.78711428208168 rna
X35.10 9.42474224367496 3.58118281798546 rna
X36.10 8.9690385083234 14.7269929452438 rna
X37.10 22.8230519513166 1.2534714742202 rna
X38.10 5.31656505861637 -0.595479180048067 rna
X39.10 2.02282526293156 -2.14709200424965 rna
X40.10 -3.74946830472591 18.1184638543624 rna
X41.10 5.13268186846134 -0.715417693312127 rna
X42.10 -2.68839118680599 -4.92818846268471 rna
X43.10 2.08841397562382 -2.05345823330696 rna
X44.10 7.99810650148746 1.1158628268737 rna
X45.10 -4.62316463193539 -5.60998930496987 rna
X46.10 -14.7542395373309 3.46224532561485 rna
X47.10 -0.600099141287236 -4.71295132202919 rna
X48.10 8.92600681581852 14.7294190927047 rna
X49.10 -7.71233651837948 14.9508689446944 rna
X0.12 -12.2377886553729 -8.02425493759926 rna
X1.11 -7.32887170514706 -6.30341543717201 rna
X2.11 6.45068743028996 0.167689005901258 rna
X3.11 -5.55051372251156 18.7014068170089 rna
X4.11 -7.62679288587215 16.8105052514571 rna
X5.11 7.73451664247868 14.938576082756 rna
X6.11 22.757032893089 1.25325653987114 rna
X7.11 5.18392803469059 15.7747233911056 rna
X8.11 9.41230633058903 3.35176835494224 rna
