Dim1,Dim2,Dataset
10.67096123,-2.479207003,GM_human
0.750366836,-10.58984133,GM_human
0.505320756,-10.49161955,GM_human
10.61230931,-2.43936106,GM_human
10.65848049,-2.321654761,GM_human
10.70441326,-2.520287478,GM_human
10.71462235,-2.425718272,GM_human
10.65172371,-2.49871918,GM_human
0.009671568,3.663858211,GM_human
-0.109467637,-9.922164405,GM_human
10.70073208,-2.503219807,GM_human
10.71236977,-2.525880778,GM_human
-0.065957223,-8.679496253,GM_human
10.72054371,-2.557246888,GM_human
10.72039398,-2.543287957,GM_human
10.52927574,-2.385559285,GM_human
10.48980603,-2.35455724,GM_human
10.63348183,-2.450631583,GM_human
16.24158749,0.405363344,GM_human
8.971544116,7.910218751,GM_human
-0.097007522,-4.60470196,GM_human
-0.104878264,-9.219773734,GM_human
9.400427668,-6.041728938,GM_human
-0.537453563,0.04070977,GM_human
10.72954449,-2.564880574,GM_human
10.73819527,-2.557213748,GM_human
0.589605777,-10.56641146,GM_human
10.67061695,-2.46111747,GM_human
-4.964814813,-2.787429536,GM_human
10.73480686,-2.527711117,GM_human
-5.805603178,3.380344903,GM_human
10.71602234,-2.538302863,GM_human
10.62038883,-2.433121884,GM_human
10.77980217,-2.589359963,GM_human
10.71429142,-2.550753796,GM_human
1.492466657,-9.339489424,GM_human
10.62935814,-2.450741255,GM_human
0.366166143,-10.41753432,GM_human
-0.913842709,-9.516704047,GM_human
0.067298277,-9.873534644,GM_human
3.684147208,-7.498214686,GM_human
0.792490988,-10.68321749,GM_human
10.81861672,-2.624157632,GM_human
1.845926611,-8.989963019,GM_human
10.65045532,-2.478789294,GM_human
10.66911206,-2.465860808,GM_human
10.59173474,-2.530101979,GM_human
-0.238525153,-9.865042174,GM_human
10.50553021,-2.336878979,GM_human
0.558341532,-10.54358336,GM_human
0.987642138,-9.786630118,GM_human
10.80587181,-2.621194089,GM_human
-3.717069061,1.006140387,GM_human
0.323909997,-10.05159422,GM_human
6.328115313,2.912831342,GM_human
-0.749369652,-9.620402777,GM_human
10.50292572,-2.350620473,GM_human
0.361827492,-10.33120962,GM_human
10.60284218,-2.586109841,GM_human
10.72813973,-2.531406605,GM_human
-0.15095104,-10.02193781,GM_human
10.54475674,-2.35514828,GM_human
0.001492887,-10.23048826,GM_human
0.735999911,-10.69796129,GM_human
10.65466389,-2.566039527,GM_human
0.095230534,-10.13048121,GM_human
10.56822094,-2.394410098,GM_human
10.52414879,-2.323279822,GM_human
-0.022113533,-9.820327246,GM_human
10.66912159,-2.479075635,GM_human
1.809018343,-9.040236914,GM_human
10.62884602,-2.414855683,GM_human
4.338224738,-3.224259102,GM_human
-0.143420221,-9.987209761,GM_human
10.69874939,-2.487754548,GM_human
0.767156451,-10.07177683,GM_human
-0.716767878,-9.514103377,GM_human
0.146462454,-10.19714495,GM_human
10.74798855,-2.621983254,GM_human
0.225025265,3.552143133,GM_human
0.473574011,-10.27427908,GM_human
-0.407848985,-9.774206603,GM_human
0.08583854,-10.02702185,GM_human
10.68376431,-2.487065756,GM_human
10.69721588,-2.562819922,GM_human
10.6235989,-2.525373662,GM_human
0.083070173,-9.1366696,GM_human
10.64890274,-2.44635793,GM_human
10.6666182,-2.504361117,GM_human
-0.2044952,-9.307191336,GM_human
-0.725977571,-3.760216677,GM_human
5.825748293,-1.699135029,GM_human
10.76471314,-2.573593819,GM_human
-4.115748079,1.41701225,GM_human
6.544416754,-1.780630314,GM_human
0.389671176,-10.49652334,GM_human
10.68683037,-2.472875083,GM_human
10.63261399,-2.470247233,GM_human
10.6011208,-2.430360758,GM_human
10.71751866,-2.550851548,GM_human
-7.973100812,-9.141981566,Stromal cell_Ccl11 high(Uterus)
-8.690761716,-8.029283965,Stromal cell_Ccl11 high(Uterus)
-8.424976499,-7.546247924,Stromal cell_Ccl11 high(Uterus)
-7.650490911,-7.762756789,Stromal cell_Ccl11 high(Uterus)
-8.769337804,-8.106988394,Stromal cell_Ccl11 high(Uterus)
-8.337831647,-8.5641379,Stromal cell_Ccl11 high(Uterus)
-7.659166009,-8.88365885,Stromal cell_Ccl11 high(Uterus)
-8.786338956,-7.925755942,Stromal cell_Ccl11 high(Uterus)
-6.99537483,-8.036345923,Stromal cell_Ccl11 high(Uterus)
-8.539805562,-8.371538603,Stromal cell_Ccl11 high(Uterus)
-8.947235258,-7.743375266,Stromal cell_Ccl11 high(Uterus)
-7.741446168,-8.577958548,Stromal cell_Ccl11 high(Uterus)
-8.566319616,-8.212666953,Stromal cell_Ccl11 high(Uterus)
-8.051697404,-8.61596247,Stromal cell_Ccl11 high(Uterus)
-8.207777173,-8.328889334,Stromal cell_Ccl11 high(Uterus)
-8.16918102,-8.73891207,Stromal cell_Ccl11 high(Uterus)
-8.700697095,-8.121203864,Stromal cell_Ccl11 high(Uterus)
-7.488575132,-8.697633231,Stromal cell_Ccl11 high(Uterus)
-7.728459508,-8.597657645,Stromal cell_Ccl11 high(Uterus)
-8.581924589,-8.440437758,Stromal cell_Ccl11 high(Uterus)
-8.283563764,-9.036874259,Stromal cell_Ccl11 high(Uterus)
-8.621660383,-8.379126036,Stromal cell_Ccl11 high(Uterus)
-8.204814107,-8.968480551,Stromal cell_Ccl11 high(Uterus)
-8.202896268,-8.611718619,Stromal cell_Ccl11 high(Uterus)
-8.711762578,-8.204606497,Stromal cell_Ccl11 high(Uterus)
-8.605986745,-8.181286299,Stromal cell_Ccl11 high(Uterus)
-7.390081079,-8.407592261,Stromal cell_Ccl11 high(Uterus)
-8.357744367,-8.252081359,Stromal cell_Ccl11 high(Uterus)
-6.301464708,-9.422108138,Stromal cell_Ccl11 high(Uterus)
-8.614875944,-8.328313315,Stromal cell_Ccl11 high(Uterus)
-8.424196393,-8.695625746,Stromal cell_Ccl11 high(Uterus)
-7.583623559,-9.834930861,Stromal cell_Ccl11 high(Uterus)
-6.408286722,-9.449675048,Stromal cell_Ccl11 high(Uterus)
-8.178604276,-7.993770087,Stromal cell_Ccl11 high(Uterus)
-6.436689527,-9.176005805,Stromal cell_Ccl11 high(Uterus)
-8.531349332,-7.701117957,Stromal cell_Ccl11 high(Uterus)
-7.962564142,-9.161212409,Stromal cell_Ccl11 high(Uterus)
-8.331130178,-8.906417334,Stromal cell_Ccl11 high(Uterus)
-7.112070234,-9.476925337,Stromal cell_Ccl11 high(Uterus)
-8.454053075,-8.546892607,Stromal cell_Ccl11 high(Uterus)
-8.722040327,-7.936542952,Stromal cell_Ccl11 high(Uterus)
-6.421430261,-9.190639937,Stromal cell_Ccl11 high(Uterus)
-7.767772825,-8.983475173,Stromal cell_Ccl11 high(Uterus)
-7.83974138,-9.047360861,Stromal cell_Ccl11 high(Uterus)
-8.246774824,-8.324405158,Stromal cell_Ccl11 high(Uterus)
-8.450787694,-8.086109603,Stromal cell_Ccl11 high(Uterus)
-8.268089445,-8.483393157,Stromal cell_Ccl11 high(Uterus)
-8.240201147,-8.359783614,Stromal cell_Ccl11 high(Uterus)
-8.783966215,-8.154061759,Stromal cell_Ccl11 high(Uterus)
-8.257106931,-8.281614745,Stromal cell_Ccl11 high(Uterus)
0.42386946,-10.49869295,Endothelial cell_Tm4sf1 high(Uterus)
0.811304598,-10.18312594,Endothelial cell_Tm4sf1 high(Uterus)
-5.247410448,-7.171113932,Endothelial cell_Tm4sf1 high(Uterus)
0.774492471,-10.04087397,Endothelial cell_Tm4sf1 high(Uterus)
0.981328933,-9.710745299,Endothelial cell_Tm4sf1 high(Uterus)
1.862076728,-8.977967703,Endothelial cell_Tm4sf1 high(Uterus)
0.658707349,-9.908787215,Endothelial cell_Tm4sf1 high(Uterus)
0.84066674,-9.866326773,Endothelial cell_Tm4sf1 high(Uterus)
0.428836076,-10.05282351,Endothelial cell_Tm4sf1 high(Uterus)
