1,-60.34904678,-2.341613286,-1.417726681,-0.021202708,Human-GM
2,-70.21936832,0.193948798,-1.417726681,-0.052300046,Human-GM
3,-35.7631682,6.846105537,-1.417726681,0.05625732,Human-GM
4,-66.78587003,-1.899585589,-1.417726681,-0.0414825,Human-GM
5,-27.87884289,3.075772049,-1.417726681,0.081097598,Human-GM
6,-81.35409752,-11.08746681,-1.417726681,-0.087381014,Human-GM
7,-62.90650986,-3.436433424,-1.417726681,-0.029260226,Human-GM
8,-27.12563532,2.088191914,-1.417726681,0.083470647,Human-GM
9,-17.60035937,3.085728925,-1.417726681,0.113480888,Human-GM
10,-48.12710644,-1.902878676,-1.417726681,0.017303618,Human-GM
11,-39.64736647,3.344654439,-1.417726681,0.044019804,Human-GM
12,-80.504819,5.270405891,-1.417726681,-0.084705286,Human-GM
13,-33.01793518,-1.315293407,-1.417726681,0.064906425,Human-GM
14,-22.91451871,5.878191014,-1.417726681,0.09673815,Human-GM
15,-22.17864589,4.640863309,-1.417726681,0.099056583,Human-GM
16,-30.97109129,3.916357921,-1.417726681,0.071355191,Human-GM
17,-10.89513782,3.872135697,-1.417726681,0.134606293,Human-GM
18,-45.75920644,-3.674805361,-1.417726681,0.0247639,Human-GM
19,-22.7022112,2.230525108,-1.417726681,0.097407044,Human-GM
20,-18.99061448,3.648791874,-1.417726681,0.109100764,Human-GM
21,-20.40520209,4.246819379,-1.417726681,0.104643978,Human-GM
22,-52.59349623,-6.368359035,-1.417726681,0.003231854,Human-GM
23,-14.41051818,4.903876223,-1.417726681,0.12353077,Human-GM
24,-14.26072668,3.627576981,-1.417726681,0.124002702,Human-GM
25,-12.30154674,3.785386317,-1.417726681,0.130175275,Human-GM
26,-12.3322573,2.634963715,-1.417726681,0.130078519,Human-GM
27,-18.45408065,5.87156583,-1.417726681,0.110791162,Human-GM
28,-71.08413925,2.350207271,-1.417726681,-0.055024585,Human-GM
29,-17.6356678,3.865298523,-1.417726681,0.113369646,Human-GM
30,-52.97720616,2.479461573,-1.417726681,0.002022941,Human-GM
31,-3.791475259,4.576276945,-1.417726681,0.156987023,Human-GM
32,2.782499022,6.588920203,-1.417726681,0.177698922,Human-GM
33,-14.4384538,5.050438396,-1.417726681,0.123442757,Human-GM
34,-71.98550233,0.812350316,-1.417726681,-0.05786441,Human-GM
35,-30.63790243,1.650088938,-1.417726681,0.072404933,Human-GM
36,-46.46102549,2.162531254,-1.417726681,0.022552756,Human-GM
37,-81.32491964,0.563878525,-1.417726681,-0.087289087,Human-GM
38,-48.15914205,-0.557661987,-1.417726681,0.017202687,Human-GM
