,0,1,
0,12.163929,11.110568,Human-GM
1,12.458345,-3.8361816,Human-GM
2,13.520955,0.7427642,Human-GM
3,11.916496,11.157908,Human-GM
4,17.23456,-1.0715941,Human-GM
5,-3.2591789,6.6844034,Human-GM
6,12.45329,-1.6448449,Human-GM
7,17.257614,-1.0711216,Human-GM
8,24.355898,5.0172057,Human-GM
9,12.018148,0.8049003,Human-GM
10,13.370785,0.80942404,Human-GM
11,-3.8127158,6.5819707,Human-GM
12,14.670818,0.74569577,Human-GM
13,25.27619,0.092617966,Human-GM
14,25.419214,0.8783408,Human-GM
15,16.414045,0.027589994,Human-GM
16,24.846338,8.359624,Human-GM
17,6.476381,3.6626735,Human-GM
18,25.431093,0.9212734,Human-GM
19,24.19125,4.63293,Human-GM
20,16.053438,3.712919,Human-GM
21,13.259463,4.7523475,Human-GM
22,24.74732,6.9002323,Human-GM
23,24.812809,7.1503143,Human-GM
24,24.883532,8.020576,Human-GM
25,24.862917,7.34423,Human-GM
26,24.245668,4.432743,Human-GM
27,-0.33049846,5.938663,Human-GM
28,19.81563,4.6672964,Human-GM
29,11.173299,0.6830706,Human-GM
30,23.918627,10.729378,Human-GM
31,23.169847,12.5507145,Human-GM
32,24.876692,7.024326,Human-GM
33,10.732266,-3.4758787,Human-GM
34,16.434206,0.055993617,Human-GM
35,11.769269,2.6364813,Human-GM
36,-3.1144233,6.2467666,Human-GM
37,13.609234,-0.95405847,Human-GM
38,-2.7083511,7.2199836,Human-GM
39,3.5853922,4.627192,Human-GM
40,23.844046,10.924621,Human-GM
41,24.247335,4.300913,Human-GM
42,-3.259027,6.6836796,Human-GM
43,10.712319,5.9061303,Human-GM
44,13.589184,-2.9707768,Human-GM
45,-2.7081676,7.219931,Human-GM
46,13.759735,1.4999511,Human-GM
47,24.937637,0.2235735,Human-GM
48,15.82019,3.685851,Human-GM
49,-0.96614057,5.002029,Human-GM
50,25.365747,0.114979014,Human-GM
51,14.93838,2.9112735,Human-GM
52,23.049944,12.786632,Human-GM
53,13.307034,4.7196093,Human-GM
54,22.955873,12.902775,Human-GM
55,12.09372,11.124103,Human-GM
56,25.276445,0.30424675,Human-GM
57,12.316008,-3.5859442,Human-GM
58,16.434063,0.06335318,Human-GM
59,-2.2926428,6.9419136,Human-GM
60,11.188871,0.68877655,Human-GM
61,6.517495,3.6510704,Human-GM
62,-2.6918778,6.5004497,Human-GM
63,15.699371,3.5850394,Human-GM
64,22.118734,0.7153832,Human-GM
65,-3.0142028,7.3402114,Human-GM
66,3.5867481,4.6293497,Human-GM
67,24.877619,8.148001,Human-GM
68,13.498401,-1.6902325,Human-GM
69,2.5901124,4.960214,Human-GM
70,-2.499538,6.4614525,Human-GM
71,13.270541,-2.091125,Human-GM
72,23.94459,10.665893,Human-GM
73,11.764713,2.6316109,Human-GM
74,13.591492,-2.9934156,Human-GM
75,11.209574,11.262654,Human-GM
76,16.414515,0.07148239,Human-GM
77,11.290307,-3.8970375,Human-GM
78,22.97138,12.895664,Human-GM
79,24.417454,9.579076,Human-GM
80,14.242933,0.8550239,Human-GM
81,24.253922,4.379611,Human-GM
82,-2.6925457,6.499912,Human-GM
83,10.5067005,5.9809346,Human-GM
84,12.983006,1.71813,Human-GM
85,17.472832,-1.3946965,Human-GM
86,13.571411,-3.0625477,Human-GM
87,11.202272,-3.7106476,Human-GM
88,23.063572,12.771914,Human-GM
89,15.454947,4.188109,Human-GM
90,23.16395,12.567034,Human-GM
91,24.479296,9.421811,Human-GM
92,-3.0002651,7.3432198,Human-GM
93,10.476163,5.9862785,Human-GM
94,25.368126,0.5935502,Human-GM
95,9.251371,6.1899624,Human-GM
96,14.203291,0.85867184,Human-GM
97,25.419144,1.3066794,Human-GM
98,22.955975,12.904059,Human-GM
99,24.65668,8.916534,Human-GM
100,-19.062317,-1.2193854,Mouse-Bcell
101,-33.518288,-5.4566274,Mouse-Bcell
102,-10.149513,4.7525425,Mouse-Bcell
103,-10.000888,5.343122,Mouse-Bcell
104,-20.384855,-6.821566,Mouse-Bcell
105,-18.497545,5.68856,Mouse-Bcell
106,-35.3877,-11.210367,Mouse-Bcell
107,-33.161648,-7.485426,Mouse-Bcell
108,-27.788939,-7.963905,Mouse-Bcell
109,-27.617662,-4.3041286,Mouse-Bcell
110,-16.11079,1.1183764,Mouse-Bcell
111,-26.064241,-3.9581695,Mouse-Bcell
112,-1.3431664,6.348614,Mouse-Bcell
113,-29.032007,-4.092725,Mouse-Bcell
114,-15.747498,2.4210432,Mouse-Bcell
115,-26.25369,-3.9805887,Mouse-Bcell
116,-32.3303,-9.802134,Mouse-Bcell
117,-22.718197,-7.499688,Mouse-Bcell
118,-12.302196,3.9110885,Mouse-Bcell
119,-16.237165,-1.6301895,Mouse-Bcell
120,-16.449757,-2.0822272,Mouse-Bcell
121,-35.44562,-9.164283,Mouse-Bcell
122,-1.4754671,8.797248,Mouse-Bcell
123,-0.79900277,7.3782616,Mouse-Bcell
124,-10.019429,4.4790053,Mouse-Bcell
125,-1.5248357,7.8509192,Mouse-Bcell
126,-31.026636,-6.5963573,Mouse-Bcell
127,-14.597562,0.7817451,Mouse-Bcell
128,-35.38331,-9.624523,Mouse-Bcell
129,-13.010288,4.440771,Mouse-Bcell
130,-34.455723,-6.743181,Mouse-Bcell
131,-10.595347,5.0711446,Mouse-Bcell
132,-26.491169,-5.6265907,Mouse-Bcell
133,-3.4839582,5.0449123,Mouse-Bcell
134,-31.072886,-5.3060417,Mouse-Bcell
135,-36.48969,-10.569955,Mouse-Bcell
136,-6.4351215,5.092024,Mouse-Bcell
137,-26.100998,-9.9973345,Mouse-Bcell
138,-34.081673,-7.678794,Mouse-Bcell
139,-12.627032,5.5407634,Mouse-Bcell
140,-27.853445,-4.8226786,Mouse-Bcell
141,-26.96293,-3.8411367,Mouse-Bcell
142,-22.13507,-3.3468225,Mouse-Bcell
143,-32.11529,-5.937168,Mouse-Bcell
144,-25.883728,-5.2382436,Mouse-Bcell
145,-30.272068,-4.13783,Mouse-Bcell
146,-17.61228,6.0662723,Mouse-Bcell
147,-19.883518,-1.8471508,Mouse-Bcell
148,-35.29469,-10.347962,Mouse-Bcell
149,-31.139584,-4.6016173,Mouse-Bcell
150,-18.702938,-0.41482928,Mouse-Bcell
151,-4.799998,6.0535936,Mouse-Bcell
152,-35.049553,-10.057565,Mouse-Bcell
153,-14.800529,2.9823003,Mouse-Bcell
154,-19.79156,-3.7286465,Mouse-Bcell
155,-2.9996176,9.238936,Mouse-Bcell
156,-30.894527,-5.141059,Mouse-Bcell
157,-22.857475,-3.6683576,Mouse-Bcell
158,-16.258673,1.008772,Mouse-Bcell
159,-36.184235,-8.414186,Mouse-Bcell
160,-29.818886,-6.4034715,Mouse-Bcell
161,-27.862616,-7.1116166,Mouse-Bcell
162,-33.74071,-7.076777,Mouse-Bcell
163,-20.617962,-6.2736588,Mouse-Bcell
164,-25.557138,-4.562367,Mouse-Bcell
165,-7.485407,5.0946455,Mouse-Bcell
166,-14.817388,1.8737907,Mouse-Bcell
167,-2.0926762,5.378938,Mouse-Bcell
168,-33.675446,-6.4261875,Mouse-Bcell
169,-18.886307,0.7085037,Mouse-Bcell
170,-27.955029,-7.6878514,Mouse-Bcell
171,-31.785238,-10.210591,Mouse-Bcell
172,-2.6508002,4.583269,Mouse-Bcell
173,-34.62133,-7.5164304,Mouse-Bcell
174,-20.386164,-2.1116238,Mouse-Bcell
175,-4.534324,7.694247,Mouse-Bcell
176,-18.622206,0.16853084,Mouse-Bcell
177,-25.610762,-9.144471,Mouse-Bcell
178,-34.291706,-6.0913053,Mouse-Bcell
179,-10.287211,5.5361133,Mouse-Bcell
180,-26.216501,-9.990738,Mouse-Bcell
181,-25.56843,-9.593464,Mouse-Bcell
182,-30.490997,-5.062339,Mouse-Bcell
183,-33.359974,-9.040691,Mouse-Bcell
184,-36.66194,-10.910409,Mouse-Bcell
185,-21.133999,-2.9264784,Mouse-Bcell
186,-18.386986,-2.4341562,Mouse-Bcell
187,-20.89365,-7.0423164,Mouse-Bcell
188,-33.721462,-5.5895844,Mouse-Bcell
189,-21.551683,-2.70379,Mouse-Bcell
190,-25.268787,-10.563784,Mouse-Bcell
191,-12.661322,2.567074,Mouse-Bcell
192,-30.522095,-6.741716,Mouse-Bcell
