,0,1,
497,49.138103,-45.51353,Human-Ex Neuron
498,24.122211,-16.12334,Human-Ex Neuron
499,-4.2145,15.942002,Human-Ex Neuron
500,26.04997,-17.420563,Human-Ex Neuron
501,-4.6114097,16.935917,Human-Ex Neuron
502,39.953785,-34.8388,Human-Ex Neuron
503,-7.292399,25.388813,Human-Ex Neuron
504,48.273113,-43.13799,Human-Ex Neuron
505,21.548506,-6.3483224,Human-Ex Neuron
506,24.647627,-13.536125,Human-Ex Neuron
507,32.480125,-25.290438,Human-Ex Neuron
508,37.892136,-32.9604,Human-Ex Neuron
509,-11.07378,27.907846,Human-Ex Neuron
510,-0.41513777,12.002178,Human-Ex Neuron
511,-1.9273115,16.114452,Human-Ex Neuron
512,19.14737,-3.8343444,Human-Ex Neuron
513,27.895226,-18.881006,Human-Ex Neuron
514,-11.702779,29.535965,Human-Ex Neuron
515,13.123956,0.26745158,Human-Ex Neuron
516,49.275463,-46.1516,Human-Ex Neuron
517,1.6913409,9.012156,Human-Ex Neuron
518,-3.0597024,16.765547,Human-Ex Neuron
519,10.282841,1.9992594,Human-Ex Neuron
520,7.7906494,0.7547731,Human-Ex Neuron
521,25.722984,-18.20142,Human-Ex Neuron
522,0.89685386,9.687051,Human-Ex Neuron
523,30.339802,-24.142515,Human-Ex Neuron
524,-8.629502,28.056576,Human-Ex Neuron
525,0.9643559,7.067501,Human-Ex Neuron
526,29.168884,-22.059408,Human-Ex Neuron
527,28.078274,-17.97582,Human-Ex Neuron
528,33.619446,-28.234959,Human-Ex Neuron
529,-11.326591,27.115541,Human-Ex Neuron
530,22.587187,-7.8471956,Human-Ex Neuron
531,12.143617,-3.3578749,Human-Ex Neuron
532,3.8616674,7.4710855,Human-Ex Neuron
533,45.776222,-35.373707,Human-Ex Neuron
534,-6.407222,21.83553,Human-Ex Neuron
535,50.44791,-39.06132,Human-Ex Neuron
536,-16.75402,36.203754,Human-Ex Neuron
537,31.642885,-23.2026,Human-Ex Neuron
538,12.7171135,-0.1661258,Human-Ex Neuron
539,-21.717371,44.705353,Human-Ex Neuron
540,-20.0651,40.825695,Human-Ex Neuron
541,-19.975513,40.825096,Human-Ex Neuron
542,-12.359155,29.387089,Human-Ex Neuron
543,43.93384,-38.766796,Human-Ex Neuron
544,-20.862787,43.013916,Human-Ex Neuron
545,9.361446,-0.4117644,Human-Ex Neuron
546,22.69379,-13.250484,Human-Ex Neuron
547,37.741837,-34.72306,Human-Ex Neuron
548,-18.354527,38.693302,Human-Ex Neuron
549,-10.470421,29.39875,Human-Ex Neuron
550,36.73853,-33.615765,Human-Ex Neuron
551,13.109874,-2.572959,Human-Ex Neuron
552,46.340485,-42.09486,Human-Ex Neuron
553,31.911158,-26.619408,Human-Ex Neuron
554,-15.436684,34.49713,Human-Ex Neuron
555,-1.7499346,16.846512,Human-Ex Neuron
556,3.1030254,7.9843454,Human-Ex Neuron
557,27.977926,-21.78442,Human-Ex Neuron
558,8.097038,4.5725384,Human-Ex Neuron
559,28.57967,-19.687864,Human-Ex Neuron
560,-21.078737,42.99917,Human-Ex Neuron
561,47.961853,-42.375744,Human-Ex Neuron
562,15.463532,-4.398297,Human-Ex Neuron
563,-22.064428,43.734528,Human-Ex Neuron
564,6.661669,4.466612,Human-Ex Neuron
565,-3.906656,18.67243,Human-Ex Neuron
566,22.582165,-9.642398,Human-Ex Neuron
567,32.61587,-26.56121,Human-Ex Neuron
568,46.968662,-41.82404,Human-Ex Neuron
569,26.783173,-19.178616,Human-Ex Neuron
570,4.996955,7.397098,Human-Ex Neuron
